"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2019,124396186,1,
2019,124397610,1,
2019,124397093,1,
2019,130908244,1,
2019,131638533,1,
2019,135473168,6,
2019,129639733,9,
2019,129584283,1,
2019,131482114,17,
2019,133343241,6,
2019,125253068,1,
2019,133163472,10,
2019,125326549,6,
2019,129416761,9,
2019,127440093,1,
2019,128539966,2,
2019,127560355,1,
2019,127366809,6,
2019,128592964,10,
2019,128860684,6,
2019,128709758,6,
2019,128724010,6,
2019,128860717,10,
2019,128756806,6,
2019,130683066,10,
2019,131334322,1,
2019,133489474,6,
2019,133365320,9,
2019,129577956,1,
2019,128339312,1,
2019,125314366,9,
2019,126853078,8,
2019,125314771,1,
2019,125316233,10,
2019,125694674,10,
2019,125318900,1,
2019,125318900,6,
2019,125319727,6,
2019,125317908,10,
2019,125319115,1,
2019,125319955,10,
2019,125306797,1,
2019,125476719,1,
2019,125491196,17,
2019,125315743,1,
2019,125317596,10,
2019,127585758,9,
2019,127587585,6,
2019,134179474,10,
2019,134523977,1,
2019,134523977,6,
2019,124394894,10,
2019,125249093,6,
2019,124399083,1,
2019,135473211,6,
2019,135465300,6,
2019,135465299,6,
2019,116716897,9,
2019,126198017,1,
2019,129639730,10,
2019,129682756,10,
2019,129636084,6,
2019,129636945,9,
2019,125310140,1,
2019,125310311,9,
2019,125310027,1,
2019,133343234,6,
2019,130276182,6,
2019,125282963,10,
2019,125326738,1,
2019,130767569,10,
2019,127440133,10,
2019,127499208,9,
2019,127560027,1,
2019,128709751,6,
2019,131482076,1,
2019,131149601,6,
2019,130683057,6,
2019,130683057,8,
2019,131334323,1,
2019,133343258,1,
2019,133163468,8,
2019,133365327,6,
2019,133725261,1,
2019,132775163,10,
2019,132660435,6,
2019,133489290,6,
2019,133489295,10,
2019,125326194,9,
2019,132677905,3,
2019,132677906,3,
2019,134713804,6,
2019,133828191,9,
2019,125315713,10,
2019,125316256,10,
2019,126701579,10,
2019,125278518,1,
2019,125488007,6,
2019,125318009,6,
2019,125318426,1,
2019,125319780,9,
2019,125306867,1,
2019,125319873,1,
2019,125318074,1,
2019,125306954,9,
2019,125475444,1,
2019,125317550,1,
2019,125491127,1,
2019,133709831,6,
2019,125554202,10,
2019,127585528,10,
2019,134523929,10,
2019,124399803,1,
2019,124408199,9,
2019,124400918,1,
2019,124398641,1,
2019,124399419,9,
2019,125249133,1,
2019,124391790,6,
2019,135464817,6,
2019,135466663,10,
2019,116606733,1,
2019,128454309,1,
2019,130276278,6,
2019,116700578,1,
2019,125311377,9,
2019,125296223,10,
2019,125252906,6,
2019,133343235,6,
2019,130908014,6,
2019,130767586,10,
2019,129376988,6,
2019,128531494,6,
2019,128457662,9,
2019,127560454,6,
2019,130250510,1,
2019,128872997,1,
2019,130683065,9,
2019,130683065,1,
2019,132770366,1,
2019,134568366,1,
2019,133489297,6,
2019,133489349,6,
2019,134701781,6,
2019,135008242,10,
2019,125315719,1,
2019,126223106,9,
2019,127301011,9,
2019,125596125,9,
2019,125492568,10,
2019,125316117,8,
2019,125476703,6,
2019,125318841,10,
2019,125319626,1,
2019,125316976,6,
2019,125278530,1,
2019,125490467,10,
2019,125476846,1,
2019,125477597,1,
2019,133831572,4,
2019,134179247,4,
2019,124394461,10,
2019,124390714,10,
2019,124397950,9,
2019,124400923,9,
2019,132758020,10,
2019,135466035,1,
2019,129640350,10,
2019,131150122,1,
2019,128666340,6,
2019,130685311,6,
2019,125490380,1,
2019,127578178,1,
2019,129583003,1,
2019,127498830,10,
2019,128539956,9,
2019,127300394,1,
2019,128531303,9,
2019,128454644,1,
2019,128909469,6,
2019,128723423,1,
2019,128873000,6,
2019,131300071,6,
2019,131300186,6,
2019,133709742,6,
2019,133163510,6,
2019,130051808,1,
2019,130051942,6,
2019,130051944,6,
2019,135008144,1,
2019,124397510,6,
2019,125315716,10,
2019,125317326,1,
2019,125491163,2,
2019,125789498,6,
2019,125554148,10,
2019,125319040,1,
2019,125475737,6,
2019,125490220,10,
2019,125477537,9,
2019,127763689,10,
2019,124395446,6,
2019,124399045,2,
2019,124400910,9,
2019,124399058,1,
2019,126223126,1,
2019,116701013,8,
2019,129639731,10,
2019,129640009,1,
2019,125311280,1,
2019,130251383,17,
2019,125326736,6,
2019,130249773,17,
2019,130767585,10,
2019,130683022,1,
2019,130683022,6,
2019,130774074,17,
2019,127439450,1,
2019,132659548,6,
2019,127560378,6,
2019,127559559,1,
2019,128454585,9,
2019,127560397,10,
2019,127440072,9,
2019,128454643,1,
2019,129252638,10,
2019,128860643,6,
2019,128873016,1,
2019,128710327,1,
2019,132770367,10,
2019,133489292,10,
2019,131482151,1,
2019,134802480,6,
2019,126943876,10,
2019,125505120,10,
2019,130239198,6,
2019,125694643,2,
2019,130685032,1,
2019,130051668,10,
2019,125789875,1,
2019,125694675,10,
2019,125318761,10,
2019,125319131,1,
2019,125319529,1,
2019,125306858,10,
2019,132664391,6,
2019,125477520,6,
2019,125477519,6,
2019,125477764,1,
2019,125476861,8,
2019,134179252,6,
2019,124399285,2,
2019,124399246,10,
2019,128665987,9,
2019,124387805,1,
2019,124390315,6,
2019,125553862,6,
2019,125749617,1,
2019,128597602,10,
2019,131238531,10,
2019,131238542,1,
2019,116716469,1,
2019,125310938,2,
2019,125310026,1,
2019,130235846,6,
2019,125267912,1,
2019,129097108,6,
2019,133163574,6,
2019,130767402,6,
2019,130683021,6,
2019,130683021,1,
2019,125242063,6,
2019,129448626,6,
2019,129377302,10,
2019,127577941,1,
2019,128860586,6,
2019,128860641,6,
2019,124390458,9,
2019,133747581,1,
2019,130051825,6,
2019,125554851,10,
2019,130239199,6,
2019,125476778,10,
2019,125476888,1,
2019,126699243,1,
2019,125315419,1,
2019,125278529,1,
2019,125315756,1,
2019,125317571,10,
2019,125328093,1,
2019,125476203,6,
2019,125477518,1,
2019,125477132,9,
2019,125477132,6,
2019,125491321,10,
2019,134179255,6,
2019,124397220,6,
2019,126980245,2,
2019,135306429,2,
2019,130684906,9,
2019,125278169,10,
2019,125310057,9,
2019,125324858,1,
2019,133489315,6,
2019,125311555,9,
2019,134456581,1,
2019,130239572,8,
2019,128665897,6,
2019,129263602,6,
2019,129263872,1,
2019,130276635,10,
2019,127433721,10,
2019,127441528,1,
2019,128088605,6,
2019,127560441,6,
2019,128860587,6,
2019,128860618,6,
2019,128710165,9,
2019,128710514,6,
2019,130051785,10,
2019,125596525,6,
2019,131299904,17,
2019,131300189,10,
2019,125325014,10,
2019,133489363,6,
2019,135008243,10,
2019,130683084,1,
2019,130683084,6,
2019,126888436,10,
2019,126696514,10,
2019,125491164,2,
2019,125488884,6,
2019,129182406,1,
2019,125505228,10,
2019,125314773,1,
2019,125694676,10,
2019,125319396,10,
2019,125307154,9,
2019,125319137,1,
2019,125319689,9,
2019,125307307,10,
2019,125328031,6,
2019,128537774,1,
2019,125315757,10,
2019,125317569,10,
2019,125476114,10,
2019,125476115,10,
2019,125477528,10,
2019,125596103,1,
2019,125554205,10,
2019,125554200,8,
2019,124394410,10,
2019,124397409,6,
2019,124404358,2,
2019,132664389,6,
2019,130051897,6,
2019,125750100,1,
2019,135305982,10,
2019,135306203,1,
2019,135465121,10,
2019,129683525,6,
2019,126132548,1,
2019,125310902,9,
2019,125253015,1,
2019,125326709,1,
2019,133489313,6,
2019,130254484,6,
2019,130253584,8,
2019,130685025,9,
2019,129263761,1,
2019,129264056,9,
2019,129376990,6,
2019,128454236,9,
2019,127499209,9,
2019,127302134,10,
2019,128457663,9,
2019,128454575,10,
2019,129252731,1,
2019,128860585,6,
2019,131619666,1,
2019,134568367,1,
2019,134568361,1,
2019,134568361,6,
2019,132913802,1,
2019,131334297,10,
2019,133709767,6,
2019,133343004,10,
2019,125323763,6,
2019,125326195,1,
2019,125326455,6,
2019,125315712,10,
2019,128368809,6,
2019,126696389,1,
2019,125477319,6,
2019,125318849,9,
2019,125319113,6,
2019,125306452,1,
2019,125315914,1,
2019,125316977,6,
2019,125749605,8,
2019,125554207,10,
2019,125554201,10,
2019,130041674,1,
2019,130271896,1,
2019,130060562,6,
2019,130247750,6,
2019,129640366,1,
2019,129642017,9,
2019,129642107,9,
2019,130421172,9,
2019,125326513,10,
2019,130404059,9,
2019,130563965,1,
2019,132172118,4,
2019,130057179,6,
2019,128661963,9,
2019,127568932,10,
2019,134509872,6,
2019,128877906,6,
2019,133163826,1,
2019,131921661,10,
2019,135179120,10,
2019,135105756,6,
2019,135113521,10,
2019,135189742,10,
2019,135227970,9,
2019,135404308,17,
2019,134705712,9,
2019,125317500,6,
2019,132757914,17,
2019,125315533,9,
2019,125316160,1,
2019,133725340,1,
2019,127059294,1,
2019,125500403,9,
2019,131226812,6,
2019,128364516,10,
2019,125483228,1,
2019,126228163,1,
2019,128415170,6,
2019,126719316,9,
2019,128363713,4,
2019,127233325,1,
2019,127296697,1,
2019,127280047,1,
2019,128311418,1,
2019,128196087,6,
2019,129258044,6,
2019,134577978,6,
2019,124400859,1,
2019,127227228,9,
2019,126198025,1,
2019,124395136,3,
2019,124392430,1,
2019,131638099,10,
2019,131638094,10,
2019,135093175,6,
2019,135129300,6,
2019,135129297,6,
2019,135129297,1,
2019,128182995,2,
2019,135415384,9,
2019,135500096,10,
2019,135125969,6,
2019,135179129,8,
2019,134419710,6,
2019,128602341,9,
2019,128602405,1,
2019,135465480,10,
2019,130041829,6,
2019,130261202,6,
2019,130062564,1,
2019,129585609,6,
2019,129677397,6,
2019,129651207,6,
2019,130421115,1,
2019,130408039,10,
2019,130453606,10,
2019,130421092,1,
2019,127763683,9,
2019,130692906,1,
2019,130692906,6,
2019,125323297,10,
2019,125308829,1,
2019,125311738,10,
2019,125311755,10,
2019,125311860,1,
2019,125311860,9,
2019,125325820,6,
2019,128855523,6,
2019,128691369,6,
2019,128864872,1,
2019,129680568,6,
2019,128670150,1,
2019,127322902,1,
2019,128269935,1,
2019,128230245,10,
2019,127568528,1,
2019,124393766,1,
2019,131921658,10,
2019,131921735,10,
2019,128877928,6,
2019,135472295,9,
2019,132172117,6,
2019,125314553,1,
2019,135129117,1,
2019,134578315,10,
2019,126699051,8,
2019,127527942,10,
2019,127527943,10,
2019,125500210,1,
2019,125550866,10,
2019,125483349,10,
2019,125483698,6,
2019,125483779,10,
2019,125483025,1,
2019,125316820,10,
2019,126604313,1,
2019,127764444,9,
2019,128867927,6,
2019,135019035,9,
2019,124395715,9,
2019,124396664,1,
2019,124392689,1,
2019,124391215,9,
2019,124404052,9,
2019,124403314,6,
2019,127305042,6,
2019,124400938,10,
2019,127727688,10,
2019,124399514,9,
2019,124396381,10,
2019,126840776,6,
2019,134403377,1,
2019,135129075,6,
2019,135189812,10,
2019,128182992,9,
2019,135491177,10,
2019,135303389,10,
2019,135233353,6,
2019,135223269,9,
2019,125591242,6,
2019,127635678,6,
2019,132925044,1,
2019,130041635,10,
2019,129370648,1,
2019,130041810,6,
2019,130271919,6,
2019,129583921,1,
2019,129584988,10,
2019,129640472,10,
2019,129642016,9,
2019,130408009,1,
2019,130421145,10,
2019,130417927,8,
2019,130325971,6,
2019,124398040,9,
2019,130250713,6,
2019,135087217,1,
2019,130073316,1,
2019,125326685,10,
2019,125324475,9,
2019,125310709,6,
2019,135471180,6,
2019,128855327,1,
2019,135057672,6,
2019,127983222,8,
2019,128702645,10,
2019,128670188,6,
2019,128361182,1,
2019,128363926,9,
2019,128202479,9,
2019,127283313,10,
2019,133353047,6,
2019,134578424,1,
2019,134578410,10,
2019,131921654,1,
2019,131921734,1,
2019,134578070,10,
2019,128269983,1,
2019,128877947,6,
2019,128878006,6,
2019,135093261,6,
2019,135113453,9,
2019,135302208,1,
2019,125325939,6,
2019,129289003,6,
2019,126936090,9,
2019,125317599,1,
2019,125328103,9,
2019,125328620,6,
2019,127527944,10,
2019,127983009,6,
2019,127227219,6,
2019,126719676,1,
2019,125487896,1,
2019,128270251,1,
2019,125487406,10,
2019,126719363,1,
2019,126227972,6,
2019,125483627,6,
2019,126232205,1,
2019,126699159,1,
2019,128415262,9,
2019,128525435,1,
2019,126718982,1,
2019,125328660,6,
2019,126621979,1,
2019,127764334,6,
2019,135493082,1,
2019,124399550,1,
2019,124392365,9,
2019,124401044,1,
2019,127978576,9,
2019,124399426,1,
2019,125486969,10,
2019,131638098,10,
2019,135093259,6,
2019,135469635,6,
2019,129108098,6,
2019,135125665,9,
2019,135098026,6,
2019,135126052,6,
2019,135466696,10,
2019,135334715,6,
2019,127635672,1,
2019,132925041,1,
2019,135501950,10,
2019,129397169,10,
2019,130041894,9,
2019,130261262,10,
2019,129585312,9,
2019,129583600,10,
2019,129642532,1,
2019,130276190,1,
2019,129642027,10,
2019,130421149,10,
2019,130408776,6,
2019,130250722,6,
2019,125323176,1,
2019,125310645,1,
2019,125311705,10,
2019,125324476,8,
2019,125325223,10,
2019,130693728,1,
2019,128728042,6,
2019,127982929,6,
2019,130057180,10,
2019,128661730,10,
2019,130057092,6,
2019,129681765,8,
2019,127624506,6,
2019,130057128,6,
2019,127624459,1,
2019,128326083,6,
2019,134509874,1,
2019,128367201,10,
2019,135043510,10,
2019,131921660,10,
2019,135470008,1,
2019,135175501,9,
2019,125315288,1,
2019,132757916,17,
2019,126884364,9,
2019,125328206,10,
2019,125328528,6,
2019,125549652,10,
2019,126703329,9,
2019,125497973,1,
2019,125551054,17,
2019,125483937,10,
2019,128415343,9,
2019,128305648,10,
2019,126704175,10,
2019,127732351,10,
2019,127296316,1,
2019,127297226,1,
2019,135097990,9,
2019,135043494,10,
2019,124395599,2,
2019,124394874,8,
2019,125248879,10,
2019,124396838,10,
2019,127280036,10,
2019,124397894,10,
2019,128602312,9,
2019,135488557,9,
2019,135110191,10,
2019,135472969,1,
2019,135221324,10,
2019,135185628,10,
2019,135233354,6,
2019,132925042,1,
2019,128602343,9,
2019,130041588,6,
2019,130261172,10,
2019,129583608,10,
2019,129651519,1,
2019,129584722,9,
2019,130408087,9,
2019,130421026,1,
2019,130421527,1,
2019,130408311,1,
2019,130417467,1,
2019,130326044,9,
2019,125310417,1,
2019,125311655,6,
2019,125311704,10,
2019,125323127,6,
2019,133353049,6,
2019,130539349,1,
2019,135470238,6,
2019,128270111,1,
2019,127983223,8,
2019,128714084,1,
2019,134572961,6,
2019,128718277,9,
2019,128367194,10,
2019,127568156,1,
2019,128269982,1,
2019,135175493,9,
2019,116611620,1,
2019,116607445,9,
2019,126840671,6,
2019,126714456,6,
2019,126879929,9,
2019,127059315,1,
2019,125328591,17,
2019,125670026,6,
2019,125500475,10,
2019,125500416,9,
2019,125500409,10,
2019,126228200,2,
2019,125483629,10,
2019,126228459,10,
2019,126635363,2,
2019,125314996,10,
2019,128305149,10,
2019,128363848,6,
2019,128404046,10,
2019,135087643,9,
2019,135000890,1,
2019,135087507,10,
2019,127727691,1,
2019,130250771,6,
2019,130250777,1,
2019,127227256,1,
2019,127764001,6,
2019,127731365,6,
2019,124397281,1,
2019,126980261,1,
2019,134419849,6,
2019,134419608,1,
2019,134419608,6,
2019,125591437,9,
2019,127567927,6,
2019,125590965,9,
2019,135308559,1,
2019,135129126,6,
2019,135129298,1,
2019,135129298,6,
2019,135129299,1,
2019,135129299,6,
2019,128867922,1,
2019,128182996,9,
2019,135091237,10,
2019,135110043,10,
2019,135175095,10,
2019,130042037,10,
2019,129583920,1,
2019,129682754,1,
2019,130421130,6,
2019,124394170,9,
2019,127763681,9,
2019,125253004,10,
2019,125326553,6,
2019,133489308,6,
2019,130276591,6,
2019,125323716,1,
2019,125325783,10,
2019,131296586,6,
2019,127983218,8,
2019,128520851,1,
2019,128368751,1,
2019,135227887,1,
2019,128864915,6,
2019,128270039,10,
2019,128669486,10,
2019,127568358,6,
2019,127568912,1,
2019,134509899,9,
2019,128189449,1,
2019,128877960,6,
2019,131921732,1,
2019,131921733,10,
2019,135179134,10,
2019,135179137,1,
2019,135113455,10,
2019,135308576,6,
2019,125326702,10,
2019,125169439,6,
2019,126715139,1,
2019,127059302,10,
2019,125315466,1,
2019,127527947,10,
2019,127527939,10,
2019,127527938,10,
2019,127059410,9,
2019,125487081,10,
2019,125590819,1,
2019,125550039,9,
2019,125669918,10,
2019,125763684,6,
2019,125487225,10,
2019,125500482,10,
2019,125483630,6,
2019,125497992,9,
2019,125482976,10,
2019,127727665,1,
2019,134578183,1,
2019,127233324,1,
2019,127233514,2,
2019,128855542,6,
2019,124398597,10,
2019,124395408,6,
2019,124403013,1,
2019,125552090,10,
2019,124393566,1,
2019,127727213,1,
2019,124396759,1,
2019,125173838,9,
2019,130250752,1,
2019,124392715,6,
2019,124397116,1,
2019,131638097,10,
2019,131638100,9,
2019,125577092,1,
2019,134403362,1,
2019,134403362,6,
2019,135093260,6,
2019,135192971,6,
2019,128867955,6,
2019,135091236,6,
2019,135110190,10,
2019,135472968,1,
2019,135491144,1,
2019,135174995,9,
2019,135233300,10,
2019,135179128,8,
2019,125590673,9,
2019,129102789,1,
2019,135302167,1,
2019,134419695,6,
2019,130693773,6,
2019,130693719,10,
2019,130247669,1,
2019,130328269,9,
2019,129585546,1,
2019,129640172,10,
2019,129666394,1,
2019,129640471,10,
2019,129642019,9,
2019,130408777,6,
2019,130453395,10,
2019,130453260,10,
2019,133489307,6,
2019,125311754,10,
2019,125324804,1,
2019,128269683,2,
2019,128415264,9,
2019,129680192,6,
2019,130276203,6,
2019,129639457,6,
2019,128728463,1,
2019,128270200,9,
2019,128305127,6,
2019,128706651,1,
2019,128561342,10,
2019,135093280,1,
2019,135400076,6,
2019,135228465,10,
2019,126965230,10,
2019,132757915,17,
2019,127452914,10,
2019,126879930,9,
2019,125328207,10,
2019,125500191,10,
2019,126719364,1,
2019,125500407,8,
2019,125487226,10,
2019,125483702,1,
2019,126230795,10,
2019,125315257,1,
2019,127624845,9,
2019,127296006,1,
2019,127586085,1,
2019,127731593,9,
2019,134578121,9,
2019,128855547,6,
2019,127568088,9,
2019,135019036,9,
2019,135024480,1,
2019,124398919,9,
2019,129444742,9,
2019,124391342,10,
2019,125173886,10,
2019,124396709,10,
2019,134419847,6,
2019,135091109,1,
2019,135110189,10,
2019,135415385,9,
2019,135466697,10,
2019,135466694,10,
2019,135109918,6,
2019,135500095,1,
2019,135233304,10,
2019,135111532,10,
2019,135491178,2,
2019,135303388,1,
2019,135233497,6,
2019,135412306,10,
2019,135412304,1,
2019,135412304,6,
2019,130261218,9,
2019,130041893,1,
2019,129641938,10,
2019,130453607,1,
2019,130403758,10,
2019,128367124,10,
2019,125326015,10,
2019,134578351,6,
2019,125311835,10,
2019,125312898,10,
2019,130903553,1,
2019,129190162,1,
2019,128536087,9,
2019,129682601,10,
2019,127322903,1,
2019,128706312,6,
2019,128360156,1,
2019,127568025,6,
2019,127304968,6,
2019,125169323,9,
2019,131921657,10,
2019,135470009,10,
2019,135175491,10,
