"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2019,130276233,144153976
2019,130276237,144153980
2019,130276247,144153987
2019,130276248,144153988
2019,130276249,144153989
2019,130276250,144153990
2019,130276255,144153994
2019,130276258,144153997
2019,130276278,144154015
2019,130276295,144154032
2019,130276302,144154039
2019,130276306,144154043
2019,130276308,144154045
2019,130276337,144154072
2019,130276340,144154075
2019,130276341,144154076
2019,130276344,144154080
2019,130276354,144154092
2019,130276358,144154094
2019,130276357,144154094
2019,130276367,144154103
2019,130276370,144154107
2019,130276370,144154106
2019,130276379,144154117
2019,130276380,144154118
2019,130276382,144154120
2019,130276383,144154121
2019,130276385,144154123
2019,130276386,144154124
2019,130276387,144154125
2019,130276389,144154127
2019,130276391,144154129
2019,130276401,144154139
2019,130276403,144154141
2019,130276427,144154167
2019,130276434,144154173
2019,130276435,144154174
2019,130276437,144154176
2019,130276490,144154184
2019,130276508,144154204
2019,130276549,144154249
2019,130276556,144154255
2019,130276561,144154261
2019,130276562,144154262
2019,130276571,144154272
2019,130276572,144154274
2019,130276572,144154273
2019,130276573,144154275
2019,130276575,144154277
2019,130276579,144154280
2019,130276580,144154280
2019,130276578,144154280
2019,130276587,144154284
2019,130276591,144154288
2019,130276594,144154291
2019,130249700,144127772
2019,129350625,143234525
2019,129350626,143234526
2019,129350644,143234544
2019,129350643,143234544
2019,129350645,143234545
2019,129350646,143234546
2019,129350695,143234592
2019,129350702,143234598
2019,129352535,143256574
2019,129350723,143234615
2019,129352536,143256575
2019,129352553,143256587
2019,129352553,143256588
2019,129352596,143256626
2019,129352615,143256639
2019,129352662,143256682
2019,129352641,143256663
2019,129352666,143256685
2019,129352661,143256681
2019,129352665,143256685
2019,129352750,143256735
2019,130057323,143931070
2019,130057324,143931071
2019,130057325,143931072
2019,130249614,144127681
2019,130249899,144127965
2019,130251046,144129092
2019,130251117,144129157
2019,130251117,144129156
2019,130250075,144128138
2019,130251382,144129419
2019,130250077,144128140
2019,130250078,144128141
2019,130250081,144128144
2019,130251382,144129420
2019,130250139,144128199
2019,130325872,144203166
2019,130326013,144203254
2019,130326048,144203286
2019,130326051,144203289
2019,130326111,144203352
2019,130326129,144203367
2019,130326170,144203403
2019,130332911,144203423
2019,130249900,144127966
2019,130249901,144127967
2019,130250028,144128095
2019,130250027,144128095
2019,130250031,144128098
2019,130250084,144128146
2019,130251389,144129426
2019,130251389,144129427
2019,130276140,144153879
2019,130276407,144154147
2019,130276512,144154209
2019,130276294,144154031
2019,130276517,144154216
2019,130276517,144154215
2019,130276524,144154224
2019,130276524,144154223
2019,130276526,144154227
2019,130276528,144154229
2019,129398602,143281814
2019,129421658,143305428
2019,129421667,143305436
2019,129398619,143281834
2019,129398633,143281848
2019,129421683,143305450
2019,129421684,143305451
2019,129421687,143305453
2019,129454726,143338920
2019,130325835,144203131
2019,130325862,144203158
2019,130325992,144203236
2019,130307903,144175229
2019,130307906,144175232
2019,130307907,144175233
2019,129453946,143338132
2019,129453947,143338133
2019,129453280,143337405
2019,129453279,143337405
2019,129442469,143336625
2019,129452951,143337066
2019,129453428,143337570
2019,129453945,143338131
2019,129455145,143339338
2019,128765709,142650414
2019,129104423,142980505
2019,129105208,142986284
2019,129104460,142980543
2019,129104461,142980544
2019,129105209,142986285
2019,129104472,142980554
2019,129104504,142980588
2019,129104505,142980589
2019,129104506,142980589
2019,129104511,142980595
2019,129104512,142980596
2019,129104515,142980599
2019,129104516,142980600
2019,129104516,142980601
2019,129104521,142980606
2019,129104522,142980607
2019,129104533,142980616
2019,129104534,142980617
2019,129104636,142980712
2019,129350758,143234655
2019,129350759,143234654
2019,129351006,143234894
2019,129351005,143234894
2019,129352671,143256689
2019,129352769,143256753
2019,129352768,143256753
2019,129352898,143256870
2019,129352898,143256869
2019,129350679,143234576
2019,129350693,143234590
2019,129350893,143234779
2019,129352672,143256690
2019,129352672,143256691
2019,129352673,143256692
2019,129352675,143256694
2019,129352748,143256734
2019,129352749,143256733
2019,129377943,143256910
