"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2019,125277905,128764972,1,38836356
2019,125277906,128764972,1,38836357
2019,127764362,132557483,24,39854979
2019,127764024,132557071,18,39854849
2019,127764024,132557073,18,39854851
2019,127764024,132557072,18,39854850
2019,127764024,132557070,18,39854848
2019,127764366,132557490,19,39854980
2019,127764419,132557555,15,39854994
2019,125314396,128802043,3,38839798
2019,125314406,128802054,3,38839799
2019,125314420,128802068,18,38839803
2019,125314424,128802071,24,38839806
2019,125314423,128802071,24,38839805
2019,125314585,128802225,24,38839841
2019,125314585,128802226,24,38839842
2019,125314584,128802225,18,38839840
2019,125314584,128802226,16,38839839
2019,125314726,128802370,13,38839873
2019,125314827,128802465,16,38839891
2019,125314879,128802509,21,38839897
2019,125315023,128802648,3,38839932
2019,125315030,128802654,3,38839933
2019,125315076,128802705,14,38839946
2019,125315286,128802914,1,38839983
2019,125315288,128802916,18,38839984
2019,125315288,128802917,18,38839985
2019,125315296,128802926,18,38839986
2019,125315296,128802927,18,38839987
2019,125315316,128802949,14,38839989
2019,125315481,128803118,5,38840038
2019,125315480,128803119,17,38840036
2019,125315480,128803118,25,38840037
2019,125315481,128803119,25,38840039
2019,125315532,128803172,24,38840046
2019,125315533,128803172,1,38840047
2019,125315824,128803490,24,38840178
2019,125315943,128803613,3,38840224
2019,125315948,128803623,18,38840229
2019,130070296,134878679,24,40748825
2019,125242091,128737063,3,38799371
2019,125242098,128737071,1,38799373
2019,125242181,128737163,21,38799414
2019,125300650,128788171,5,38838626
2019,125314331,128801986,19,38839774
2019,125314502,128802143,1,38839818
2019,125314510,128802150,17,38839820
2019,125314519,128802160,3,38839821
2019,125314666,128802311,1,38839860
2019,128669333,133455761,1,40192211
2019,128669171,133455585,15,40192116
2019,128669234,133455647,21,40192131
2019,128669383,133455813,3,40192229
2019,128669611,133456077,1,40192337
2019,128669501,133455956,18,40192277
2019,128669501,133455955,18,40192276
2019,128669502,133455955,18,40192278
2019,128669502,133455956,18,40192279
2019,128669503,133455957,9,40192280
2019,128669609,133456077,27,40192336
2019,128669628,133456094,21,40192339
2019,128670150,133456586,1,40192495
2019,128670189,133456630,25,40192505
2019,128670188,133456630,3,40192502
2019,125314759,128802401,26,38839876
2019,125314916,128802546,21,38839909
2019,125315810,128803472,24,38840170
2019,125315810,128803473,24,38840171
2019,125315810,128803474,24,38840172
2019,125317411,128815204,16,38840735
2019,125317624,128815441,1,38840807
2019,125317625,128815441,9,38840810
2019,125317624,128815442,1,38840808
2019,125317624,128815440,1,38840806
2019,125317625,128815442,9,38840811
2019,125317625,128815440,1,38840809
2019,125317660,128815482,21,38840817
2019,125317661,128815483,18,38840818
2019,125317661,128815484,18,38840819
2019,125328511,128816438,18,38841169
2019,125314453,128802095,3,38839811
2019,125314930,128802558,1,38839913
2019,125314929,128802558,1,38839912
2019,125314928,128802558,1,38839911
2019,125314927,128802558,1,38839910
2019,125315420,128803055,3,38840014
2019,125315419,128803055,24,38840013
2019,125315650,128803289,3,38840068
2019,125316233,128803936,18,38840344
2019,125316236,128803939,24,38840346
2019,125316236,128803940,24,38840347
2019,125316611,128804365,9,38840500
2019,125316612,128804366,18,38840501
2019,125316615,128804369,1,38840502
2019,125317091,128804871,9,38840630
2019,125317090,128804872,25,38840629
2019,125317091,128804873,25,38840632
2019,125317091,128804872,9,38840631
2019,125317089,128804871,25,38840626
2019,125317090,128804871,9,38840627
2019,125317089,128804873,9,38840625
2019,125317089,128804872,9,38840624
2019,125317090,128804873,9,38840628
2019,125317499,128815303,18,38840764
2019,135111599,140017806,27,43034292
2019,125300538,128788051,1,38838600
2019,125315948,128803622,18,38840228
2019,125315948,128803621,18,38840227
2019,125315951,128803626,24,38840231
2019,125315951,128803627,24,38840232
2019,125315954,128803630,16,38840235
2019,125315955,128803631,24,38840236
2019,125315997,128803671,24,38840250
2019,125316006,128803679,21,38840252
2019,125316007,128803680,24,38840253
2019,125316030,128803701,18,38840256
2019,125316030,128803702,18,38840257
2019,125316030,128803700,18,38840255
2019,125316063,128803738,6,38840264
2019,125316107,128803797,24,38840279
2019,125316109,128803798,26,38840280
2019,125316117,128803807,24,38840286
2019,125316117,128803806,24,38840285
2019,125169374,128658655,17,38769614
2019,125169380,128658661,16,38769616
2019,125169381,128658662,3,38769617
2019,125316118,128803807,24,38840288
2019,125316118,128803806,24,38840287
2019,125316119,128803810,18,38840290
2019,125316119,128803809,18,38840289
2019,125316119,128803808,18,38840291
2019,125316128,128803820,24,38840292
2019,125316128,128803821,24,38840293
2019,125316130,128803823,1,38840294
2019,125316132,128803826,1,38840295
2019,125316137,128803831,24,38840296
2019,125316140,128803835,1,38840298
2019,125316160,128803857,18,38840304
2019,125316162,128803859,1,38840306
2019,125316168,128803863,9,38840310
2019,125316170,128803865,24,38840311
2019,125316182,128803880,24,38840315
2019,125316183,128803881,1,38840317
2019,125316183,128803882,3,38840316
2019,125316185,128803886,18,38840321
2019,125316185,128803887,18,38840322
2019,125316185,128803885,18,38840320
2019,125316208,128803911,1,38840327
2019,125316222,128803927,18,38840337
2019,125316238,128803942,24,38840348
2019,125316327,128804055,24,38840374
2019,125316327,128804056,24,38840375
2019,125316327,128804054,24,38840373
2019,125316335,128804061,3,38840381
2019,125316338,128804065,18,38840385
2019,125316378,128804108,25,38840411
2019,125316378,128804107,24,38840410
2019,125316377,128804108,24,38840408
2019,125316377,128804107,25,38840409
2019,125316381,128804111,18,38840413
2019,125316500,128804249,17,38840456
2019,125316582,128804333,3,38840488
2019,125316583,128804334,24,38840489
2019,125316583,128804336,24,38840491
2019,125316583,128804335,24,38840490
2019,125316600,128804354,24,38840498
2019,125316770,128804526,18,38840538
2019,125316776,128804531,1,38840540
2019,125316829,128804597,16,38840560
2019,125316829,128804598,16,38840561
2019,125316829,128804596,16,38840562
2019,125316883,128804653,24,38840565
2019,125316883,128804652,1,38840566
2019,125316962,128804745,18,38840583
2019,125316965,128804750,17,38840584
2019,125169346,128658632,25,38769600
2019,125169345,128658631,25,38769598
2019,125169345,128658632,3,38769597
2019,125169346,128658631,3,38769599
2019,125169350,128658633,1,38769604
2019,125169348,128658633,1,38769602
2019,125169347,128658633,3,38769601
2019,125169349,128658633,1,38769603
2019,125169517,128658808,18,38769670
2019,125242056,128737030,9,38799357
2019,125242066,128737038,3,38799365
2019,125242070,128737043,24,38799369
2019,125242167,128737151,5,38799404
2019,125242170,128737154,3,38799409
2019,125316693,128804448,24,38840522
2019,125327980,128815830,1,38840919
2019,125169335,128658622,3,38769593
2019,125169338,128658625,18,38769594
2019,125169339,128658626,18,38769595
2019,125169340,128658626,18,38769596
2019,125278047,128765116,3,38836426
2019,125300539,128788052,1,38838601
2019,125300542,128788055,19,38838602
2019,125300558,128788076,21,38838604
2019,125314467,128802109,1,38839812
2019,125314670,128802315,3,38839861
2019,125314732,128802377,3,38839874
2019,125314786,128802427,3,38839883
2019,125314789,128802430,5,38839884
2019,125314897,128802528,24,38839903
2019,125314896,128802528,24,38839902
2019,125314983,128802610,21,38839927
2019,125315222,128802850,24,38839964
2019,125315236,128802863,25,38839970
2019,125315235,128802864,25,38839968
2019,125315235,128802863,3,38839967
2019,125315236,128802864,3,38839969
2019,125315279,128802906,17,38839982
2019,125315578,128803217,24,38840056
2019,125315579,128803218,3,38840057
2019,125315748,128803406,24,38840123
2019,125315844,128803508,5,38840184
2019,125315875,128803538,3,38840201
2019,125315877,128803540,18,38840202
2019,125315914,128803578,3,38840214
2019,125316217,128803922,18,38840328
2019,125316218,128803922,18,38840329
2019,125316221,128803926,24,38840336
2019,125316220,128803924,24,38840331
2019,125316220,128803925,24,38840332
2019,125316221,128803925,24,38840335
2019,125316221,128803924,24,38840334
2019,125316220,128803926,24,38840333
2019,125316225,128803930,5,38840338
2019,125316227,128803932,1,38840340
2019,125316228,128803932,1,38840341
2019,125316234,128803937,16,38840345
2019,125316247,128803954,14,38840349
2019,125316475,128804222,18,38840454
2019,125316475,128804221,18,38840453
2019,125316485,128804232,16,38840455
2019,125316580,128804331,24,38840487
2019,125316584,128804337,3,38840492
2019,125316593,128804346,18,38840495
2019,125316677,128804432,5,38840516
2019,125316813,128804578,18,38840554
2019,125316914,128804690,5,38840569
2019,125316914,128804691,5,38840570
2019,125316954,128804735,24,38840581
2019,125316954,128804736,24,38840582
2019,125316977,128804763,15,38840589
2019,125316976,128804763,19,38840588
2019,125317186,128804962,9,38840652
2019,125317188,128804964,24,38840653
2019,125317472,128815279,16,38840758
2019,125317606,128815418,18,38840802
2019,125317773,128815609,24,38840857
2019,125327981,128815831,24,38840920
2019,125327990,128815843,24,38840921
2019,125328028,128815883,17,38840935
2019,125328031,128815886,20,38840937
2019,125328149,128816015,9,38840994
2019,125328239,128816114,5,38841027
2019,125328303,128816196,10,38841049
2019,125277916,128764982,1,38836374
2019,125277934,128765000,21,38836381
2019,125277939,128765005,18,38836384
2019,125277943,128765009,24,38836385
2019,125277944,128765010,9,38836386
2019,125277954,128765018,18,38836393
2019,125278032,128765103,3,38836420
2019,125278188,128765289,24,38836486
2019,125278458,128765576,16,38836505
2019,125278500,128765620,3,38836519
2019,125278506,128765627,24,38836520
2019,125278529,128765641,9,38836529
2019,125278529,128765642,9,38836530
2019,125278530,128765642,1,38836532
2019,125278530,128765641,1,38836531
2019,125328619,128816576,1,38841215
2019,127582939,132365003,17,39791357
2019,125278163,128765262,24,38836479
2019,125278163,128765263,24,38836480
2019,125278166,128765266,1,38836481
2019,125278196,128765299,3,38836489
2019,127563862,132299971,3,39768069
2019,128728042,133510099,3,40211408
2019,128728082,133510141,1,40211417
2019,125278518,128765632,3,38836528
2019,125278536,128765648,22,38836534
2019,127563857,132299969,18,39768065
2019,127563858,132299969,18,39768066
2019,127563860,132299969,18,39768068
2019,127563855,132299969,18,39768063
2019,127563854,132299969,18,39768062
2019,127563859,132299969,18,39768067
2019,127563856,132299969,18,39768064
2019,127563939,132339979,4,39768095
2019,127563955,132344976,18,39768103
2019,127582922,132364986,3,39791354
2019,127583068,132365129,5,39791380
2019,127583099,132365158,1,39791383
2019,128728455,133510542,18,40211552
2019,127583247,132365287,21,39791418
2019,127583259,132365301,3,39791426
2019,128728463,133510552,19,40211562
2019,125300509,128788021,14,38838590
2019,125300512,128788024,24,38838591
2019,125300517,128788029,5,38838594
2019,125314491,128802131,17,38839817
