"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
92042019,9204,2019,"MN0250400","MN0250400","","N","N",,"I","KENYON","KENYON PD","Kenyon","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1805,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,0,1,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
92052019,9205,2019,"MN0250800","MN0250800","","N","N",,"I","ZUMBROTA","ZUMBROTA PD","Zumbrota","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",3477,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,1,0,1,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
92102019,9210,2019,"MN0270300","MN0270300","","N","N",,"S","BROOKLYN PARK","BROOKLYN PARK PD","Brooklyn Park","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",81211,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",94,8,102,12,26,38,0,0,01-JUN-16,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,01-JAN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92172019,9217,2019,"MN0271100","MN0271100","","N","N",,"I","MINNEAPOLIS","MINNEAPOLIS PD","Minneapolis","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",431016,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",5,"1C","Cities from 250,000 thru 499,999","1","All cities 250,000 or over","Y",1,"R","Y",740,69,809,121,111,232,0,0,01-JUN-16,01-JAN-19,01-JAN-19,01-JAN-19,01-AUG-19,01-JAN-19,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92272019,9227,2019,"MN0272100","MN0272100","","N","N",,"I","ST. LOUIS PARK","ST LOUIS PARK PD","St. Louis Park","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",49535,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",47,2,49,9,12,21,0,0,01-JUN-16,01-JUN-18,01-JUN-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92292019,9229,2019,"MN0272400","MN0272400","","N","N",,"I","UNIV OF MN: TWIN CITIES","UNIV OF MN PD MINNEAPOLIS","University of Minnesota:","Twin Cities","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","University or College",0,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",44,7,51,10,10,20,0,0,01-JUN-16,01-JAN-19,01-JAN-19,01-JAN-19,01-AUG-19,01-JAN-19,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92452019,9245,2019,"MN0280000","MN0280000","","N","N",,"I","HOUSTON","HOUSTON CO SO CALEDONIA","Houston","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",8018,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",13,11,24,0,7,7,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92462019,9246,2019,"MN0280100","MN0280100","","N","N",,"I","CALEDONIA","CALEDONIA PD","Caledonia","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2718,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,0,1,1,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92472019,9247,2019,"MN0280200","MN0280200","","N","N",,"I","HOUSTON","HOUSTON PD","Houston","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",963,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92482019,9248,2019,"MN0280300","MN0280300","","N","N",,"I","LA CRESCENT","LA CRESCENT PD","La Crescent","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",4981,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92492019,9249,2019,"MN0280400","MN0280400","","N","N",,"I","SPRING GROVE","SPRING GROVE PD","Spring Grove","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1264,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92502019,9250,2019,"MN0280500","MN0280500","","N","N",,"I","HOKAH","HOKAH PD","Hokah","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",543,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92552019,9255,2019,"MN0310000","MN0310000","","N","N",,"I","ITASCA","ITASCA CO SO GRAND RAPIDS","Itasca","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",28117,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",32,28,60,1,16,17,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92562019,9256,2019,"MN0310300","MN0310300","","N","N",,"I","GRAND RAPIDS","GRAND RAPIDS PD","Grand Rapids","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",11267,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,1,19,2,2,4,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92572019,9257,2019,"MN0310500","MN0310500","","N","N",,"I","NASHWAUK","NASHWAUK PD","Nashwauk","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",947,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-FEB-19,01-JUN-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92582019,9258,2019,"MN0320000","MN0320000","","N","N",,"I","JACKSON","JACKSON CO SO JACKSON","Jackson","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",7591,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,4,18,0,9,9,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-AUG-19,01-FEB-19,"N","JACKSON","Non-MSA","Y","Y","Y"
92602019,9260,2019,"MN0320200","MN0320200","","N","N",,"I","LAKEFIELD","LAKEFIELD PD","Lakefield","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1610,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-JUL-19,01-JUN-19,"N","JACKSON","Non-MSA","Y","Y","Y"
92702019,9270,2019,"MN0370000","MN0370000","","N","N",,"I","LAC QUI PARLE","LAC QUI PARLE CO SO MADISON","Lac qui Parle","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",5028,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,1,8,0,4,4,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","LAC QUI PARLE","Non-MSA","Y","Y","Y"
92712019,9271,2019,"MN0370100","MN0370100","","N","N",,"I","DAWSON/BOYD","DAWSON PD","Dawson/Boyd","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1547,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","LAC QUI PARLE","Non-MSA","Y","Y","Y"
92802019,9280,2019,"MN0410000","MN0410000","","N","N",,"I","LINCOLN","LINCOLN CO SO IVANHOE","Lincoln","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",3930,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,1,8,0,5,5,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-FEB-18,01-FEB-18,01-FEB-18,"N","LINCOLN","Non-MSA","Y","Y","Y"
92812019,9281,2019,"MN0420000","MN0420000","","N","N",,"I","LYON","LYON CO SO MARSHALL","Lyon","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",8587,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",17,23,40,1,12,13,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-AUG-19,01-FEB-19,"N","LYON","Non-MSA","Y","Y","Y"
92822019,9282,2019,"MN0420100","MN0420100","","N","N",,"I","MARSHALL","MARSHALL PD","Marshall","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13511,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",19,1,20,3,2,5,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","LYON","Non-MSA","Y","Y","Y"
92832019,9283,2019,"MN0420200","MN0420200","","N","N",,"I","TRACY","TRACY PD","Tracy","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2094,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","LYON","Non-MSA","Y","Y","Y"
92922019,9292,2019,"MN0440000","MN0440000","","N","N",,"I","MAHNOMEN","MAHNOMEN CO SO MAHNOMEN","Mahnomen","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",5518,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,1,13,1,5,6,0,0,01-JUN-16,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","MAHNOMEN","Non-MSA","Y","Y","Y"
92942019,9294,2019,"MN0460000","MN0460000","","N","N",,"I","MARTIN","MARTIN CO SO FAIRMONT","Martin","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",6768,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",13,5,18,1,15,16,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","MARTIN","Non-MSA","Y","Y","Y"
92952019,9295,2019,"MN0460100","MN0460100","","N","N",,"I","FAIRMONT","FAIRMONT PD","Fairmont","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",10023,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",16,0,16,2,2,4,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","MARTIN","Non-MSA","Y","Y","Y"
93052019,9305,2019,"MN0510000","MN0510000","","N","N",,"I","MURRAY","MURRAY CO SO SLAYTON","Murray","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",5021,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,2,14,0,5,5,0,0,01-JUN-16,01-MAR-19,01-MAR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","MURRAY","Non-MSA","Y","Y","Y"
93062019,9306,2019,"MN0510200","MN0510200","","N","N",,"I","SLAYTON","SLAYTON PD","Slayton","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1979,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-JUN-16,01-MAR-19,01-MAR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","MURRAY","Non-MSA","Y","Y","Y"
93092019,9309,2019,"MN0520200","MN0520200","","N","N",,"I","ST. PETER","ST PETER PD","St. Peter","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",12032,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",14,1,15,0,4,4,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","NICOLLET","Mankato, MN","Y","Y","Y"
93102019,9310,2019,"MN0530000","MN0530000","","N","N",,"I","NOBLES","NOBLES CO SO WORTHINGTON","Nobles","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",7395,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,13,25,2,9,11,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-JAN-18,01-JAN-18,01-JAN-18,"N","NOBLES","Non-MSA","Y","Y","Y"
93112019,9311,2019,"MN0530100","MN0530100","","N","N",,"I","WORTHINGTON","WORTHINGTON PD","Worthington","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13329,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",22,3,25,1,8,9,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,"N","NOBLES","Non-MSA","Y","Y","Y"
93132019,9313,2019,"MN0550000","MN0550000","","N","N",,"I","OLMSTED","OLMSTED CO SO ROCHESTER","Olmsted","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",39239,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",66,70,136,6,37,43,0,0,01-JUN-16,01-MAY-19,01-MAY-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","OLMSTED","Rochester, MN","Y","Y","Y"
93142019,9314,2019,"MN0550100","MN0550100","","N","N",,"I","ROCHESTER","ROCHESTER PD","Rochester","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",118267,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",6,"2","Cities from 100,000 thru 249,999","2","Cities from 100,000 thru 249,999","Y",1,"R","Y",125,26,151,13,39,52,0,0,01-JUN-16,01-MAY-19,01-MAY-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","OLMSTED","Rochester, MN","Y","Y","Y"
93162019,9316,2019,"MN0560000","MN0560000","","N","N",,"I","OTTER TAIL","OTTER TAIL CO SO FERGUS FALLS","Otter Tail","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",34804,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",38,22,60,1,23,24,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
93172019,9317,2019,"MN0560100","MN0560100","","N","N",,"I","FERGUS FALLS","FERGUS FALLS PD","Fergus Falls","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13900,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",24,0,24,0,5,5,0,0,01-JUN-16,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,01-NOV-17,"N","OTTER TAIL","Non-MSA","Y","Y","Y"
93232019,9323,2019,"MN0600000","MN0600000","","N","N",,"I","POLK","POLK CO SO CROOKSTON","Polk","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",15063,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",30,4,34,2,16,18,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","POLK","Grand Forks, ND-MN","Y","Y","Y"
93242019,9324,2019,"MN0600100","MN0600100","","N","N",,"I","CROOKSTON","CROOKSTON PD","Crookston","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",7794,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,0,16,0,2,2,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","POLK","Grand Forks, ND-MN","Y","Y","Y"
93252019,9325,2019,"MN0600200","MN0600200","","N","N",,"I","EAST GRAND FORKS","EAST GRAND FORKS PD","East Grand Forks","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",8597,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,0,21,2,2,4,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","POLK","Grand Forks, ND-MN","Y","Y","Y"
93282019,9328,2019,"MN0620000","MN0620000","","N","N",,"I","RAMSEY","RAMSEY CO SO ST PAUL","Ramsey","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",85133,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",192,143,335,56,68,124,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-AUG-18,01-AUG-19,01-AUG-18,"N","RAMSEY","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
93322019,9332,2019,"MN0620400","MN0620400","","N","N",,"I","MAPLEWOOD","MAPLEWOOD PD","Maplewood","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",41341,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",43,1,44,10,4,14,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-AUG-18,01-AUG-19,01-AUG-18,"N","RAMSEY","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
93332019,9333,2019,"MN0620500","MN0620500","","N","N",,"I","MOUNDS VIEW","MOUNDS VIEW POLICE DEPARTMENT","Mounds View","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13307,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,0,18,4,2,6,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-AUG-18,01-AUG-19,01-AUG-18,"N","RAMSEY","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
93342019,9334,2019,"MN0620600","MN0620600","","N","N",,"I","NEW BRIGHTON","NEW BRIGHTON DEPARTMENT OF PUBLIC SAFETY","New Brighton","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",23058,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",26,2,28,4,4,8,0,0,01-JUN-16,01-JUL-18,01-JUL-18,01-AUG-18,01-AUG-18,01-AUG-18,"N","RAMSEY","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
93442019,9344,2019,"MN0630000","MN0630000","","N","N",,"I","RED LAKE","RED LAKE CO SO RED LAKE FALLS","Red Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",3981,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,2,11,0,0,0,0,0,01-JUN-16,01-MAY-19,01-MAY-19,01-AUG-19,01-AUG-19,01-JUN-19,"N","RED LAKE","Non-MSA","Y","Y","Y"
93572019,9357,2019,"MN0690000","MN0690000","","N","N",,"I","ST. LOUIS","ST LOUIS CO SO DULUTH","St. Louis","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",56559,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",103,79,182,5,68,73,0,0,01-JUN-16,01-APR-19,01-APR-19,01-JUN-19,01-AUG-19,01-AUG-19,"N","ST LOUIS","Duluth, MN-WI","Y","Y","Y"
94092019,9409,2019,"MN0770000","MN0770000","","N","N",,"I","TODD","TODD CO SO LONG PRAIRIE","Todd","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",18997,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",16,7,23,1,11,12,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","TODD","Non-MSA","Y","Y","Y"
94122019,9412,2019,"MN0780000","MN0780000","","N","N",,"I","TRAVERSE","TRAVERSE CO SO WHEATON","Traverse","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",1980,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,1,7,0,7,7,0,0,01-JUN-16,01-MAR-19,01-MAR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","TRAVERSE","Non-MSA","Y","Y","Y"
94142019,9414,2019,"MN0780200","MN0780200","","N","N",,"I","WHEATON","WHEATON PD","Wheaton","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1295,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-MAR-19,01-MAR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","TRAVERSE","Non-MSA","Y","Y","Y"
