"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
91382019,9138,2019,"MN0080200","MN0080200","","N","N",,"I","SLEEPY EYE","SLEEPY EYE PD","Sleepy Eye","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",3347,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,1,0,1,0,0,01-JUN-16,01-APR-19,01-APR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","BROWN","Non-MSA","Y","Y","Y"
91392019,9139,2019,"MN0080300","MN0080300","","N","N",,"I","SPRINGFIELD","SPRINGFIELD PD","Springfield","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1999,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,1,0,1,0,0,01-JUN-16,01-APR-19,01-APR-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","BROWN","Non-MSA","Y","Y","Y"
91452019,9145,2019,"MN0100000","MN0100000","","N","N",,"I","CARVER","CARVER CO SO CHASKA","Carver","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",77832,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",62,32,94,9,42,51,0,0,01-JUN-16,01-JUN-16,01-SEP-16,01-SEP-16,01-JAN-17,01-SEP-16,"N","CARVER","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
91492019,9149,2019,"MN0110000","MN0110000","","N","N",,"I","CASS","CASS CO SO WALKER","Cass","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",24482,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",40,15,55,2,17,19,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","CASS","Non-MSA","Y","Y","Y"
91632019,9163,2019,"MN0150000","MN0150000","","N","N",,"I","CLEARWATER","CLEARWATER CO SO BAGLEY","Clearwater","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",6881,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,4,13,1,6,7,0,0,01-JUN-16,01-FEB-17,01-JAN-18,01-JAN-18,01-JAN-18,01-JAN-18,"N","CLEARWATER","Non-MSA","Y","Y","Y"
91662019,9166,2019,"MN0170000","MN0170000","","N","N",,"I","COTTONWOOD","COTTONWOOD CO SO WINDOM","Cottonwood","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",4041,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",9,6,15,1,5,6,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-AUG-19,01-FEB-19,"N","COTTONWOOD","Non-MSA","Y","Y","Y"
91672019,9167,2019,"MN0170100","MN0170100","","N","N",,"I","MOUNTAIN LAKE","MOUNTAIN LAKE PD","Mountain Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2047,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","COTTONWOOD","Non-MSA","Y","Y","Y"
91682019,9168,2019,"MN0170200","MN0170200","","N","N",,"I","WINDOM","WINDOM PD","Windom","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",4393,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,2,1,3,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","COTTONWOOD","Non-MSA","Y","Y","Y"
91852019,9185,2019,"MN0200000","MN0200000","","N","N",,"I","DODGE","DODGE CO SO MANTORVILLE","Dodge","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",13584,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",23,3,26,1,11,12,0,0,01-JUN-16,01-JUN-19,01-JUN-19,01-JUN-19,01-AUG-19,01-AUG-19,"N","DODGE","Rochester, MN","Y","Y","Y"
91862019,9186,2019,"MN0200200","MN0200200","","N","N",,"I","KASSON","KASSON PD","Kasson","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",6514,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JUN-16,01-JUN-19,01-JUN-19,01-JUN-19,01-AUG-19,01-JUN-19,"N","DODGE","Rochester, MN","Y","Y","Y"
91872019,9187,2019,"MN0210000","MN0210000","","N","N",,"I","DOUGLAS","DOUGLAS CO SO ALEXANDRIA","Douglas","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",22630,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",31,24,55,5,25,30,0,0,01-JUN-16,01-OCT-18,01-OCT-18,01-OCT-18,01-AUG-19,01-OCT-18,"N","DOUGLAS","Non-MSA","Y","Y","Y"
91882019,9188,2019,"MN0210100","MN0210100","","N","N",,"I","ALEXANDRIA","ALEXANDRIA PD","Alexandria","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13914,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,1,24,2,3,5,0,0,01-JUN-16,01-OCT-18,01-OCT-18,01-OCT-18,01-AUG-19,01-OCT-18,"N","DOUGLAS","Non-MSA","Y","Y","Y"
91892019,9189,2019,"MN0210200","MN0210200","","N","N",,"I","OSAKIS","OSAKIS PD","Osakis","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1750,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-OCT-18,01-OCT-18,01-NOV-18,01-AUG-19,01-NOV-18,"N","TODD; DOUGLAS","Non-MSA","Y","Y","Y"
91902019,9190,2019,"MN0220000","MN0220000","","N","N",,"I","FARIBAULT","FARIBAULT CO SO BLUE EARTH","Faribault","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",5762,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",12,7,19,2,9,11,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
91912019,9191,2019,"MN0220100","MN0220100","","N","N",,"I","BLUE EARTH","BLUE EARTH PD","Blue Earth","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",3113,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,0,4,1,0,1,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
91922019,9192,2019,"MN0220200","MN0220200","","N","N",,"I","ELMORE","ELMORE PD","Elmore","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",617,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-DEC-18,01-APR-18,01-SEP-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
91932019,9193,2019,"MN0220400","MN0220400","","N","N",,"I","WELLS","WELLS PD","Wells","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2170,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",5,0,5,0,0,0,0,0,01-JUN-16,01-APR-18,01-APR-18,01-APR-18,01-APR-18,01-APR-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
91942019,9194,2019,"MN0220500","MN0220500","","N","N",,"I","WINNEBAGO","WINNEBAGO PD","Winnebago","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1341,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,1,0,1,0,0,01-JUN-16,01-MAY-18,01-MAY-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","FARIBAULT","Non-MSA","Y","Y","Y"
91992019,9199,2019,"MN0240000","MN0240000","","N","N",,"I","FREEBORN","FREEBORN CO SO ALBERT LEA","Freeborn","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",12694,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",24,28,52,2,25,27,0,0,01-JUN-16,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,"N","FREEBORN","Non-MSA","Y","Y","Y"
92002019,9200,2019,"MN0240100","MN0240100","","N","N",,"I","ALBERT LEA","ALBERT LEA PD","Albert Lea","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",17597,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",26,1,27,2,2,4,0,0,01-JUN-16,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,01-AUG-17,"N","FREEBORN","Non-MSA","Y","Y","Y"
92012019,9201,2019,"MN0250000","MN0250000","","N","N",,"I","GOODHUE","GOODHUE CO SO RED WING","Goodhue","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",18631,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",39,33,72,2,34,36,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
92022019,9202,2019,"MN0250100","MN0250100","","N","N",,"I","CANNON FALLS","CANNON FALLS PD","Cannon Falls","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",4063,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,2,2,4,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
92032019,9203,2019,"MN0250300","MN0250300","","N","N",,"I","RED WING","RED WING PD","Red Wing","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",16408,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",26,1,27,2,3,5,0,0,01-JUN-16,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,01-OCT-17,"N","GOODHUE","Non-MSA","Y","Y","Y"
