"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2019,118810729,6,80,30-AUG-19,131052586
2019,118836034,3,500,,131070746
2019,118836038,4,700,,131070753
2019,118906555,20,47000,,131167360
2019,120393992,10,,,132708542
2019,120394130,4,50,,132708711
2019,118764627,3,400,,130984153
2019,119479650,9,0,,131802451
2019,119479650,20,1,,131802449
2019,119479650,61,1100,,131802448
2019,119479650,51,0,,131802450
2019,119479644,35,100,,131802439
2019,119479651,51,0,,131802453
2019,119479651,9,0,,131802454
2019,119479651,7,1000,,131802452
2019,119479656,16,330,,131802462
2019,119479657,20,40,,131802463
2019,119481569,20,20,,131805795
2019,119481570,20,450,,131805796
2019,119481605,6,500,,131805847
2019,119481441,61,1,,131805611
2019,119481508,10,,,131805694
2019,119482011,16,400,,131806316
2019,119479786,50,46,,131802638
2019,119481605,17,350,,131805848
2019,119479826,21,750,,131802694
2019,119479827,4,1800,,131802695
2019,119479828,22,0,,131802696
2019,119479829,63,150,,131802697
2019,119481605,26,200,,131805849
2019,119482024,10,,,131806333
2019,119481403,7,200,,131805548
2019,119481607,63,0,,131805852
2019,119483141,30,1,,131822658
2019,119482007,63,100,,131806312
2019,119482010,63,400,,131806315
2019,119482024,11,1,,131806334
2019,119483262,63,0,,131822814
2019,119483265,63,20,07-OCT-19,131822821
2019,119483266,63,20,,131822822
2019,119483278,36,1,,131822843
2019,119483283,57,40,,131822849
2019,119483298,25,28,,131822868
2019,119483297,3,1,,131822867
2019,119483302,60,35,,131822873
2019,119483302,63,1,,131822874
2019,118281178,36,500,,130439217
2019,118281178,26,300,,130439218
2019,118281177,3,300,,130439216
2019,119593615,10,,,131950613
2019,119593615,11,2,,131950614
2019,119593648,52,0,,131950645
2019,119609908,20,1000,,131951581
2019,119609844,20,3174,,131951484
2019,119593755,26,1200,,131950796
2019,119593756,63,700,,131950797
2019,119593806,20,200,,131950867
2019,119593837,20,750,,131950910
2019,119593838,28,1200,,131950911
2019,119609724,6,400,,131951283
2019,119609657,61,259,,131951162
2019,119609659,25,1,,131951165
2019,119609659,9,0,,131951166
2019,119609659,7,500,,131951164
2019,119609724,17,130,,131951284
2019,119609724,25,100,,131951285
2019,119609724,7,1400,,131951282
2019,119614584,16,150,,131957371
2019,119614584,63,0,,131957372
2019,119614603,3,1,,131957396
2019,119614609,20,600,,131957413
2019,119614617,31,500,,131957425
2019,119319579,19,400,,131567340
2019,119144833,63,35,,131402703
2019,119144929,63,10,,131402834
2019,119144929,26,300,,131402832
2019,119144929,4,300,,131402833
2019,119144931,7,200,,131402836
2019,119145031,20,1124,,131407397
2019,119169678,3,1,,131407939
2019,119169679,63,1,,131407940
2019,119169699,51,0,,131407976
2019,119169609,36,1,21-SEP-19,131407832
2019,119169699,9,0,,131407977
2019,119145142,38,300,,131407550
2019,119145181,63,80,,131407603
2019,119145182,38,50,,131407604
2019,119145183,20,20,,131407605
2019,119145185,38,100,,131407609
2019,119145187,3,8800,,131407611
2019,119145189,25,250,,131407613
2019,119145188,25,250,21-SEP-19,131407612
2019,119169609,26,1,24-SEP-19,131407833
2019,119169609,48,1,21-SEP-19,131407831
2019,119169610,13,1,,131407838
2019,119169609,25,1,21-SEP-19,131407834
2019,119169609,24,1,21-SEP-19,131407835
2019,119169609,63,1,21-SEP-19,131407837
2019,119169609,13,1,21-SEP-19,131407836
2019,119169738,38,200,,131408027
2019,119169771,4,100,,131408062
2019,119169772,63,30,,131408067
2019,119169772,61,300,,131408065
2019,119169772,36,200,,131408066
2019,119169772,62,750,,131408064
2019,119169772,4,4750,,131408063
2019,118251691,36,367,,130404760
2019,118251746,4,50,,130404832
2019,119380028,20,1,,131622348
2019,119380028,61,1,,131622347
2019,121332282,63,50,,133914367
2019,121332282,6,307,,133914366
2019,121332312,63,1,,133914406
2019,121332324,61,90,,133914422
2019,121647965,10,,,134331062
2019,121647965,11,1,,134331063
2019,118792490,6,904,,131033245
2019,117965435,63,1,,129214635
2019,117965447,9,0,,129214650
2019,117965483,6,1,,129214686
2019,117965516,3,1,,129214725
2019,123634593,20,30,,137082356
2019,119071899,47,0,,131309597
2019,119169697,63,1,,131407974
2019,119169700,16,100,,131407978
2019,119169701,4,35,,131407979
2019,119071930,63,450,,131317383
2019,119071948,20,2478,,131317409
2019,118281267,10,,,130439369
2019,119071932,61,300,,131317385
2019,119169714,61,800,,131407995
2019,119071916,35,1,,131317358
2019,119169720,19,550,,131408008
2019,119071932,20,230,,131317386
2019,119071932,51,0,,131317388
2019,119071932,47,0,,131317389
2019,119071932,25,1,,131317387
2019,119071932,9,0,,131317390
2019,119169731,63,3717,,131408019
2019,119169733,3,1,,131408021
2019,119071938,25,50,,131317398
2019,119071938,61,100,,131317397
2019,119071939,20,1,,131317399
2019,119071946,10,,,131317407
2019,119169734,3,1500,,131408022
2019,119169740,6,100,,131408029
2019,119169740,63,56,,131408030
2019,119169741,63,50,,131408031
2019,119169765,4,25,,131408056
2019,119169764,4,25,04-SEP-19,131408055
2019,119169767,3,200,,131408058
2019,119169768,3,500,,131408059
2019,119169769,20,7,,131408060
2019,119169774,61,900,,131408069
2019,119169801,62,500,,131408102
2019,119071981,19,8,,131317461
2019,119169803,26,600,,131408104
2019,119169803,3,1,,131408105
2019,119169830,4,999,,131408148
2019,119072021,51,0,,131317510
2019,119072021,9,0,,131317511
2019,119072021,25,20,,131317509
2019,119072021,20,100,,131317508
2019,119072023,11,1,,131317515
2019,119072023,10,,,131317514
2019,119072024,63,1,,131317517
2019,119072024,10,,,131317516
2019,119072026,4,150,,131317519
2019,119072027,11,2,,131317520
2019,119072027,10,2,,131317521
2019,119072028,63,37,,131317522
2019,119072029,3,500,,131317523
2019,119169843,3,1,,131408173
2019,119169885,3,1,,131408227
2019,119169872,20,2,,131408212
2019,119169860,29,50,,131408193
2019,119169861,8,1785,,131408194
2019,119169871,61,800,,131408209
2019,119169871,51,0,,131408210
2019,119072050,8,15,,131317556
2019,119072056,6,90,,131317568
2019,119072056,43,1000,,131317567
2019,119169871,9,0,,131408211
2019,119072068,42,1,,131317581
2019,119072069,10,1,,131317582
2019,119349577,3,1,,131587340
2019,119319576,25,1,,131557340
2019,119319576,7,850,,131557339
2019,119459576,8,21,,131762339
2019,119479747,20,2425,,131802581
2019,119479734,63,50,,131802560
2019,119479733,63,25,19-SEP-19,131802559
2019,119479746,36,780,,131802580
2019,119479748,3,6000,19-SEP-19,131802582
2019,119479749,3,6000,,131802583
2019,119479752,63,300,,131802588
2019,119479752,6,58,,131802587
2019,119479753,3,7000,,131802589
2019,119479755,38,550,,131802591
2019,119479757,9,0,,131802592
2019,119479758,63,20,,131802593
2019,119479760,51,0,,131802596
2019,119479760,63,80,,131802598
2019,119479760,9,0,,131802597
2019,119479760,20,24,,131802595
2019,119479761,25,50,,131802599
2019,119479761,51,0,,131802600
2019,119479761,9,0,,131802601
2019,119479762,63,5000,,131802603
2019,119479762,16,20,,131802602
2019,119479763,9,0,,131802607
2019,119479763,25,50,,131802605
2019,119479763,20,500,,131802604
2019,119479763,51,0,,131802606
2019,119479773,20,50,,131802618
2019,119479776,20,441,,131802621
2019,119479777,63,30,24-SEP-19,131802631
2019,119479777,7,600,24-SEP-19,131802622
2019,119479777,61,502,24-SEP-19,131802623
2019,119479777,62,1,24-SEP-19,131802629
2019,119479777,26,100,24-SEP-19,131802624
2019,119479777,6,8,24-SEP-19,131802625
2019,119479777,66,1,24-SEP-19,131802628
2019,119479777,45,1,24-SEP-19,131802630
2019,119479777,21,5,24-SEP-19,131802626
2019,119479777,36,2,24-SEP-19,131802627
2019,119479779,8,10,,131802633
2019,119479778,37,500,,131802632
2019,119479782,38,300,,131802635
2019,119479783,63,25,,131802636
2019,119479784,50,40,,131802637
2019,119479787,3,3000,,131802639
2019,119479820,61,484,,131802685
2019,119479820,51,0,,131802688
2019,119479820,20,25,,131802686
2019,119479820,62,20,,131802687
2019,119479821,10,,,131802689
2019,119479822,9,0,02-OCT-19,131802690
2019,119479823,9,0,,131802691
2019,119479831,50,1420,,131802700
2019,119479833,38,453,,131802702
2019,119479834,20,4,,131802703
2019,119479874,36,7576,,131802759
2019,119479885,63,15,,131802772
2019,119479884,63,15,02-OCT-19,131802771
2019,119479886,63,1000,,131802773
2019,119479889,8,5,,131802776
2019,119479889,63,4,,131802777
2019,119445856,24,1,29-SEP-19,131733291
2019,119445857,24,5000,,131733292
2019,119445878,63,1,,131733322
2019,119445878,8,48,,131733321
2019,119445879,61,1,,131733323
2019,119445879,9,0,,131733324
2019,119445881,20,3000,,131733326
2019,119445881,25,1,,131733328
2019,119445881,9,0,,131733329
2019,119445881,61,1200,,131733327
2019,119445882,51,0,,131733333
2019,119445882,6,400,,131733330
2019,119445882,25,1,,131733331
2019,119445882,3,1,,131733332
2019,119445882,9,0,,131733334
2019,119445883,38,5000,,131733335
2019,119445884,25,5,,131733337
2019,119445884,61,1950,,131733336
2019,119445887,61,1,,131733347
2019,120503090,47,0,,132857410
2019,120503090,36,1,,132857409
2019,120604638,20,66,,132967515
2019,120729588,61,900,,133112357
2019,120568833,25,1,,132931410
2019,120568833,21,1,,132931411
2019,120729589,63,142,,133112358
2019,120759880,3,1,,133158004
2019,122026316,52,0,,134837895
2019,122026441,3,400,,134838069
2019,122026443,25,50,,134838071
2019,122026442,25,50,12-DEC-19,134838070
2019,122026446,61,200,,134838074
2019,122026553,63,143,,134838197
2019,122026552,63,143,21-SEP-19,134838196
2019,121801024,10,,,134526248
2019,121801057,47,0,,134526282
2019,121801067,10,,,134526294
2019,120223067,63,0,,132490950
2019,120270787,63,1,,132535653
2019,120270806,16,342,,132535673
2019,120207623,20,300,,132478439
2019,120222998,25,1,,132490842
2019,120223067,16,1,,132490949
2019,120223082,63,0,,132490968
2019,120223022,63,0,,132490875
2019,120223036,62,100,,132490898
2019,120207566,20,450,,132478370
2019,120207588,50,88,,132478397
2019,120207608,63,1,,132478421
2019,120223036,27,50,,132490900
2019,120223036,16,40,,132490901
2019,120223036,6,25,,132490902
2019,120223036,26,100,,132490899
2019,120223091,25,100,,132490987
2019,120270807,20,1200,,132535674
2019,120270825,63,20,,132535693
2019,120231139,38,1,,132499912
2019,120231138,38,1,03-OCT-19,132499911
2019,120231140,63,2,,132499913
2019,120270834,36,1000,,132535701
2019,120270837,50,48,,132535705
2019,120270839,42,100,,132535707
2019,120270848,20,20,,132535717
2019,120156587,63,1,,132410864
2019,120270851,17,1300,,132535720
2019,120270850,17,1300,10-OCT-19,132535719
2019,120270856,63,200,,132535725
2019,120270872,63,593,,132535745
2019,120270872,3,1,,132535744
2019,120270872,25,10,,132535743
2019,120270887,21,9000,,132535762
2019,120270990,7,150,,132535882
2019,120270990,63,30,,132535883
2019,120270991,38,25,,132535884
2019,120270992,63,510,,132535885
2019,120271015,4,1,,132535911
2019,120271017,20,500,,132535913
2019,120271017,10,1,,132535914
2019,120271038,4,200,,132535948
2019,120271038,54,200,,132535947
2019,120271038,36,500,,132535946
2019,120271039,38,1,,132535949
2019,120271041,63,0,,132535951
2019,120271052,20,270,,132535970
2019,120271053,20,15,,132535973
2019,120271053,25,30,,132535972
2019,120271053,61,100,,132535971
2019,120271126,47,0,,132536076
2019,120271126,9,0,,132536077
2019,120271126,51,0,,132536075
2019,120271126,25,1,,132536074
2019,120271154,4,350,,132536114
2019,120271155,25,15,,132536115
2019,120271156,16,499,,132536116
2019,120271175,7,1,,132536139
2019,120271176,19,98,,132536140
2019,120271229,10,,,132536194
2019,120271230,63,1,,132536195
2019,120271240,61,500,,132536205
2019,120271255,63,243,,132536215
2019,120271273,36,50,,132536231
2019,120271274,4,800,,132536232
2019,120271276,3,500,,132536234
2019,120283362,7,150,,132557239
2019,120283362,26,10,,132557242
2019,120283362,22,0,,132557244
2019,120283362,63,30,,132557245
2019,120283362,10,84,,132557240
2019,120283362,25,15,,132557241
2019,120283362,47,0,,132557243
2019,120207389,3,1,,132478099
2019,120207390,50,723,,132478101
2019,120207390,63,2,,132478102
2019,120207390,36,775,,132478100
2019,120207393,3,1,,132478108
2019,120207393,64,1,,132478106
2019,120207393,36,1,,132478107
2019,120231608,63,30,,132500465
2019,120231505,19,62,,132500351
2019,120231505,63,74,,132500352
2019,120231504,19,62,17-AUG-19,132500349
2019,120231504,63,74,17-AUG-19,132500350
2019,120231515,63,1,,132500365
2019,120231629,47,0,,132500489
2019,120231634,10,,,132500494
2019,120231663,20,20,,132500524
2019,120231671,3,350,,132500533
2019,120231760,20,250,,132500646
2019,120231776,20,20,,132500673
2019,120231777,3,750,19-OCT-19,132500674
2019,120231778,3,750,,132500675
2019,120231778,63,300,,132500677
2019,120231778,36,60,,132500676
2019,120106662,4,1600,,132350062
2019,119486443,19,1,,131810596
2019,119494622,36,858,,131817350
2019,119494668,3,1,,131817434
2019,119494750,63,100,,131817523
2019,119494782,63,100,,131817562
2019,119494832,21,1,,131817623
2019,119494831,3,1,,131817622
2019,121785021,16,300,,134508600
2019,122079319,10,,,134907499
2019,122079431,25,1,,134907696
2019,122079431,36,1,,134907695
2019,122079589,20,20,,134907910
2019,122079589,63,636,,134907911
2019,122079588,63,25,27-NOV-19,134907909
2019,122079621,63,300,,134907953
2019,122079630,35,1,,134907964
2019,122079630,37,1,,134907963
2019,122119348,10,,,134956616
2019,122119349,3,3000,,134956617
2019,122119347,3,3000,27-DEC-19,134956615
2019,122119353,22,0,,134956621
2019,122119354,22,0,,134956622
2019,122135153,38,1000,,134973085
2019,122134626,10,,,134972402
2019,122135072,11,3,,134972974
2019,122135073,6,122,,134972975
2019,122135072,10,,,134972973
2019,122135071,6,122,01-OCT-19,134972972
2019,122135074,10,,,134972976
2019,122135075,10,,,134972977
2019,122135076,20,1895,,134972978
2019,122135081,10,,,134972982
2019,122135081,11,1,,134972983
2019,122135082,63,750,24-MAY-19,134972984
2019,122135083,63,750,,134972985
2019,122135105,3,2000,,134973022
2019,122135106,38,1000,,134973023
2019,122135151,19,100,,134973081
2019,122135151,63,2,,134973083
2019,122135151,20,10,,134973082
2019,122135155,8,22,,134973087
2019,122135154,8,22,04-DEC-19,134973086
2019,122135158,16,113,,134973091
2019,122135157,16,113,04-DEC-19,134973089
2019,122135157,19,7,04-DEC-19,134973090
2019,122135158,19,7,,134973092
2019,122135160,63,1221,,134973095
2019,122135159,63,1,,134973093
2019,122135160,36,1730,,134973094
2019,122135163,63,140,,134973098
2019,122135168,51,0,,134973101
2019,121786539,7,1500,,134510347
2019,122233188,52,0,,135132354
2019,122233188,8,1,,135132353
2019,122233190,63,93,,135132356
2019,121643727,7,450,,134337118
2019,120207436,8,9,,132478161
2019,120207438,8,99,,132478163
2019,120207440,8,110,,132478165
2019,120207488,9,0,,132478241
2019,120207488,25,1,,132478240
2019,120207495,26,300,,132478249
2019,120207510,8,2,,132478282
2019,120207510,16,1,,132478283
2019,120207564,11,1,,132478369
2019,120207583,9,0,,132478392
2019,120207589,36,300,,132478398
2019,120207664,63,0,,132478517
2019,120207664,3,1,,132478516
2019,120207667,61,500,,132478520
2019,120207667,8,100,,132478522
2019,120207667,17,200,,132478521
2019,120176649,63,400,,132437459
2019,121759946,64,1,,134457189
2019,121759946,63,1,,134457190
2019,121760981,20,20,,134478489
2019,121760982,17,180,,134478490
2019,122044457,10,,,134863402
2019,122044469,43,160,,134863415
2019,122044469,36,50,,134863416
2019,121644516,50,52,,134348071
2019,119464607,36,150,,131787376
2019,119464648,7,1,,131787426
2019,119464746,38,1,,131787551
2019,119464805,22,0,,131787637
2019,119464747,47,0,,131787552
2019,119464748,7,4000,,131787553
2019,119464748,25,450,,131787555
2019,119464748,61,3000,,131787554
2019,119464748,36,50,,131787558
2019,119464748,26,200,,131787557
2019,119464748,6,250,,131787556
2019,119464772,63,4,,131787594
2019,119464774,20,20,,131787596
2019,119465340,3,26000,12-SEP-19,131788310
2019,119464806,20,12,,131787638
2019,119464807,63,265,,131787640
2019,119464807,36,550,,131787639
2019,119464808,36,520,,131787641
2019,119464809,63,360,,131787642
2019,119464811,63,20,,131787644
2019,119464810,63,20,17-SEP-19,131787643
2019,119464812,25,5,,131787645
2019,119464812,10,2,,131787646
2019,119464812,16,1,,131787647
2019,119464812,47,0,,131787649
2019,119464812,51,0,,131787648
2019,119464834,3,100,21-SEP-19,131787677
2019,119464835,3,500,,131787678
2019,119464858,36,300,,131787713
2019,119464859,38,1500,17-SEP-19,131787714
2019,119464860,38,1500,,131787715
2019,119464861,6,200,,131787716
2019,119464862,61,100,,131787717
2019,119464882,63,50,,131787738
2019,119464960,63,400,,131787830
2019,119464972,31,2000,,131787844
2019,119464984,62,500,22-SEP-19,131787856
2019,119464984,54,500,22-SEP-19,131787857
2019,119464984,36,400,22-SEP-19,131787858
2019,119465049,7,2170,,131787935
2019,119465071,4,450,,131787964
2019,119465088,9,0,,131787983
2019,119465139,20,30,,131788043
2019,119465139,25,15,,131788044
2019,119465139,51,0,,131788045
2019,119465139,9,0,,131788047
2019,119465139,47,0,,131788046
2019,119465151,4,250,,131788057
2019,119465180,3,800,,131788111
2019,119465336,21,426,,131788305
2019,119465341,3,26000,,131788311
2019,119465363,42,300,,131788349
2019,119465364,4,500,,131788350
2019,119465372,16,120,,131788360
2019,119465374,3,43500,,131788362
2019,119465373,3,43500,22-SEP-19,131788361
2019,119465374,26,850,,131788363
2019,119465374,6,210,,131788364
2019,119465374,63,350,,131788365
2019,119465384,36,239,23-SEP-19,131788377
2019,119465385,36,479,,131788378
2019,121859915,63,1,,134612396
2019,121859938,10,,,134612427
2019,121859946,20,1,,134612439
2019,121859965,63,0,,134612472
2019,121859967,11,1,,134612475
2019,121859967,10,,,134612474
2019,121859970,26,60,,134612478
2019,121859969,26,60,24-NOV-19,134612477
2019,121859973,63,1,03-DEC-19,134612481
2019,121859974,63,1,,134612482
2019,121860055,20,1,,134612601
2019,121860055,63,1,,134612602
2019,121860059,6,720,,134612609
2019,121860067,9,0,,134612619
2019,121860067,20,4053,,134612618
2019,121860107,20,125,,134612670
2019,121860107,10,,,134612669
2019,122026384,61,1000,,134837998
2019,122026404,63,100,,134838024
2019,122026403,63,100,,134838023
2019,122026408,10,,,134838029
2019,122026449,3,5000,,134838077
2019,122026483,19,95,17-DEC-19,134838115
2019,122026484,19,95,,134838116
2019,122026546,63,80,,134838190
2019,122026549,16,559,,134838193
2019,120966581,29,300,,133425147
2019,120966601,52,0,,133425170
2019,120966614,36,4000,,133425191
2019,120966615,6,3000,,133425192
2019,120966617,52,0,,133425198
2019,120966617,63,158,,133425199
2019,120966617,6,555,,133425196
2019,120966616,6,55,05-NOV-19,133425194
2019,120966616,63,158,05-NOV-19,133425195
2019,120966617,17,74,,133425197
2019,120966616,17,74,05-NOV-19,133425193
2019,121020662,25,70,,133507920
2019,121020662,7,1,,133507921
2019,121020665,63,1,,133507928
2019,121020665,3,1,,133507925
2019,121020665,9,0,,133507927
2019,121020665,61,250,,133507924
2019,121020665,51,0,,133507926
2019,121093678,52,0,,133610641
2019,121093679,20,60,,133610642
2019,121093679,63,0,,133610645
2019,121093679,25,10,,133610643
2019,121093679,47,0,,133610644
2019,121093704,20,180,,133610687
2019,121093704,9,0,,133610691
2019,121093703,7,600,,133610685
2019,121093703,63,1,,133610686
2019,121093704,47,0,,133610690
2019,121093704,25,1,,133610688
2019,121093704,51,0,,133610689
2019,121093705,17,4100,,133610692
2019,121093705,26,600,,133610694
2019,121093705,61,600,,133610693
2019,122974646,10,,,136142429
2019,122974647,10,,,136142430
2019,122974647,11,1,,136142431
2019,120158863,13,1,,132413860
2019,120190144,36,400,,132455252
2019,121860094,19,90,,134612652
2019,121860093,19,90,17-DEC-19,134612651
2019,121860090,61,1,,134612648
2019,121915739,10,4,,134673924
2019,121915739,8,1,,134673925
2019,120893451,21,985,,133337118
2019,120966584,63,50,,133425150
2019,120893471,7,1300,,133337143
2019,120966605,63,1000,,133425176
2019,120966607,10,,,133425177
2019,120317113,30,1,,132596206
2019,120317144,4,1892,,132596260
2019,120184785,16,35,,132448211
2019,120317294,20,200,,132596462
2019,120317303,10,,,132596470
2019,120317335,20,294,,132596507
2019,120317355,63,1,,132596527
2019,120317370,63,75,,132596548
2019,120317169,4,1400,,132596299
2019,120317669,54,150,,132596908
2019,120317371,61,100,,132596549
2019,120317371,4,100,,132596550
2019,120317372,38,1500,,132596551
2019,120317374,63,0,,132596561
2019,120317375,61,800,,132596562
2019,120317392,38,500,,132596580
2019,120317417,25,1,,132596617
2019,120318152,7,300,,132597500
2019,120317584,19,20,,132596802
2019,120317617,63,1,,132596841
2019,120317839,63,6,,132597146
2019,120319240,47,0,,132598997
2019,120319422,25,200,,132599246
2019,120318257,20,1,,132597663
2019,120317663,62,1,,132596903
2019,120317667,10,,,132596907
2019,120317836,25,200,,132597138
2019,120318285,50,30,,132597705
2019,120318293,3,1,,132597720
2019,120317735,12,100,,132596988
2019,120317740,3,1000,,132596993
2019,120317744,63,1,,132596999
2019,120317747,10,,,132597003
2019,120318295,26,1,,132597723
2019,120317838,47,0,,132597140
2019,120317839,9,0,,132597145
2019,120317839,25,3,,132597143
2019,120317839,47,0,,132597144
2019,120317839,27,150,,132597141
2019,120317839,6,84,,132597142
2019,120317844,26,1,,132597153
2019,120318295,3,1,,132597724
2019,120318295,39,1,,132597722
2019,120319209,10,,,132598951
2019,120319221,63,400,,132598966
2019,120319422,20,430,,132599245
2019,120319448,21,12018,,132599271
2019,120319449,21,6009,,132599272
2019,120319454,6,500,,132599278
2019,120319453,29,1,,132599277
2019,120319573,6,300,,132599419
2019,120319523,10,,,132599350
2019,120319523,11,1,,132599351
2019,120319573,16,20,,132599420
2019,120319574,61,959,,132599421
2019,120319672,63,1,,132599562
2019,120319642,47,0,,132599515
2019,120319643,63,1,,132599516
2019,120319672,38,1,,132599560
2019,120319672,36,1,,132599561
2019,120383428,19,350,,132699215
2019,120383428,47,0,,132699218
2019,120383428,20,30,,132699217
2019,120383428,25,250,,132699216
2019,120383428,9,0,,132699219
2019,120185162,39,1000,,132448703
2019,120311637,35,1,,132588483
2019,120311637,29,1,,132588484
2019,119510954,4,200,,131835565
2019,118760596,3,1,,130980650
2019,118760609,20,40,,130980667
2019,118760609,51,0,,130980668
2019,118760609,9,0,,130980669
2019,118760610,4,699,,130980670
2019,118760611,4,900,,130980671
2019,118760612,36,200,,130980672
2019,118760670,10,,,130980757
2019,118760684,20,11337,,130980771
2019,118760686,38,50,,130980773
2019,118760687,28,5450,,130980774
2019,118760688,36,885,,130980775
2019,118760689,11,10,,130980776
2019,118760691,63,147,,130980780
2019,118760690,63,147,26-MAY-19,130980778
2019,118760691,51,0,,130980779
2019,118760690,51,0,26-MAY-19,130980777
2019,120107278,63,180,,132350855
2019,120107278,20,20,,132350854
2019,121683836,17,1500,,134386609
2019,121683836,13,500,,134386610
2019,121683839,33,5,,134386613
2019,119520883,63,347,,131847104
2019,119520899,6,336,,131847126
2019,119598307,20,2770,,131945738
2019,119521129,3,1,,131852439
2019,119628676,63,1,,131988851
2019,119628702,35,100,,131988882
2019,119628727,7,800,,131988914
2019,119604734,19,57,,131952575
2019,119604737,7,999,,131952578
2019,119604797,63,1,,131952652
2019,121640496,20,200,,134332651
2019,121640528,20,20,,134332713
2019,121640526,63,100,,134332711
2019,121640527,20,19,02-DEC-19,134332712
2019,121640557,4,3000,,134332754
2019,121640570,63,0,,134332768
2019,121640575,3,1,,134332777
2019,121640580,10,,,134332783
2019,121640583,52,0,,134332786
2019,121640583,63,0,,134332787
2019,121640584,10,,,134332788
2019,121640586,11,1,,134332789
2019,121640592,51,0,,134332798
2019,121640592,20,1,,134332797
2019,121640592,25,20,,134332796
2019,121640600,51,0,,134332811
2019,121640600,52,0,,134332810
2019,121640602,6,1,,134332815
2019,121640602,63,0,,134332817
2019,121640602,25,1,,134332814
2019,121640602,51,0,,134332816
2019,121640603,23,1,,134332818
2019,121640655,27,175,,134332897
2019,121640709,17,1,,134333013
2019,121640709,22,0,,134333014
2019,121640709,61,50,,134333012
2019,121640709,16,160,,134333011
2019,121640709,60,1000,,134333010
2019,121640709,7,3200,,134333009
2019,121640710,8,1,,134333015
2019,121640822,51,0,,134333155
2019,121640822,20,50,,134333153
2019,121640822,17,40,,134333154
2019,121640822,25,275,,134333151
2019,121640822,47,0,,134333156
2019,121640822,21,50,,134333152
2019,121640857,63,50,,134333209
2019,121640865,10,,,134333220
2019,121640866,9,0,,134333221
2019,120893285,9,0,,133336925
2019,120893284,10,,,133336924
2019,121019627,26,1,,133481615
2019,121019599,19,15,,133481577
2019,121029364,9,0,,133534204
2019,121785888,16,1,,134509518
2019,121785888,54,159,,134509516
2019,121785888,36,1,,134509517
2019,121786125,26,400,,134509817
2019,121786125,36,1440,,134509816
2019,121786128,3,1,,134509821
2019,121786134,36,100,,134509829
2019,123873842,12,1,,137386749
2019,121786137,26,264,,134509837
2019,121786181,23,700,,134509886
2019,121786223,10,,,134509938
2019,121786247,26,473,,134509967
2019,121786263,7,1,,134509996
2019,121786654,63,100,,134510492
2019,121786654,6,550,,134510491
2019,121786655,51,0,,134510494
2019,121920106,38,1,21-DEC-19,134688036
2019,121920113,63,629,,134688042
2019,121920119,38,750,,134688048
2019,121920124,63,200,,134688054
2019,121920137,3,300,,134688064
2019,121920147,8,60,23-DEC-19,134688074
2019,121920148,8,60,,134688075
2019,121920152,10,,,134688082
2019,121920157,10,,,134688087
2019,121919610,10,,,134687391
2019,121919685,26,280,,134687487
2019,121919685,7,100,,134687488
2019,121919759,38,1,,134687594
2019,121919767,10,,,134687602
2019,121919784,10,,,134687618
2019,121919788,10,,,134687623
2019,121919792,20,40,,134687626
2019,121919796,16,200,,134687630
2019,121919795,16,200,26-DEC-19,134687629
2019,121919853,21,100,,134687713
2019,121919865,20,1056,,134687725
2019,121919869,63,72,,134687729
2019,121920090,61,150,,134688022
2019,121920102,63,60,,134688032
2019,121920108,38,35,,134688038
2019,121920115,63,1,,134688044
2019,121920114,63,1,19-DEC-19,134688043
2019,121920120,20,200,,134688049
2019,121920127,8,63,,134688057
2019,121920130,30,1000,,134688059
2019,121920138,3,2500,22-DEC-19,134688065
2019,121920139,3,2500,,134688066
2019,121920146,63,600,,134688073
2019,121920155,6,70,,134688085
2019,121920163,8,11,,134688094
2019,121920162,8,11,26-DEC-19,134688093
2019,121920163,52,0,,134688095
2019,121920165,36,5883,,134688097
2019,121920174,6,14,27-DEC-19,134688108
2019,121920175,6,28,,134688109
2019,121920205,20,1000,,134688139
2019,122068764,3,1,,134904296
2019,122068842,9,0,,134904394
2019,121919807,63,0,,134687642
2019,121919872,10,1,22-NOV-19,134687732
2019,121919873,10,1,,134687733
2019,121919916,9,0,,134687788
2019,121919921,10,,,134687793
2019,121919978,63,50,,134687888
2019,121920034,10,,,134687963
2019,121920047,10,,,134687976
2019,121920052,10,,,134687981
2019,121920141,20,60,,134688068
2019,121920144,38,2000,,134688070
2019,121920144,63,1000,,134688071
2019,124701895,10,,,138475782
2019,121919612,52,0,,134687393
2019,121919611,10,,,134687392
2019,121919733,21,140,,134687563
2019,121919739,22,0,,134687570
2019,121919740,11,1,,134687572
2019,121919740,10,,,134687571
2019,121919786,26,200,,134687620
2019,121926953,63,0,,134701206
2019,121919979,43,899,,134687889
2019,121919990,20,1982,,134687905
2019,121920081,8,3,,134688014
2019,121920109,52,0,,134688039
2019,121920197,20,150,,134688132
2019,121920198,10,,,134688133
2019,121926770,9,0,,134700987
2019,121926770,51,0,,134700986
2019,121926770,25,1,,134700984
2019,121926770,3,1,,134700985
2019,121926803,50,34,,134701029
2019,121926953,9,0,,134701205
2019,121926956,20,270,,134701213
2019,121919630,3,1,,134687425
2019,121919811,19,243,,134687650
2019,121919866,63,200,,134687726
