data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2022,12,155769144,1.000,9,13752725
2022,5,155769146,1.000,9,13752726
2022,12,162673171,1.680,1,14690084
2022,5,162673171,1.000,9,14690085
2022,16,162673171,1.000,9,14690086
2022,12,162673174,12.050,3,14690087
2022,5,162673174,1.000,9,14690088
2022,12,155769152,1.000,9,13752733
2022,5,155769152,1.000,9,13752734
2022,12,162673176,3.000,1,14690092
2022,5,162673176,32.000,9,14690093
2022,12,162673179,0.450,1,14690094
2022,12,162673180,1.000,9,14690095
2022,12,162673180,23.800,1,14690096
2022,5,162673180,3.500,1,14690097
2022,12,162673181,141.000,1,14690098
2022,16,162673181,10.000,9,14690099
2022,12,151548124,2.000,1,13111912
2022,16,151784858,9.000,9,13145645
2022,12,162673212,13.119,1,14690101
2022,5,162673212,65.375,1,14690102
2022,12,152293414,1.000,9,13228643
2022,16,152293414,14.000,9,13228644
2022,12,152293414,2.500,4,13228645
2022,16,162992739,1.000,9,14731041
2022,12,162992739,1.000,9,14731042
2022,12,162673645,10.000,1,14690204
2022,17,158315446,57.000,9,14101670
2022,16,158315446,28.000,9,14101671
2022,5,155769212,3.250,1,13752746
2022,5,162673662,6.000,9,14690205
2022,5,162673662,4.300,1,14690206
2022,5,155298336,1.000,9,13681255
2022,5,157028394,753.000,1,13924113
2022,1,157028397,4.000,1,13924114
2022,5,157028397,6.000,1,13924115
2022,5,162673850,1.000,9,14690250
2022,5,162673883,1.900,1,14690255
2022,12,162673883,1.000,9,14690256
2022,5,159214061,6.700,1,14224165
2022,12,160481353,20.060,1,14400292
2022,12,151346505,5.000,1,13083999
2022,4,151346505,1.000,1,13084000
2022,16,151346505,99.000,9,13084001
2022,12,156401350,0.000,1,13834804
2022,12,151736641,1.000,1,13140533
2022,5,160918755,33.500,1,14461297
2022,5,146882221,1.000,4,12456822
2022,12,154847475,3.000,1,13620387
2022,12,152318677,1.000,1,13231451
2022,9,152114537,1.000,9,13205066
2022,12,147283731,1.000,11,12511492
2022,5,152463353,13.000,1,13253345
2022,5,152353993,1.000,1,13236431
2022,12,149199729,0.500,1,12770122
2022,4,150439926,1.000,11,12943824
2022,5,150439926,28.120,1,12943825
2022,12,151395493,37.910,1,13092541
2022,11,157314699,38.900,1,13966727
2022,8,157314699,9.970,1,13966728
2022,5,157314699,5.700,1,13966729
2022,5,152493014,5.300,1,13256894
2022,8,152652805,0.190,1,13281891
2022,12,154389685,3.700,1,13546817
2022,4,164501457,2.800,1,14941150
2022,12,148572921,9.000,1,12689396
2022,12,154729946,0.000,1,13601082
2022,17,148620245,0.000,9,12694211
2022,13,148620245,4.000,9,12694212
2022,12,148620245,16.000,1,12694213
2022,12,154043670,1.000,1,13497992
2022,12,148903228,1.000,1,12725327
2022,5,149037867,6.000,1,12748625
2022,12,155383559,2.000,1,13690140
2022,12,150464354,2.000,1,12947800
2022,12,150406621,2.000,1,12937753
2022,5,157466550,2.800,1,13989603
2022,12,159271682,1.000,3,14233281
2022,12,162755688,1.000,1,14703768
2022,15,164124481,73.000,9,14893606
2022,12,157541165,2.000,1,14001090
2022,2,158474168,6.000,8,14128874
2022,5,150508333,77.000,1,12953433
2022,5,150701747,0.000,1,12982338
2022,5,150812753,13.000,1,12999071
2022,12,150781277,0.000,1,12993515
2022,16,160757582,20.000,9,14437188
2022,5,160757585,30.000,1,14437189
2022,16,160757585,5.000,1,14437190
2022,12,151191471,4.000,9,13059451
2022,5,151191471,14.000,1,13059452
2022,12,159572644,94.000,1,14272269
2022,12,151288129,0.000,1,13073539
2022,5,151400958,6.000,1,13093029
2022,12,159578899,0.000,1,14273618
2022,12,151513961,4.000,1,13106893
2022,5,155410534,0.460,1,13694043
2022,12,151953538,24.000,1,13179135
2022,5,146756212,3.400,1,12436317
2022,12,162519685,0.000,1,14670582
2022,5,152142511,1.000,1,13208782
2022,8,152165211,1.000,1,13214157
2022,8,152165211,4.000,9,13214158
2022,4,152312366,1.000,11,13230976
2022,8,163725007,13.000,9,14837788
2022,5,147013822,6.190,1,12469949
2022,12,164124484,0.001,1,14893610
2022,5,147076116,3.490,1,12479001
2022,12,156470626,0.001,1,13845831
2022,5,147591439,1380.050,1,12553503
2022,2,147591439,0.001,1,12553504
2022,5,166567284,7.070,1,15236348
2022,8,166567284,5.000,9,15236349
2022,5,148537582,0.001,1,12685293
2022,12,148091097,0.001,1,12620369
2022,5,148539074,5.110,1,12685427
2022,8,159548169,11.000,9,14269455
2022,2,159548169,0.740,1,14269456
2022,5,159548169,31.140,1,14269457
2022,12,152461948,1.000,1,13253130
2022,5,152497155,10.000,1,13257486
2022,5,152463204,58.000,1,13253316
2022,5,163725058,1.000,11,14837795
2022,5,149545878,4.000,1,12823147
2022,5,148688259,0.700,1,12701732
2022,5,149024860,5.730,1,12746185
2022,8,149416876,30.000,9,12804982
2022,5,151777150,1.590,1,13144515
2022,2,150349034,85.280,1,12931468
2022,5,150349034,5.690,1,12931469
2022,12,152585132,0.000,1,13272582
2022,12,152585132,0.000,5,13272583
2022,12,165178945,8.000,1,15030126
2022,5,149764197,1.240,1,12853978
2022,2,149547914,0.001,1,12823508
2022,5,149547914,0.680,1,12823509
2022,5,157227189,7.430,1,13957349
2022,5,155023080,19.000,9,13642824
2022,12,151304879,1.180,1,13076272
2022,5,151304879,2.181,1,13076273
2022,12,150391459,8.550,1,12933147
2022,5,150454289,0.001,1,12945897
2022,12,153267615,23.000,1,13384010
2022,1,165950715,0.000,1,15145213
2022,11,165950715,179.000,1,15145214
2022,12,153483220,5.000,1,13415206
2022,5,150506393,2.900,1,12953243
2022,5,150664819,0.050,1,12976431
2022,5,153746010,24.200,1,13450905
2022,2,153746010,0.310,1,13450906
2022,12,150700243,2.370,1,12982088
2022,5,150700243,0.580,1,12982089
2022,12,153705536,0.001,1,13444881
2022,5,160010873,4.000,1,14332748
2022,12,150700244,0.880,1,12982090
2022,5,150700244,4.010,1,12982091
2022,12,150809770,0.130,1,12998610
2022,12,154131152,2.000,1,13513471
2022,8,154131152,1.000,9,13513472
2022,12,166578849,7.000,1,15239117
2022,5,154399930,83.000,1,13548200
2022,12,164200862,12.000,1,14900385
2022,17,160771268,1.000,1,14439065
2022,4,160771268,2.000,9,14439066
2022,12,154804169,7.000,9,13614252
2022,11,160741840,10.000,1,14434913
2022,5,160444885,3.250,1,14394727
2022,12,160444885,0.001,1,14394728
2022,5,164369744,5.190,1,14922074
2022,12,164369744,0.001,1,14922075
2022,17,160741840,18.000,9,14434914
2022,2,166650542,0.000,1,15248746
2022,5,150809772,3.280,1,12998613
2022,12,150952625,0.001,1,13021045
2022,12,151780945,0.001,1,13145158
2022,5,151951299,2.240,1,13178798
2022,12,152112153,0.001,1,13204742
2022,12,155884258,0.000,1,13769929
2022,12,155990899,1.000,1,13779872
2022,2,157466460,0.001,1,13989584
2022,5,156325448,149.000,1,13826070
2022,12,152493024,1.440,1,13256896
2022,5,152493024,0.720,1,13256897
2022,9,156325448,133.000,9,13826071
2022,16,156325448,13.000,9,13826072
2022,2,160862352,0.001,1,14451593
2022,5,152993563,0.040,1,13331349
2022,15,156763621,30.000,9,13886139
2022,12,153240866,0.220,1,13380211
2022,5,153439627,0.001,1,13407460
2022,5,153448782,1.240,1,13408812
2022,12,158134920,3.500,1,14079727
2022,5,158618950,4.020,1,14146678
2022,5,153580860,1.400,1,13428296
2022,8,156472444,0.000,1,13845998
2022,12,156402820,0.000,1,13834927
2022,17,156449011,5.000,9,13841796
2022,12,156470655,0.280,1,13845837
2022,12,156881052,0.000,1,13900722
2022,12,157228384,1.000,1,13957556
2022,4,157228384,0.000,1,13957557
2022,8,157297782,0.000,1,13965206
2022,12,157328538,3.000,1,13968914
2022,12,157356237,2.000,1,13972730
2022,12,157429633,1.000,1,13983560
2022,12,154399179,17.040,1,13548066
2022,4,154399179,1.510,1,13548067
2022,5,154649904,12.290,1,13592483
2022,5,160754572,1.950,1,14436985
2022,2,157429634,1.000,1,13983561
2022,12,158729798,1.000,1,14159554
2022,12,157637859,27.000,1,14016908
2022,5,157637859,8.000,1,14016909
2022,8,157926581,0.000,1,14052960
2022,5,158618954,10.760,1,14146680
2022,12,159971445,0.001,1,14328872
2022,16,157098231,0.001,1,13935493
2022,5,162948387,0.560,1,14723607
2022,12,162948387,0.001,1,14723608
2022,12,162021537,4.000,1,14615070
2022,5,162885090,0.001,1,14714447
2022,5,155866600,7.280,1,13767686
2022,12,158418650,24.000,1,14119946
2022,5,158418650,7.000,1,14119947
2022,16,158418650,1.000,1,14119948
2022,12,158773129,0.000,1,14164417
2022,5,159361602,1.000,1,14248936
2022,16,159214304,29.000,9,14224197
2022,12,159310677,0.000,1,14241128
2022,5,159550500,12.000,1,14269655
2022,12,159549382,0.000,1,14269554
2022,12,164406152,0.000,1,14926591
2022,12,159569127,1.000,1,14272056
2022,16,160010750,4.000,9,14332723
2022,12,159977103,7.000,1,14329231
2022,8,159977103,4.000,1,14329232
2022,12,160865667,14.000,1,14451984
2022,11,164128578,0.000,1,14894061
2022,12,156041623,0.001,1,13787174
2022,12,156002350,0.720,1,13781577
2022,2,156470692,9.000,9,13845846
2022,5,156198657,2.210,1,13810567
2022,12,157098235,0.002,1,13935494
2022,12,157098236,56.960,1,13935495
2022,12,163778074,0.000,1,14844748
2022,12,156324053,3.550,1,13825913
2022,5,163778231,20.000,1,14844771
2022,5,156441347,1.601,1,13840845
2022,16,156441347,1.000,9,13840846
2022,2,156441347,0.001,1,13840847
2022,5,156470699,1.310,1,13845847
2022,12,156857482,1.480,1,13897282
2022,5,156857482,7.990,1,13897283
2022,16,160120894,0.001,1,14349299
2022,5,156441351,0.001,1,13840849
2022,12,164239255,3.000,4,14906984
2022,12,164239289,6.000,1,14906987
2022,4,147357412,4.000,1,12517655
2022,8,151960053,9.000,9,13180952
2022,12,164239309,22.000,9,14906990
2022,12,148149334,3.000,1,12628667
2022,4,148149334,1.000,1,12628668
2022,12,164239345,1.000,1,14906991
2022,16,156471272,0.060,1,13845898
2022,12,164239384,9.000,1,14906996
2022,2,156980435,0.890,1,13913837
2022,5,156980435,8.670,1,13913838
2022,5,150324002,53.000,9,12927318
2022,12,161759336,22.450,1,14580359
2022,2,157410652,0.260,1,13980913
2022,17,157410654,1.000,9,13980914
2022,5,160444886,55.210,1,14394729
2022,5,157538905,1.020,1,14000852
2022,12,158134927,0.001,1,14079728
2022,1,165459645,1.000,9,15069663
2022,5,165459645,3.150,1,15069664
2022,17,165459645,0.210,1,15069665
2022,12,163282430,5.000,9,14766904
2022,5,157648369,0.600,1,14018332
2022,8,160768472,11.000,9,14438809
2022,5,158416087,8.980,1,14119700
2022,5,158542768,0.001,1,14136064
2022,8,150028941,19.000,9,12889879
2022,12,150432220,6.000,9,12942480
2022,12,158713103,0.001,1,14158008
2022,5,159091763,20.140,1,14208312
2022,12,150476708,0.000,1,12949870
2022,5,159091764,9.220,1,14208313
2022,17,159091766,5.000,9,14208314
2022,5,159359944,2.240,1,14248730
2022,5,159271688,1.350,1,14233283
2022,12,150557814,0.000,1,12958237
2022,5,159359945,7.770,1,14248731
2022,5,159847094,1.760,1,14313443
2022,5,165222403,249.000,1,15036322
2022,5,151193326,266.000,1,13059740
2022,5,159625264,15.130,1,14282331
2022,12,150783640,2.000,9,12993712
2022,12,151200952,1.000,1,13060834
2022,5,160993374,0.001,1,14470849
2022,12,159934640,0.710,1,14323824
2022,2,159873941,0.001,1,14317409
2022,12,151654143,1.000,1,13129106
2022,16,160993377,3.000,9,14470850
2022,12,160993377,0.170,1,14470851
2022,4,151654143,0.000,1,13129107
2022,12,151547860,1.000,1,13111867
2022,12,160862517,0.181,1,14451625
2022,12,166448938,2.000,9,15219276
2022,12,166567286,0.001,1,15236350
2022,12,160910675,1.680,1,14460343
2022,5,160993434,11.140,1,14470873
2022,5,160993435,0.001,1,14470874
2022,5,147192091,2.000,1,12495154
2022,5,149545916,0.600,1,12823150
2022,12,157100847,0.600,1,13935933
2022,2,152112156,0.700,1,13204744
2022,8,152112156,14.000,9,13204745
2022,5,152493042,23.000,1,13256902
2022,12,157397825,1.000,11,13979117
2022,5,157397825,1.000,11,13979118
2022,17,157397825,1.000,11,13979119
2022,8,166448938,14.000,9,15219277
2022,5,166448938,2.000,1,15219278
2022,5,152145686,1.000,11,13209786
2022,4,152165979,1.000,11,13214191
2022,15,152165979,24.000,9,13214192
2022,12,152337111,1.000,1,13233880
2022,12,152337666,14.000,1,13233922
2022,12,152338104,1.000,1,13233981
2022,12,152338105,1.000,1,13233982
2022,1,165577434,3.000,1,15088074
2022,12,165582493,1.000,1,15088677
2022,5,156303975,1.000,1,13822900
2022,12,165577435,8.000,1,15088075
2022,12,153623813,1.000,1,13434589
2022,12,153788551,1.000,1,13457001
2022,16,154894090,12.000,9,13625299
2022,12,164459925,1.000,1,14934366
2022,2,164459925,0.000,1,14934367
2022,4,164459925,5.000,1,14934368
2022,12,160865669,0.000,1,14451985
2022,16,155766489,2.000,9,13752427
2022,5,156325397,9.200,1,13826065
2022,12,156327390,1.000,9,13826349
2022,5,156327390,1.000,9,13826350
2022,17,156327390,1.000,9,13826351
2022,5,158249500,1.000,9,14091910
2022,12,155867584,7.000,1,13767848
2022,5,159091767,19.600,1,14208315
2022,5,160775410,4.300,1,14439498
2022,5,156046568,46.000,1,13788184
2022,12,156244401,47.000,1,13814682
2022,5,150059050,16.000,1,12892994
2022,8,157063841,28.000,9,13930545
