data_year,criminal_act_id,offense_id
2022,6,188517680
2022,1,188517681
2022,6,188517683
2022,6,177661629
2022,6,197695772
2022,6,197695775
2022,6,197695776
2022,6,188517690
2022,6,197695779
2022,6,197695784
2022,6,197695787
2022,6,197695788
2022,6,197695790
2022,6,182903022
2022,6,182903023
2022,6,182556429
2022,4,182556430
2022,6,182556430
2022,6,197696532
2022,1,188517719
2022,8,188517719
2022,6,197695832
2022,6,183217378
2022,6,197695842
2022,6,183893774
2022,7,183893775
2022,6,198114776
2022,6,195351398
2022,6,195351401
2022,1,184946807
2022,6,181292464
2022,6,197695865
2022,6,177182582
2022,9,177234505
2022,6,192151513
2022,6,177645294
2022,6,197696537
2022,6,197696538
2022,6,191881263
2022,9,177709467
2022,6,188517769
2022,6,191832982
2022,9,179542340
2022,6,179778204
2022,6,179778205
2022,6,187510551
2022,6,197696565
2022,6,187905698
2022,6,181431222
2022,6,190182713
2022,6,182700334
2022,9,187715246
2022,6,190182717
2022,12,191833003
2022,6,197696775
2022,6,190437304
2022,6,190737195
2022,6,186270789
2022,8,197696810
2022,6,197696818
2022,9,195130789
2022,6,189362897
2022,6,190561790
2022,6,190561791
2022,6,184166873
2022,6,184383388
2022,6,197696819
2022,6,197696873
2022,6,185617680
2022,6,197696874
2022,6,193097567
2022,9,186055703
2022,6,186683244
2022,6,186683245
2022,6,186683246
2022,6,200104819
2022,6,200104820
2022,8,197696952
2022,9,187797758
2022,6,194763762
2022,9,188648446
2022,9,189834388
2022,6,189834389
2022,6,197586187
2022,6,191031627
2022,6,194763763
2022,6,195232762
2022,1,197716423
2022,6,184301543
2022,9,190980173
2022,9,191011279
2022,6,190765433
2022,9,191846891
2022,6,199422538
2022,6,198053771
2022,6,193117695
2022,6,193176641
2022,9,193768921
2022,9,193730166
2022,6,197806330
2022,6,178234371
2022,6,199600694
2022,6,181387744
2022,6,182635244
2022,6,189368001
2022,6,189368002
2022,6,183158271
2022,6,176708232
2022,6,176705884
2022,6,187281565
2022,6,187281566
2022,6,183927984
2022,3,177081116
2022,8,183214400
2022,6,183669328
2022,6,177127931
2022,9,176111587
2022,6,176111588
2022,8,176111588
2022,6,177079211
2022,9,176283225
2022,6,188047103
2022,6,188047104
2022,6,176283354
2022,6,177240048
2022,9,177705667
2022,9,176572830
2022,6,177244011
2022,6,184128992
2022,6,184128993
2022,6,177540724
2022,9,176540982
2022,6,176541000
2022,6,176541001
2022,9,176541006
2022,6,184170864
2022,9,176574335
2022,9,191846335
2022,9,179550095
2022,9,176956222
2022,6,176574336
2022,8,176574336
2022,9,176872789
2022,6,176872790
2022,6,176872791
2022,2,181782562
2022,6,176872792
2022,6,199600698
2022,6,199600699
2022,6,176956258
2022,9,176956267
2022,9,176956278
2022,9,177126487
2022,9,179484040
2022,2,177330303
2022,9,177234518
2022,9,178481480
2022,9,177329528
2022,9,179550096
2022,9,177517253
2022,9,177645392
2022,9,177645405
2022,6,183977114
2022,9,180363054
2022,6,189460512
2022,6,189460513
2022,9,189460514
2022,9,184917090
2022,6,177645437
2022,8,177645437
2022,9,177645438
2022,6,177645439
2022,8,177645439
2022,9,178902623
2022,9,177709503
2022,9,181734763
2022,6,181734764
2022,9,178292380
2022,9,178483196
2022,9,178483236
2022,6,202813063
2022,6,202813064
2022,9,181756449
2022,6,178909615
2022,6,178909616
2022,9,178483278
2022,6,178313521
2022,9,184474501
2022,6,178909728
2022,6,178855054
2022,8,178855054
2022,9,184166106
2022,6,178911642
2022,6,178911643
2022,9,181885000
2022,9,178779870
2022,6,181523892
2022,6,193532934
2022,8,193532934
2022,6,193532935
2022,8,193532935
2022,9,180545820
2022,6,179566146
2022,9,179589223
2022,8,178804465
2022,6,178919303
2022,9,179630616
2022,2,183988867
2022,9,193587426
2022,9,193587428
2022,1,178958314
2022,6,179681142
2022,6,178959090
2022,6,187128541
2022,6,179022074
2022,6,179022075
2022,6,186236086
2022,6,179380589
2022,6,180248671
2022,6,180248672
2022,6,179101882
2022,8,179101882
2022,9,179491321
2022,9,179542347
2022,6,179542348
2022,6,179542349
2022,9,179491367
2022,6,180073189
2022,8,180073189
2022,8,179559447
2022,8,179559448
2022,6,188011076
2022,6,180016862
2022,6,183206318
2022,8,183206318
2022,6,183206319
2022,8,183206319
2022,8,181463606
2022,9,181276693
2022,6,181317122
2022,9,180545714
2022,6,191846336
2022,8,191846336
2022,6,180545822
2022,6,180545823
2022,6,180545824
2022,8,180545824
2022,6,180545825
2022,8,180545825
2022,6,181463607
2022,6,180197039
2022,6,180251846
2022,6,180318551
2022,8,180251846
2022,6,190446879
2022,6,190446880
2022,9,181317131
2022,6,180319748
2022,9,180545826
2022,6,187522358
2022,9,187522359
2022,9,181734765
2022,2,183927693
2022,6,181280918
2022,6,181386364
2022,9,180545828
2022,9,181574670
2022,9,181276967
2022,9,181430772
2022,6,182576325
2022,8,182576325
2022,6,182576326
2022,8,182576326
