data_year,groupb_arrestee_id,arrestee_seq_num,arrest_date,arrest_type_id,offense_code,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,age_range_low_num,age_range_high_num
2022,45299497,2,2022-01-07,2,90C,18,15,M,98,40,U,R,,
2022,45589951,1,2022-01-07,2,90C,19,16,F,98,40,U,R,,
2022,44639456,1,2022-01-09,3,90D,22,19,M,98,50,U,,,
2022,44829819,1,2022-01-27,2,90C,33,30,F,30,20,R,,,
2022,44847904,1,2022-01-31,1,90Z,29,26,F,10,20,N,,,
2022,46489791,1,2022-01-12,2,90D,55,52,M,98,40,U,,,
2022,44927046,1,2022-02-05,2,90D,79,76,M,40,40,U,,,
2022,44977936,1,2022-02-11,1,90D,66,63,M,10,40,R,,,
2022,45092751,1,2022-02-06,1,90D,28,25,M,98,40,N,,,
2022,45092752,1,2022-02-11,3,90D,46,43,M,10,20,U,,,
2022,45129984,1,2022-02-15,2,90D,49,46,M,98,50,U,,,
2022,48023264,1,2022-02-03,3,90C,29,26,M,10,20,U,,,
2022,48023225,1,2022-02-14,2,90Z,40,37,F,98,50,U,,,
2022,46489794,2,2022-02-28,2,90C,18,15,F,98,40,R,R,,
2022,45271594,1,2022-03-09,2,90D,57,54,F,10,20,U,,,
2022,45311497,1,2022-03-18,3,90D,40,37,M,98,50,U,,,
2022,45309565,1,2022-03-02,1,90D,47,44,M,98,50,N,,,
2022,45574170,1,2022-03-04,1,90C,32,29,M,98,50,N,,,
2022,46489793,1,2022-03-28,2,90C,18,15,F,98,40,R,R,,
2022,46489797,1,2022-03-26,2,90C,17,14,M,98,40,U,R,,
2022,45448268,1,2022-04-10,1,90Z,25,22,M,30,20,N,,,
2022,48023276,2,2022-04-01,2,90C,21,18,F,98,40,R,,,
2022,48023277,1,2022-04-01,2,90C,20,17,F,98,40,R,R,,
2022,46489795,1,2022-04-12,2,90C,65,62,M,10,40,U,,,
2022,46489796,2,2022-04-12,2,90C,43,40,M,10,20,U,,,
2022,45802452,3,2022-05-08,2,90G,23,20,M,98,50,N,,,
2022,45802450,2,2022-05-08,2,90G,21,18,M,98,50,N,,,
2022,45802448,1,2022-05-09,2,90Z,40,37,F,98,50,N,,,
2022,45802449,1,2022-05-04,1,90C,26,23,M,98,40,R,,,
2022,45802451,1,2022-05-08,2,90G,23,20,M,98,50,N,,,
2022,48023282,1,2022-05-29,1,90D,41,38,M,98,50,N,,,
2022,48023278,1,2022-05-25,2,90Z,43,40,M,98,50,U,,,
2022,48023279,1,2022-05-02,1,90D,36,33,M,98,50,R,,,
2022,46489799,1,2022-05-08,2,90D,25,22,F,98,40,N,,,
2022,48023308,1,2022-06-16,3,90D,44,41,M,10,20,U,,,
2022,48023283,3,2022-06-13,2,90G,23,20,M,98,50,U,,,
2022,48023298,5,2022-06-13,2,90G,23,20,M,98,50,U,,,
2022,48023292,2,2022-06-13,2,90G,23,20,M,98,50,U,,,
2022,48023275,1,2022-06-28,2,90Z,61,58,M,98,40,U,,,
2022,48023284,1,2022-06-13,2,90G,22,19,F,98,50,U,,,
2022,48023305,4,2022-06-13,2,90G,23,20,M,98,50,U,,,
2022,47029927,1,2022-06-10,1,90C,66,63,F,98,50,N,,,
2022,47029928,1,2022-06-19,3,90D,56,53,M,98,40,U,,,
2022,46490252,1,2022-06-03,2,90Z,38,35,F,10,50,U,,,
2022,48023309,1,2022-07-04,1,90C,48,45,F,98,40,N,,,
2022,47022631,1,2022-07-10,1,90D,28,25,M,98,50,R,,,
2022,47022632,1,2022-07-22,3,90D,51,48,M,98,50,U,,,
2022,47022928,2,2022-07-18,2,90J,42,39,F,98,50,U,,,
2022,47022927,1,2022-07-18,2,90J,47,44,M,98,50,U,,,
2022,46390895,1,2022-07-19,3,90Z,41,38,M,10,20,R,,,
2022,48145161,1,2022-07-22,2,90Z,66,63,M,98,40,U,,,
2022,46581753,1,2022-08-21,3,90D,61,58,F,10,40,U,,,
2022,46752486,1,2022-08-13,1,90Z,41,38,M,10,20,R,,,
2022,48023345,1,2022-09-16,1,90D,68,65,M,98,50,R,,,
2022,48023347,1,2022-09-21,3,90D,52,49,M,98,50,U,,,
2022,48023344,1,2022-09-13,1,90D,42,39,M,10,50,N,,,
2022,48023346,1,2022-09-18,3,90D,45,42,F,10,50,U,,,
2022,47022635,2,2022-09-03,2,90D,19,16,M,98,50,N,R,,
2022,47022636,1,2022-09-04,2,90D,20,17,M,98,50,U,R,,
2022,46752537,1,2022-09-03,1,90D,26,23,M,10,10,N,,,
2022,46752542,1,2022-09-16,3,90D,66,63,F,98,50,U,,,
2022,48135279,1,2022-09-02,1,90D,24,21,F,10,40,N,,,
2022,48135280,1,2022-09-03,1,90D,42,39,M,98,50,N,,,
2022,48135281,1,2022-09-04,2,90G,19,16,M,98,50,U,R,,
2022,48145642,1,2022-09-07,2,90C,35,32,F,98,50,U,,,
2022,48145643,2,2022-09-07,2,90C,37,34,F,98,50,U,,,
2022,48145644,3,2022-09-07,2,90C,29,26,F,10,20,U,,,
2022,48023348,1,2022-10-09,2,90Z,41,38,M,98,50,N,,,
2022,48023349,1,2022-10-09,1,90Z,41,38,M,98,50,N,,,
2022,48023350,1,2022-10-14,3,90D,28,25,M,98,50,U,,,
2022,48023351,1,2022-10-16,2,90Z,80,77,M,10,40,U,,,
2022,48023352,1,2022-10-23,3,90Z,50,47,M,30,20,U,,,
2022,47144498,1,2022-10-06,2,90Z,66,63,M,10,40,U,,,
2022,47144499,1,2022-10-07,2,90Z,80,77,M,10,40,U,,,
2022,48023358,1,2022-11-20,1,90D,38,35,M,98,50,N,,,
2022,48023359,1,2022-11-25,3,90C,43,40,M,10,20,U,,,
2022,48023353,1,2022-11-02,3,90D,60,57,M,98,50,U,,,
2022,48023361,2,2022-12-25,2,90G,29,26,M,98,50,U,,,
2022,48023362,1,2022-12-25,2,90G,57,54,F,98,40,U,,,
2022,48023360,1,2022-12-09,1,90Z,35,32,F,98,40,R,,,
2022,48024221,1,2022-12-08,2,90Z,44,41,M,98,40,U,,,
2022,47594861,1,2022-12-16,1,90D,53,50,M,98,50,N,,,
2022,47943502,1,2022-12-15,3,90Z,41,38,M,30,10,U,,,
2022,48092875,1,2022-12-08,3,90D,33,30,M,10,20,U,,,
2022,45313858,1,2022-01-10,1,90Z,25,22,M,20,20,N,,,
2022,45640754,1,2022-01-27,3,90D,32,29,M,10,20,N,,,
2022,44508186,1,2022-01-04,1,90Z,42,39,M,10,20,N,,,
2022,44508187,1,2022-01-07,1,90D,38,35,M,10,20,R,,,
2022,44508188,1,2022-01-09,1,90C,50,47,F,10,20,R,,,
2022,45755489,1,2022-01-23,3,90D,37,34,M,10,20,R,,,
2022,44552997,1,2022-01-08,3,90D,42,39,M,10,20,,,,
2022,44557124,1,2022-01-08,1,90D,41,38,M,10,20,N,,,
2022,44615696,1,2022-01-16,1,90D,35,32,M,10,20,,,,
2022,45778765,1,2022-01-05,2,90Z,37,34,M,10,20,,,,
2022,45778766,2,2022-01-05,2,90Z,31,28,M,10,20,N,,,
2022,44639431,1,2022-01-20,3,90D,44,41,M,10,20,R,,,
2022,44646716,1,2022-01-24,1,90D,30,27,M,10,20,N,,,
2022,44662567,1,2022-01-25,3,90D,55,52,M,10,20,,,,
2022,45359266,1,2022-02-11,3,90D,50,47,M,10,20,N,,,
2022,45499922,1,2022-02-07,2,90Z,65,62,F,10,20,,,,
2022,45846052,1,2022-02-04,3,90Z,33,30,M,10,20,N,,,
2022,44719159,1,2022-02-01,3,90D,83,80,M,10,20,N,,,
2022,44750468,1,2022-02-03,1,90Z,31,28,M,10,20,R,,,
2022,44824770,1,2022-02-07,1,90Z,41,38,F,10,20,R,,,
2022,44826767,1,2022-02-06,1,90D,47,44,M,10,20,R,,,
2022,44827271,1,2022-02-08,3,90D,26,23,M,20,20,N,,,
2022,44841068,1,2022-02-08,2,90Z,41,38,M,10,20,R,,,
2022,44847906,1,2022-02-09,2,90Z,45,42,M,10,20,R,,,
2022,46125919,1,2022-02-20,3,90D,33,30,M,10,20,N,,,
2022,44909892,1,2022-02-15,3,90D,34,31,M,10,10,N,,,
2022,44926985,1,2022-02-15,1,90D,43,40,F,10,20,,,,
2022,44931603,1,2022-02-12,3,90D,46,43,M,10,20,R,,,
2022,44950728,1,2022-02-21,1,90D,56,53,M,40,20,R,,,
2022,45028368,1,2022-02-28,3,90J,30,27,M,20,20,N,,,
2022,45036082,1,2022-02-27,3,90D,42,39,M,10,20,,,,
2022,45036083,1,2022-02-28,1,90Z,33,30,F,20,20,N,,,
2022,45213114,1,2022-03-12,2,90Z,40,37,M,10,20,N,,,
2022,45268029,1,2022-03-05,1,90D,52,49,M,10,20,,,,
2022,45268195,1,2022-03-13,3,90D,45,42,M,10,20,R,,,
2022,45268194,1,2022-03-10,1,90D,37,34,F,10,20,R,,,
2022,45272881,1,2022-03-17,2,90Z,26,23,M,98,40,N,,,
2022,45296636,1,2022-03-15,3,90D,29,26,M,10,20,R,,,
2022,45296674,1,2022-03-18,1,90D,35,32,F,10,20,N,,,
2022,45296675,1,2022-03-20,1,90Z,57,54,M,10,20,R,,,
2022,45299211,1,2022-03-21,3,90Z,40,37,M,10,20,N,,,
2022,45299329,1,2022-03-19,3,90Z,54,51,M,10,20,,,,
2022,45309401,1,2022-03-27,3,90C,41,38,M,10,20,,,,
2022,45304139,1,2022-03-22,2,90Z,61,58,M,20,20,R,,,
2022,45102217,1,2022-03-06,1,90D,56,53,M,10,20,R,,,
2022,45102218,1,2022-03-06,3,90D,44,41,M,10,20,R,,,
2022,45349986,1,2022-04-07,1,90D,31,28,F,10,20,N,,,
2022,45331504,1,2022-04-04,2,90C,35,32,M,10,20,N,,,
2022,45331505,1,2022-04-04,3,90Z,60,57,M,10,20,,,,
2022,45332711,1,2022-04-02,1,90Z,15,12,F,20,20,R,R,,
2022,45345028,1,2022-04-03,3,90D,27,24,M,10,20,R,,,
2022,45375563,1,2022-04-09,1,90D,60,57,M,10,20,R,,,
2022,45467050,1,2022-04-21,2,90C,62,59,M,98,40,,,,
2022,45772076,1,2022-04-08,2,90C,30,27,M,10,40,N,,,
2022,46175730,1,2022-04-26,3,90Z,50,47,M,10,20,N,,,
2022,46277249,1,2022-04-01,3,90Z,41,38,M,10,20,R,,,
2022,46277250,2,2022-04-01,1,90Z,34,31,F,10,20,N,,,
2022,45530685,1,2022-05-02,2,90Z,31,28,M,10,20,N,,,
2022,45632348,1,2022-05-08,3,90Z,53,50,M,10,20,R,,,
2022,45535405,1,2022-05-02,3,90Z,61,58,M,10,40,,,,
2022,45564104,3,2022-05-06,2,90C,20,17,F,20,20,R,R,,
2022,45564101,2,2022-05-06,2,90C,20,17,F,20,20,R,R,,
2022,45564099,1,2022-05-06,2,90C,14,11,F,20,20,,R,,
2022,45672119,1,2022-05-13,2,90Z,46,43,M,10,40,R,,,
2022,45589953,1,2022-05-09,2,90Z,41,38,M,10,20,R,,,
2022,45592517,1,2022-05-07,1,90D,43,40,M,10,20,R,,,
2022,45664752,1,2022-05-12,2,90C,28,25,M,10,40,R,,,
2022,45676554,1,2022-05-14,1,90D,26,23,F,10,20,,,,
2022,45676555,1,2022-05-15,1,90D,46,43,M,10,20,N,,,
2022,45701806,1,2022-05-16,1,90D,34,31,M,10,20,R,,,
2022,45701822,1,2022-05-17,2,90Z,66,63,M,10,20,R,,,
2022,45701821,1,2022-05-16,2,90Z,22,19,M,10,20,R,,,
2022,45702969,1,2022-05-18,2,90Z,30,27,M,10,20,R,,,
2022,45766724,1,2022-05-30,1,90D,49,46,F,10,20,R,,,
2022,45714422,1,2022-05-24,3,90D,24,21,F,20,20,R,,,
2022,45715212,1,2022-05-19,2,90Z,45,42,M,10,20,R,,,
2022,45716716,1,2022-05-24,2,90Z,55,52,M,98,40,,,,
2022,45747141,1,2022-05-15,1,90D,34,31,F,10,20,N,,,
2022,46233567,1,2022-05-30,3,90D,33,30,M,10,20,R,,,
2022,45802361,1,2022-06-09,3,90Z,24,21,M,10,40,N,,,
2022,45766725,1,2022-06-03,3,90D,44,41,M,10,20,N,,,
2022,45802374,1,2022-06-10,3,90D,35,32,M,10,20,N,,,
2022,45780584,1,2022-06-02,2,90Z,51,48,F,98,20,R,,,
2022,45780585,1,2022-06-03,2,90C,38,35,M,10,20,,,,
2022,45845595,1,2022-06-12,1,90Z,67,64,M,10,20,R,,,
2022,45965061,1,2022-06-21,3,90D,47,44,M,10,20,R,,,
2022,45846431,1,2022-06-12,2,90C,23,20,M,20,20,R,,,
2022,45932891,1,2022-06-18,3,90D,30,27,M,10,40,R,,,
2022,45967119,1,2022-06-22,3,90C,54,51,M,10,20,,,,
2022,45967446,1,2022-06-16,3,90Z,44,41,F,10,20,R,,,
2022,45967447,1,2022-06-19,3,90D,45,42,M,10,20,,,,
2022,45947893,1,2022-06-18,3,90D,69,66,M,10,20,,,,
2022,45927752,1,2022-06-16,1,90Z,50,47,M,10,20,,,,
2022,45928224,1,2022-06-14,3,90D,61,58,F,10,20,N,,,
2022,46006734,1,2022-06-23,3,90Z,61,58,M,10,20,N,,,
2022,46007790,1,2022-06-27,2,90Z,55,52,M,10,20,,,,
2022,46011701,1,2022-06-25,3,90D,70,67,M,10,20,,,,
2022,46277251,1,2022-06-13,3,90D,38,35,M,10,10,R,,,
2022,46126045,1,2022-07-03,3,90D,38,35,M,20,20,N,,,
2022,46067713,1,2022-07-05,2,90Z,35,32,M,10,40,,,,
2022,46170765,1,2022-07-06,2,90Z,51,48,M,10,20,,,,
2022,46233194,1,2022-07-19,3,90D,24,21,M,10,20,N,,,
2022,46245294,1,2022-07-19,1,90D,56,53,M,10,20,R,,,
2022,46245875,1,2022-07-17,2,90C,17,14,M,10,40,N,R,,
2022,46173471,1,2022-07-08,2,90C,54,51,M,10,20,N,,,
2022,46173486,1,2022-07-10,1,90Z,51,48,M,10,20,N,,,
2022,46173497,1,2022-07-09,3,90D,71,68,F,10,20,N,,,
2022,46173498,1,2022-07-10,1,90D,54,51,F,10,20,R,,,
2022,46176516,1,2022-07-05,1,90D,54,51,M,10,20,R,,,
2022,46210390,1,2022-07-14,2,90Z,40,37,M,98,40,,,,
2022,46277821,1,2022-07-22,1,90D,61,58,M,10,20,,,,
2022,46277822,1,2022-07-23,2,90Z,59,56,F,10,20,R,,,
2022,46280910,1,2022-07-26,1,90Z,53,50,M,10,20,N,,,
2022,44616034,1,2022-01-19,3,90J,26,23,M,10,40,R,,,
2022,44831692,1,2022-01-25,3,90D,40,37,F,10,40,R,,,
2022,45211440,1,2022-02-20,3,90D,57,54,M,10,20,,,,
2022,45271595,1,2022-02-16,3,90D,40,37,F,98,40,N,,,
2022,44977986,1,2022-02-22,3,90D,50,47,F,10,20,,,,
2022,45009681,1,2022-02-25,3,90D,50,47,F,10,20,,,,
2022,45210794,1,2022-03-13,3,90D,25,22,M,10,10,N,,,
2022,45048709,1,2022-03-03,3,90Z,40,37,M,10,20,N,,,
2022,45150022,1,2022-03-07,3,90Z,29,26,M,10,20,R,,,
2022,48371804,1,2022-03-02,3,90J,30,27,M,20,20,N,,,
2022,45359296,1,2022-04-08,3,90Z,40,37,M,10,40,N,,,
2022,45434453,1,2022-04-17,3,90D,46,43,M,10,20,,,,
2022,45434452,1,2022-04-15,3,90D,52,49,M,10,20,R,,,
2022,45486442,1,2022-04-23,3,90D,39,36,M,10,20,N,,,
2022,45486519,1,2022-04-24,3,90C,52,49,F,10,20,N,,,
2022,45488896,1,2022-04-26,3,90D,59,56,M,10,40,,,,
2022,45489161,1,2022-04-22,3,90D,31,28,M,10,20,,,,
2022,45539940,1,2022-05-04,3,90D,38,35,M,10,40,N,,,
2022,45542295,1,2022-05-05,3,90D,62,59,M,10,20,,,,
2022,45712113,1,2022-05-17,3,90D,75,72,M,10,20,N,,,
2022,45714579,1,2022-05-24,3,90D,48,45,F,10,20,R,,,
2022,45802365,1,2022-06-08,3,90C,46,43,M,10,20,R,,,
2022,45804689,1,2022-06-08,3,90D,40,37,M,10,40,R,,,
2022,45772123,1,2022-06-05,3,90D,38,35,M,40,20,R,,,
2022,45780586,1,2022-06-04,3,90C,40,37,M,10,40,R,,,
2022,45783879,1,2022-06-07,3,90Z,40,37,M,10,40,R,,,
2022,46070890,1,2022-06-10,3,90D,37,34,F,10,40,,,,
2022,46128826,1,2022-07-10,3,90Z,39,36,M,20,20,N,,,
2022,46173233,1,2022-07-12,3,90J,33,30,F,10,20,N,,,
2022,46246123,1,2022-07-17,3,90D,38,35,M,10,40,N,,,
2022,46230482,1,2022-07-16,1,90D,28,25,F,10,10,N,,,
2022,46286268,1,2022-07-26,3,90J,33,30,M,20,20,R,,,
2022,46286849,1,2022-07-26,3,90Z,43,40,M,10,20,N,,,
2022,48694404,1,2022-11-06,3,90J,59,56,M,20,20,R,,,
2022,47399307,1,2022-12-06,3,90D,52,49,M,10,20,N,,,
2022,44481137,1,2022-01-02,1,90D,28,25,M,10,20,N,,,
2022,44502362,1,2022-01-07,1,90D,34,31,M,10,20,R,,,
2022,44508191,1,2022-01-07,1,90D,28,25,M,10,20,R,,,
2022,44524162,1,2022-01-07,1,90Z,67,64,M,10,20,R,,,
2022,44553000,1,2022-01-08,3,90D,34,31,M,40,20,N,,,
2022,44560569,1,2022-01-13,1,90D,42,39,M,10,20,N,,,
2022,44582277,1,2022-01-15,1,90D,28,25,M,10,20,R,,,
2022,44582278,1,2022-01-15,1,90D,30,27,M,10,20,N,,,
2022,44605748,1,2022-01-18,1,90D,56,53,M,10,20,R,,,
2022,44615708,1,2022-01-15,1,90D,22,19,F,10,20,N,,,
2022,44639201,1,2022-01-21,1,90D,31,28,M,10,20,N,,,
2022,44639349,1,2022-01-16,1,90Z,26,23,M,10,20,R,,,
2022,44639463,1,2022-01-20,2,90Z,32,29,M,10,20,R,,,
2022,44639465,1,2022-01-20,3,90D,30,27,M,10,10,R,,,
2022,44644196,1,2022-01-22,1,90D,24,21,M,10,20,N,,,
2022,44646782,1,2022-01-24,1,90J,35,32,M,10,20,N,,,
2022,44646783,1,2022-01-24,1,90D,25,22,M,10,20,R,,,
2022,44674651,1,2022-01-24,1,90D,47,44,M,20,20,R,,,
2022,44675651,1,2022-01-13,2,90Z,43,40,M,10,10,N,,,
2022,44677439,1,2022-01-27,2,90D,20,17,M,20,20,N,R,,
2022,44688335,1,2022-01-31,1,90D,35,32,M,20,20,N,,,
2022,44688474,1,2022-01-03,1,90D,37,34,M,10,20,N,,,
2022,44688569,1,2022-01-10,1,90D,31,28,M,10,20,N,,,
2022,44688750,1,2022-01-30,1,90D,30,27,M,40,20,N,,,
2022,44725207,1,2022-01-02,1,90D,51,48,M,10,20,N,,,
2022,44725209,1,2022-01-30,3,90D,31,28,M,40,20,N,,,
2022,44725210,1,2022-01-31,1,90Z,32,29,M,20,20,R,,,
2022,44750469,1,2022-01-30,2,90G,21,18,F,10,20,N,,,
2022,44846576,1,2022-01-13,3,90D,41,38,F,10,20,N,,,
2022,44875443,1,2022-01-30,1,90D,39,36,F,10,20,R,,,
2022,45092726,1,2022-01-28,1,90D,62,59,F,10,20,N,,,
2022,45271523,1,2022-02-23,1,90J,35,32,M,10,20,N,,,
2022,45271668,1,2022-02-20,3,90D,40,37,F,10,20,R,,,
2022,45589954,2,2022-02-25,1,90G,32,29,M,10,20,N,,,
2022,44754849,1,2022-02-03,2,90D,64,61,M,10,20,R,,,
2022,44823256,1,2022-02-05,1,90Z,25,22,M,10,20,R,,,
2022,44841889,1,2022-02-05,1,90Z,39,36,M,20,20,N,,,
2022,44857069,1,2022-02-05,1,90Z,34,31,M,10,20,N,,,
2022,44875250,1,2022-02-09,2,90G,63,60,M,50,20,N,,,
2022,44875444,1,2022-02-13,1,90D,73,70,F,10,20,N,,,
2022,44927107,1,2022-02-15,1,90Z,44,41,M,20,20,N,,,
2022,44927132,1,2022-02-15,1,90D,32,29,M,10,20,N,,,
2022,44950730,1,2022-02-18,2,90Z,23,20,F,10,20,U,,,
2022,44950732,1,2022-02-20,1,90D,40,37,M,20,20,R,,,
2022,44962318,1,2022-02-14,2,90C,35,32,M,20,20,R,,,
2022,44962379,1,2022-02-23,2,90Z,52,49,M,10,20,R,,,
2022,45009683,1,2022-02-26,1,90D,54,51,M,10,10,N,,,
2022,45009751,1,2022-02-27,1,90D,34,31,F,10,20,N,,,
2022,45010000,1,2022-02-26,1,90D,59,56,M,10,20,R,,,
2022,45028140,1,2022-02-27,3,90Z,25,22,M,10,20,N,,,
2022,45035172,1,2022-02-25,1,90C,45,42,F,10,20,R,,,
2022,45268099,1,2022-03-14,3,90D,24,21,M,10,20,N,,,
2022,45268369,1,2022-03-12,1,90C,32,29,M,10,20,N,,,
2022,45313896,1,2022-03-29,1,90D,86,83,M,10,20,N,,,
2022,45296235,1,2022-03-19,1,90D,44,41,M,10,20,R,,,
2022,45296677,1,2022-03-19,2,90G,32,29,M,10,20,R,,,
2022,45296678,1,2022-03-19,1,90Z,47,44,M,20,20,N,,,
2022,45296676,1,2022-03-18,1,90Z,49,46,M,10,20,R,,,
2022,45296829,1,2022-03-16,3,90D,36,33,M,20,20,R,,,
2022,45313481,1,2022-03-26,1,90D,25,22,F,10,20,R,,,
2022,45304140,1,2022-03-09,2,90Z,57,54,M,20,20,R,,,
2022,45305169,1,2022-03-23,1,90D,34,31,F,10,20,R,,,
2022,45305908,1,2022-03-23,3,90Z,30,27,M,10,10,N,,,
2022,45089190,1,2022-03-04,3,90Z,19,16,M,20,20,N,R,,
2022,45092901,1,2022-03-04,3,90D,47,44,M,10,20,N,,,
2022,45092902,1,2022-03-04,1,90D,35,32,F,40,20,N,,,
2022,45092903,1,2022-03-06,3,90Z,43,40,M,20,20,N,,,
2022,45092904,1,2022-03-06,3,90D,52,49,F,20,20,N,,,
2022,45102121,1,2022-03-04,1,90Z,35,32,M,10,20,N,,,
2022,45107505,1,2022-03-08,1,90D,40,37,M,10,10,R,,,
2022,45366763,1,2022-04-09,3,90D,48,45,M,10,20,R,,,
2022,45331507,1,2022-04-03,2,90Z,65,62,M,10,20,R,,,
2022,45332238,1,2022-04-03,3,90D,31,28,M,40,20,N,,,
2022,45344978,1,2022-04-02,2,90D,39,36,M,10,10,N,,,
2022,45346982,1,2022-04-05,3,90Z,25,22,M,20,20,N,,,
2022,45375564,1,2022-04-09,1,90D,26,23,M,20,20,N,,,
2022,45375566,1,2022-04-10,3,90D,27,24,M,10,10,N,,,
2022,45375565,1,2022-04-09,1,90D,38,35,M,10,20,R,,,
2022,45466976,1,2022-04-13,2,90C,21,18,M,20,20,N,,,
2022,45466977,2,2022-04-13,2,90C,21,18,M,10,10,N,,,
2022,45499924,1,2022-04-23,1,90Z,52,49,M,10,20,N,,,
2022,45499923,1,2022-04-23,1,90Z,42,39,M,10,20,N,,,
2022,45434455,1,2022-04-16,1,90D,62,59,F,10,20,N,,,
2022,45434456,1,2022-04-17,1,90D,37,34,M,20,20,N,,,
2022,45434454,1,2022-04-15,2,90D,31,28,M,10,20,R,,,
2022,45486444,1,2022-04-24,3,90D,38,35,F,10,20,R,,,
2022,45447849,1,2022-04-18,1,90Z,53,50,M,10,20,R,,,
2022,45451533,1,2022-04-19,1,90D,34,31,F,10,20,R,,,
2022,45452473,1,2022-04-18,2,90Z,48,45,M,20,20,R,,,
2022,45453073,1,2022-04-13,2,90C,20,17,F,40,20,N,R,,
2022,45453074,2,2022-04-13,2,90C,21,18,F,20,20,N,,,
2022,45530686,1,2022-04-28,2,90Z,29,26,M,10,20,N,,,
2022,45539726,1,2022-04-28,1,90J,36,33,M,10,10,N,,,
2022,45672072,1,2022-04-17,1,90D,24,21,M,20,20,N,,,
2022,45561611,1,2022-04-05,2,90Z,37,34,M,20,20,R,,,
2022,45632413,1,2022-05-10,1,90D,31,28,M,10,20,N,,,
2022,45632414,1,2022-05-11,3,90D,29,26,M,10,20,N,,,
2022,45539753,1,2022-05-03,1,90Z,41,38,M,10,20,N,,,
2022,45640040,1,2022-05-11,3,90D,36,33,M,10,20,R,,,
2022,45542296,1,2022-05-05,1,90D,54,51,M,10,40,N,,,
2022,45671071,1,2022-05-14,3,90D,56,53,M,10,20,N,,,
2022,45640841,1,2022-05-11,2,90Z,67,64,M,10,20,N,,,
2022,45672120,1,2022-05-14,1,90D,45,42,M,40,20,R,,,
2022,45592520,1,2022-05-08,1,90D,46,43,F,10,20,N,,,
2022,45592519,1,2022-05-07,3,90Z,53,50,M,10,20,R,,,
2022,45664967,1,2022-05-12,1,90D,32,29,F,10,10,R,,,
2022,45665037,1,2022-05-11,1,90D,28,25,F,10,20,R,,,
2022,45665046,1,2022-05-12,1,90C,32,29,F,10,10,N,,,
2022,45754964,1,2022-05-25,3,90Z,27,24,F,10,20,N,,,
2022,45755023,1,2022-05-24,1,90Z,60,57,M,20,20,N,,,
2022,45701953,1,2022-05-15,2,90Z,53,50,M,10,20,R,,,
2022,45763501,1,2022-05-25,2,90G,24,21,M,10,20,N,,,
2022,45711736,1,2022-05-20,3,90D,39,36,M,10,20,N,,,
2022,45712140,1,2022-05-04,2,90Z,35,32,M,20,20,N,,,
2022,45772124,1,2022-05-29,2,90Z,37,34,M,40,20,N,,,
2022,45730809,1,2022-05-25,1,90D,54,51,F,10,20,R,,,
2022,45736901,1,2022-05-25,2,90G,28,25,M,10,20,N,,,
2022,45736902,1,2022-05-25,2,90G,43,40,F,10,20,N,,,
2022,45736927,1,2022-05-25,2,90G,23,20,M,30,20,N,,,
2022,45736939,1,2022-05-25,2,90G,32,29,M,20,20,R,,,
2022,45736999,1,2022-05-22,3,90D,43,40,M,10,20,R,,,
2022,45737025,1,2022-05-21,2,90C,47,44,F,10,20,N,,,
2022,45737026,2,2022-05-21,2,90C,54,51,M,10,20,N,,,
2022,45737027,1,2022-05-22,2,90Z,34,31,F,10,20,N,,,
2022,45789123,1,2022-06-06,2,90J,45,42,F,10,20,N,,,
2022,45763604,1,2022-06-01,2,90Z,23,20,M,20,20,N,,,
2022,45802375,1,2022-06-10,1,90D,55,52,M,20,20,N,,,
2022,45772066,1,2022-06-02,1,90D,31,28,M,10,20,N,,,
2022,45780587,1,2022-06-03,2,90Z,38,35,F,10,20,R,,,
2022,45783899,1,2022-06-04,1,90D,43,40,M,10,20,N,,,
2022,45981150,1,2022-06-24,2,90D,19,16,F,10,20,N,R,,
2022,45845828,1,2022-06-07,3,90D,40,37,M,10,20,R,,,
2022,45845643,1,2022-06-09,1,90Z,54,51,M,10,20,N,,,
2022,45845767,1,2022-06-07,2,90Z,32,29,M,10,20,N,,,
2022,45846434,1,2022-06-10,1,90J,63,60,M,20,20,R,,,
2022,45846435,1,2022-06-11,1,90D,24,21,M,10,20,R,,,
2022,45933061,1,2022-06-16,1,90D,45,42,M,10,20,N,,,
2022,45866902,1,2022-06-13,3,90Z,64,61,M,10,20,R,,,
2022,45947674,1,2022-06-17,1,90Z,30,27,M,10,20,N,,,
2022,45947757,1,2022-06-19,3,90D,22,19,M,40,20,N,,,
2022,45947756,1,2022-06-18,1,90D,35,32,M,40,20,R,,,
2022,45921780,1,2022-06-16,1,90D,31,28,M,40,20,N,,,
2022,45996164,1,2022-06-05,2,90C,45,42,F,10,20,R,,,
2022,46002506,1,2022-06-21,2,90Z,24,21,M,10,20,N,,,
2022,46006736,1,2022-06-23,2,90G,39,36,M,20,20,N,,,
2022,46011446,1,2022-06-27,1,90Z,49,46,M,10,20,N,,,
2022,46028676,1,2022-06-28,3,90C,44,41,M,10,20,N,,,
2022,46086661,1,2022-07-05,1,90J,68,65,M,10,20,N,,,
2022,46086729,1,2022-07-06,2,90Z,42,39,M,10,20,N,,,
2022,46128827,1,2022-07-09,1,90D,40,37,F,10,20,N,,,
2022,46128828,1,2022-07-09,1,90D,25,22,M,10,20,N,,,
