data_year,victim_id,injury_id
2022,165993994,5
2022,174182890,4
2022,183338145,4
2022,183338147,5
2022,183338148,5
2022,183338150,4
2022,183338152,5
2022,174181307,4
2022,174181309,4
2022,183338154,5
2022,174181315,5
2022,183338156,4
2022,183338157,4
2022,167476421,4
2022,183338159,5
2022,167606571,5
2022,167606572,5
2022,183338163,4
2022,183338164,4
2022,168294145,7
2022,168889153,4
2022,174181345,5
2022,174181346,5
2022,169565169,4
2022,169343698,5
2022,169343699,4
2022,169565171,5
2022,169565172,5
2022,174181361,4
2022,183338228,5
2022,183338229,5
2022,171163062,5
2022,177538041,4
2022,173376107,5
2022,180781270,5
2022,180781271,5
2022,177538042,5
2022,173019250,4
2022,183338908,5
2022,183338909,4
2022,183338910,4
2022,184067994,5
2022,183338929,4
2022,174182905,5
2022,175848301,5
2022,183338980,5
2022,177489909,4
2022,171723300,4
2022,173457469,5
2022,174313310,4
2022,183339010,4
2022,177489914,4
2022,175501680,5
2022,183339100,5
2022,183339104,4
2022,183339107,5
2022,183339135,4
2022,176639417,4
2022,175848757,4
2022,177538102,4
2022,177503784,5
2022,178243702,4
2022,179374943,4
2022,179374944,4
2022,183339189,4
2022,183339192,5
2022,183339209,5
2022,183339215,5
2022,183339256,4
2022,161827854,5
2022,183339260,4
2022,183339292,5
2022,163421306,4
2022,163421307,4
2022,162291729,4
2022,162291730,4
2022,162259264,5
2022,162259265,5
2022,162259287,5
2022,162259288,5
2022,162293201,4
2022,177503232,5
2022,162673646,5
2022,183339293,4
2022,179568880,4
2022,162673697,5
2022,179900283,5
2022,180410369,5
2022,162848540,4
2022,181276923,5
2022,165197995,1
2022,162952887,5
2022,180991689,2
2022,163237574,4
2022,161627549,5
2022,163363056,8
2022,163363067,4
2022,175122031,4
2022,175122032,4
2022,170595259,4
2022,164622964,4
2022,163424906,5
2022,164005868,4
2022,164195924,5
2022,167434767,1
2022,164195962,4
2022,170145685,1
2022,169835351,4
2022,166231035,4
2022,165301895,5
2022,165301896,4
2022,179233431,4
2022,179233432,5
2022,179233433,5
2022,162032418,4
2022,165256448,5
2022,165205018,4
2022,168202710,5
2022,166960469,5
2022,166230927,5
2022,171602763,4
2022,166999082,5
2022,166999083,5
2022,166231039,5
2022,166231041,5
2022,166960731,5
2022,166960732,5
2022,171602764,4
2022,167109304,4
2022,167047011,4
2022,167193052,3
2022,171602765,4
2022,169835352,4
2022,169835353,5
2022,162997770,5
2022,166613101,4
2022,169840078,4
2022,167413256,5
2022,167166380,5
2022,167193420,5
2022,167469050,5
2022,179233434,5
2022,179233435,5
2022,167193427,4
2022,167461027,4
2022,167509632,4
2022,167562362,4
2022,166609355,5
2022,168576634,6
2022,169660958,3
2022,171508518,4
2022,168111494,4
2022,172013904,4
2022,172013905,4
2022,169972630,5
2022,168255093,7
2022,168232155,5
2022,168652431,4
2022,169899961,5
2022,178125598,4
2022,178125599,5
2022,173170629,6
2022,168576636,5
2022,169360045,5
2022,170752298,4
2022,180799716,7
2022,180799717,4
2022,169049328,5
2022,169041224,4
2022,172366350,5
2022,169409618,5
2022,169409619,4
2022,169840083,4
2022,170870114,4
2022,170870115,4
2022,170870116,5
2022,170870117,5
2022,169568706,5
2022,169977199,5
2022,169977200,5
2022,169661207,4
2022,169661208,5
2022,169912468,4
2022,169912469,5
2022,169836104,5
2022,169836105,5
2022,164105379,4
2022,171876674,5
2022,171876699,4
2022,164822178,5
2022,169840085,4
2022,165319793,4
2022,165319794,4
2022,173173844,5
2022,169913609,5
2022,183446517,5
2022,165265972,5
2022,169913863,5
2022,170146002,4
2022,172538691,5
2022,169840087,5
2022,173173845,5
2022,172943021,4
2022,170034142,4
2022,170951669,1
2022,172943022,4
2022,166633877,5
2022,170839332,5
2022,172538708,5
2022,172538709,5
2022,172538710,5
2022,170595740,4
2022,187157962,4
2022,171114564,4
2022,171114565,5
2022,171189597,4
2022,171189598,5
2022,171189599,5
2022,171291565,5
2022,171401257,5
2022,172102185,4
2022,169840092,4
2022,169840093,4
2022,165706005,5
2022,172284989,5
2022,165706006,5
2022,176426808,8
2022,172538836,4
2022,166978586,6
2022,173514037,5
2022,172702830,5
2022,169973089,4
2022,174767362,2
2022,172697275,4
2022,173080475,4
2022,166963332,4
2022,169840094,4
2022,173083238,5
2022,169129712,4
2022,168235376,5
2022,169840095,5
2022,173377171,5
2022,176652918,5
2022,172684296,5
2022,169840097,4
2022,167197353,5
2022,169840098,4
2022,179565130,5
2022,179565131,5
2022,173665398,4
2022,169840099,4
2022,174176233,4
2022,174313319,4
2022,174313320,3
2022,172707386,5
2022,183108838,4
2022,167464285,5
2022,167565538,5
2022,167255388,5
2022,169799367,5
2022,172001756,5
2022,184049827,5
2022,174639851,4
2022,174485581,4
2022,180926685,4
2022,172001767,4
2022,175043234,4
2022,175043235,4
