data_year,weapon_id,offense_id,nibrs_weapon_id
2022,41,180301911,
2022,41,188519299,
2022,3,197695776,
2022,41,197695783,
2022,41,197695785,
2022,41,197695786,
2022,41,197695789,
2022,41,197695791,
2022,41,188517703,
2022,41,188517706,
2022,41,197695793,
2022,41,188517711,
2022,41,197695795,
2022,41,181798626,
2022,41,197695797,
2022,41,181928959,
2022,41,197695802,
2022,41,182617656,
2022,3,197695832,
2022,41,183217377,
2022,41,188517741,
2022,38,183893700,
2022,38,183669513,
2022,41,183669514,
2022,34,183893775,
2022,21,183893702,
2022,3,198114775,
2022,41,188517756,
2022,4,197695864,
2022,4,197695865,
2022,41,185489730,
2022,41,191881266,
2022,41,187356257,
2022,41,197696557,
2022,21,197696558,
2022,41,198426168,
2022,4,197696568,
2022,41,197696579,
2022,41,188519314,
2022,41,190182612,
2022,38,197696629,
2022,41,191833006,
2022,38,197696659,
2022,41,191833011,
2022,21,197696748,
2022,41,197696753,
2022,32,197696757,
2022,38,197696784,
2022,31,190183039,
2022,41,191881324,
2022,41,187715246,
2022,41,195130789,
2022,3,190737195,
2022,39,192604593,
2022,38,186055703,
2022,38,200104820,
2022,41,197696837,
2022,41,197696840,
2022,41,197696859,
2022,41,197696865,
2022,38,197696909,
2022,42,187797758,
2022,41,188648446,
2022,41,197696914,
2022,21,197696947,
2022,42,189834388,
2022,3,189834389,
2022,38,191031627,
2022,41,190980173,
2022,41,191846891,
2022,41,197696947,
2022,41,193923670,
2022,41,194257521,
2022,41,194763764,
2022,5,195632789,
2022,31,195346200,
2022,3,175912919,
2022,41,193730166,
2022,21,176316535,
2022,42,176316536,
2022,3,176708232,
2022,21,176111587,
2022,41,177705667,
2022,3,187281565,
2022,41,176572830,
2022,5,187281565,
2022,39,182522789,
2022,41,185927888,
2022,41,176540982,
2022,41,185927889,
2022,41,176541006,
2022,41,176574335,
2022,42,191846335,
2022,41,176956222,
2022,41,185927890,
2022,42,176956278,
2022,38,177278876,
2022,41,177126487,
2022,41,179484040,
2022,41,180925201,
2022,41,177234518,
2022,41,184170860,
2022,41,177517253,
2022,38,180921177,
2022,41,186346137,
2022,39,184301340,
2022,41,177645392,
2022,41,177645405,
2022,41,189460514,
2022,42,184917090,
2022,9,178902623,
2022,41,177709503,
2022,21,181734764,
2022,41,178292380,
2022,41,178483236,
2022,41,181756449,
2022,41,178483278,
2022,41,184474501,
2022,41,184166106,
2022,41,180545820,
2022,41,179589223,
2022,31,193587426,
2022,41,193587428,
2022,41,179542347,
2022,41,179491367,
2022,41,181276693,
2022,41,180545714,
2022,41,184170865,
2022,3,180545823,
2022,39,181317131,
2022,41,180545826,
2022,21,178394294,
2022,42,186210246,
2022,41,186210277,
2022,31,180545828,
2022,42,179102320,
2022,41,181276967,
2022,41,181430772,
2022,3,182576326,
2022,41,181366257,
2022,31,181515609,
2022,41,184166107,
2022,21,181734766,
2022,5,179681142,
2022,41,181488316,
2022,41,181515996,
2022,41,181791310,
2022,41,193587429,
2022,41,181516005,
2022,38,191846894,
2022,41,181783144,
2022,41,181831660,
2022,41,181885017,
2022,41,182902675,
2022,41,184170867,
2022,21,179607524,
2022,41,179607525,
2022,41,187510209,
2022,21,183988868,
2022,41,185834836,
2022,31,182433857,
2022,42,179552367,
2022,41,182576140,
2022,3,182553021,
2022,31,183371245,
2022,41,182979540,
2022,41,184229396,
2022,41,192480086,
2022,41,187507001,
2022,41,182902677,
2022,21,201525874,
2022,3,183685712,
2022,3,183685713,
2022,41,185074893,
2022,41,195149236,
2022,41,195149237,
2022,41,183379789,
2022,41,183371248,
2022,42,186695069,
2022,41,184170869,
2022,41,183736856,
2022,31,187510210,
2022,41,185196587,
2022,3,190278890,
2022,41,187281474,
2022,41,183897164,
2022,21,184306030,
2022,31,184306030,
2022,41,183989110,
2022,41,184241741,
2022,31,184241742,
2022,41,184166898,
2022,39,180946856,
2022,41,184242918,
2022,42,197806350,
2022,41,184243179,
2022,41,184474810,
2022,42,186868962,
2022,41,184363439,
2022,31,185278050,
2022,1,181463606,
2022,41,184170873,
2022,41,184170874,
2022,42,180008581,
2022,3,184917604,
2022,41,185166312,
2022,41,186868978,
2022,41,184917617,
2022,41,201525875,
2022,3,185440294,
2022,32,185440294,
2022,41,185440295,
2022,41,185515947,
2022,42,185617710,
2022,41,185727939,
2022,31,180318551,
2022,41,186433398,
2022,7,186613456,
2022,41,190765290,
2022,39,181295697,
2022,41,186869100,
2022,42,187856536,
2022,42,184301773,
2022,41,189104229,
2022,41,187034700,
2022,34,202077874,
2022,41,187028971,
2022,41,187418094,
2022,34,192280061,
2022,41,187420759,
2022,42,187716372,
2022,41,189104230,
2022,39,181279702,
2022,42,190993525,
2022,41,184170875,
2022,38,193969287,
2022,42,193919857,
2022,41,188008133,
2022,21,188512390,
2022,39,183460340,
2022,41,188648459,
2022,41,188648460,
2022,42,182556181,
2022,42,184170876,
2022,42,187015927,
2022,41,184170878,
2022,3,187039365,
2022,42,198408319,
