yearly_agency_id,agency_id,data_year,ori,legacy_ori,covered_by_legacy_ori,direct_contributor_flag,dormant_flag,dormant_year,reporting_type,ucr_agency_name,ncic_agency_name,pub_agency_name,pub_agency_unit,agency_status,state_id,state_name,state_abbr,state_postal_abbr,division_code,division_name,region_code,region_name,region_desc,agency_type_name,population,submitting_agency_id,sai,submitting_agency_name,suburban_area_flag,population_group_id,population_group_code,population_group_desc,parent_pop_group_code,parent_pop_group_desc,mip_flag,pop_sort_order,summary_rape_def,pe_reported_flag,male_officer,male_civilian,male_officer+male_civilian,female_officer,female_civilian,female_officer+female_civilian,officer_rate,employee_rate,nibrs_cert_date,nibrs_start_date,nibrs_leoka_start_date,nibrs_ct_start_date,nibrs_multi_bias_start_date,nibrs_off_eth_start_date,covered_flag,county_name,msa_name,publishable_flag,participated,nibrs_participated
92212022,9221,2022,MN0271500,MN0271500,,N,N,,I,ORONO,ORONO PD CRYSTAL BAY,Orono,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,19245,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,23,0,23,3,4,7,1.4,1.6,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92222022,9222,2022,MN0271600,MN0271600,,N,N,,I,OSSEO,OSSEO PD,Osseo,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2545,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,1,2,3.1,3.5,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92232022,9223,2022,MN0271700,MN0271700,,N,N,,I,PLYMOUTH,PLYMOUTH PD,Plymouth,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,78585,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,67,2,69,11,14,25,1.0,1.2,2016-06-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92242022,9224,2022,MN0271800,MN0271800,,N,N,,I,RICHFIELD,RICHFIELD PD,Richfield,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,36079,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,35,2,37,10,8,18,1.2,1.5,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92252022,9225,2022,MN0271900,MN0271900,,N,N,,I,ROBBINSDALE,ROBBINSDALE PD,Robbinsdale,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,13907,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,1,20,2,5,7,1.5,1.9,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92262022,9226,2022,MN0272000,MN0272000,,N,N,,I,ST. ANTHONY,ST ANTHONY POLICE DEPARTMENT,St. Anthony,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,11568,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,19,1,20,1,2,3,1.7,2.0,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,"HENNEPIN, RAMSEY","Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92272022,9227,2022,MN0272100,MN0272100,,N,N,,I,ST. LOUIS PARK,ST LOUIS PARK PD,St. Louis Park,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,48311,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,8,4,"Cities from 25,000 thru 49,999",4,"Cities from 25,000 thru 49,999",N,8,,Y,46,2,48,10,13,23,1.2,1.5,2016-06-01,2018-06-01,2018-06-01,2018-06-01,2018-06-01,2018-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92282022,9228,2022,MN0272300,MN0272300,,N,N,,I,WAYZATA,WAYZATA PD,Wayzata,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5986,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,3,2,5,2.5,2.8,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92292022,9229,2022,MN0272400,MN0272400,,N,N,,I,UNIV OF MN: TWIN CITIES,UNIV OF MN PD MINNEAPOLIS,University of Minnesota:,Twin Cities,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,University or College,0,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,39,37,76,8,17,25,0,0,2016-06-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,2019-01-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92302022,9230,2022,MN0272500,MN0272500,,N,N,,I,MINNEAPOLIS-ST. PAUL I A,MINNEAPOLIS-ST PAUL INTNATL AIRPORT PD ST PAUL,Minneapolis-St. Paul International Airport,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,Other,0,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,70,36,106,14,28,42,0,0,2016-06-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92312022,9231,2022,MN0272600,MN0272600,,N,N,,I,EDEN PRAIRIE,EDEN PRAIRIE PD,Eden Prairie,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,62008,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,61,7,68,9,15,24,1.1,1.5,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92322022,9232,2022,MN0272700,MN0272700,,N,N,,I,MAPLE GROVE,MAPLE GROVE PD,Maple Grove,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,70935,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,7,3,"Cities from 50,000 thru 99,999",3,"Cities from 50,000 thru 99,999",N,7,,Y,56,5,61,13,12,25,1.0,1.2,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92332022,9233,2022,MN0272800,MN0272800,,N,N,,I,MINNETRISTA,MINNETRISTA PUBLIC SAFETY DEPARTMENT,Minnetrista,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,10959,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,13,2,15,0,2,2,1.2,1.6,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92342022,9234,2022,MN0272900,MN0272900,,N,N,,I,CHAMPLIN,CHAMPLIN PD,Champlin,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,23038,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,22,1,23,2,4,6,1.0,1.3,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92352022,9235,2022,MN0273000,MN0273000,,N,N,,I,MEDINA,MEDINA PD HAMEL,Medina,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,6753,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,11,0,11,0,1,1,1.6,1.8,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92362022,9236,2022,MN0273100,MN0273100,,N,N,,I,CORCORAN,CORCORAN PD,Corcoran,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,7295,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,3,4,1.5,1.9,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92372022,9237,2022,MN0273200,MN0273200,,N,N,,I,DAYTON,DAYTON PD,Dayton,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,9078,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,1,11,0,1,1,1.1,1.3,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,"HENNEPIN, WRIGHT","Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92382022,9238,2022,MN0273400,MN0273400,,N,N,,I,ROGERS,ROGERS PD,Rogers,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,13438,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,16,1,17,4,3,7,1.5,1.8,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92402022,9240,2022,MN0273700,MN0273700,,N,N,,I,WEST HENNEPIN,WEST HENNEPIN PUBLIC SAFETY DEPT MAPLE PLAIN,West Hennepin,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5311,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,0,2,2,1.7,2.1,2016-06-01,2020-06-01,2020-06-01,2020-07-01,2020-07-01,2020-07-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92432022,9243,2022,MN0274000,MN0274000,,N,N,,I,THREE RIVERS PARK DIST,THREE RIVERS PARK DISTRICT,Three Rivers Park District,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,Other,0,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,10,0,10,1,1,2,0,0,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,HENNEPIN,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92452022,9245,2022,MN0280000,MN0280000,,N,N,,I,HOUSTON,HOUSTON CO SO CALEDONIA,Houston,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,7979,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,15,10,25,0,9,9,1.9,4.3,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92462022,9246,2022,MN0280100,MN0280100,,N,N,,I,CALEDONIA,CALEDONIA PD,Caledonia,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,2807,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,5,0,5,0,1,1,1.8,2.1,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92472022,9247,2022,MN0280200,MN0280200,,N,N,,I,HOUSTON,HOUSTON PD,Houston,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,976,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,2,0,2,0,0,0,2.0,2.0,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92482022,9248,2022,MN0280300,MN0280300,,N,N,,I,LA CRESCENT,LA CRESCENT PD,La Crescent,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5222,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,7,0,7,1,1,2,1.5,1.7,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92492022,9249,2022,MN0280400,MN0280400,,N,N,,I,SPRING GROVE,SPRING GROVE PD,Spring Grove,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1228,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,0.8,0.8,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92502022,9250,2022,MN0280500,MN0280500,,N,N,,I,HOKAH,HOKAH PD,Hokah,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,555,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,1.8,1.8,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,HOUSTON,"La Crosse-Onalaska, WI-MN",Y,Y,Y
92512022,9251,2022,MN0290000,MN0290000,,N,N,,I,HUBBARD,HUBBARD CO SO PARK RAPIDS,Hubbard,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,17478,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,18,22,40,1,12,13,1.1,3.0,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HUBBARD,Not Specified,Y,Y,Y
92522022,9252,2022,MN0290100,MN0290100,,N,N,,I,PARK RAPIDS,PARK RAPIDS PD,Park Rapids,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,4186,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,10,0,10,1,1,2,2.6,2.9,2016-06-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,N,HUBBARD,Not Specified,Y,Y,Y
92532022,9253,2022,MN0300000,MN0300000,,N,N,,I,ISANTI,ISANTI CO SO CAMBRIDGE,Isanti,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,23316,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,19,16,35,2,19,21,0.9,2.4,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ISANTI,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92542022,9254,2022,MN0300100,MN0300100,,N,N,,I,CAMBRIDGE,CAMBRIDGE PD,Cambridge,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,10137,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,14,0,14,2,2,4,1.6,1.8,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,ISANTI,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
92552022,9255,2022,MN0310000,MN0310000,,N,N,,I,ITASCA,ITASCA CO SO GRAND RAPIDS,Itasca,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,28220,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,14,8B,"Non-MSA counties from 25,000 thru 99,999",8,Non-MSA Counties,N,14,,Y,28,23,51,0,17,17,1.0,2.4,2016-06-01,2019-02-01,2019-02-01,2019-02-01,2019-08-01,2019-02-01,N,ITASCA,Not Specified,Y,Y,Y
92562022,9256,2022,MN0310300,MN0310300,,N,N,,I,GRAND RAPIDS,GRAND RAPIDS PD,Grand Rapids,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,11388,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,17,1,18,2,1,3,1.7,1.8,2016-06-01,2019-02-01,2019-02-01,2019-02-01,2019-08-01,2019-02-01,N,ITASCA,Not Specified,Y,Y,Y
92572022,9257,2022,MN0310500,MN0310500,,N,N,,I,NASHWAUK,NASHWAUK PD,Nashwauk,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,962,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,4.2,4.2,2016-06-01,2019-02-01,2019-02-01,2019-06-01,2019-02-01,2019-06-01,N,ITASCA,Not Specified,Y,Y,Y
92582022,9258,2022,MN0320000,MN0320000,,N,N,,I,JACKSON,JACKSON CO SO JACKSON,Jackson,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,7695,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,15,3,18,0,10,10,1.9,3.6,2016-06-01,2019-02-01,2019-02-01,2019-06-01,2019-08-01,2019-02-01,N,JACKSON,Not Specified,Y,Y,Y
92602022,9260,2022,MN0320200,MN0320200,,N,N,,I,LAKEFIELD,LAKEFIELD PD,Lakefield,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1730,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,1.7,1.7,2016-06-01,2019-02-01,2019-02-01,2019-06-01,2019-07-01,2019-06-01,N,JACKSON,Not Specified,Y,Y,Y
92612022,9261,2022,MN0330000,MN0330000,,N,N,,I,KANABEC,KANABEC CO SO MORA,Kanabec,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,16305,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,19,12,31,2,13,15,1.3,2.8,2016-06-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,KANABEC,Not Specified,Y,Y,Y
92632022,9263,2022,MN0340000,MN0340000,,N,N,,I,KANDIYOHI,KANDIYOHI CO SO WILLMAR,Kandiyohi,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,21713,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,15,8C,"Non-MSA counties from 10,000 thru 24,999",8,Non-MSA Counties,N,15,,Y,24,39,63,6,29,35,1.4,4.5,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,KANDIYOHI,Not Specified,Y,Y,Y
92642022,9264,2022,MN0340100,MN0340100,,N,N,,I,WILLMAR,WILLMAR PD,Willmar,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,21097,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,9,5,"Cities from 10,000 thru 24,999",5,"Cities from 10,000 thru 24,999",N,9,,Y,34,0,34,1,4,5,1.7,1.8,2016-06-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,N,KANDIYOHI,Not Specified,Y,Y,Y
92652022,9265,2022,MN0350000,MN0350000,,N,N,,I,KITTSON,KITTSON CO SO HALLOCK,Kittson,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,3239,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,5,1,6,0,5,5,1.5,3.4,2016-06-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01,N,KITTSON,Not Specified,Y,Y,Y
92662022,9266,2022,MN0350100,MN0350100,,N,N,,I,HALLOCK,HALLOCK PD,Hallock,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,879,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,1,0,1,0,0,0,1.1,1.1,2016-06-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,2021-01-01,N,KITTSON,Not Specified,Y,Y,Y
92672022,9267,2022,MN0360000,MN0360000,,N,N,,I,KOOCHICHING,KOOCHICHING CO SO INTERNATIONAL FALLS,Koochiching,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,6214,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,10,7,17,0,3,3,1.6,3.2,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,KOOCHICHING,Not Specified,Y,Y,Y
92682022,9268,2022,MN0360100,MN0360100,,N,N,,I,INTERNATIONAL FALLS,INTERNATIONAL FALLS PD,International Falls,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,5657,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,12,0,12,0,0,0,2.1,2.1,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,KOOCHICHING,Not Specified,Y,Y,Y
92702022,9270,2022,MN0370000,MN0370000,,N,N,,I,LAC QUI PARLE,LAC QUI PARLE CO SO MADISON,Lac qui Parle,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,5087,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,16,8D,"Non-MSA counties under 10,000",8,Non-MSA Counties,N,16,,Y,7,0,7,0,4,4,1.4,2.2,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,LAC QUI PARLE,Not Specified,Y,Y,Y
92712022,9271,2022,MN0370100,MN0370100,,N,N,,I,DAWSON/BOYD,DAWSON PD,Dawson/Boyd,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1590,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,N,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,3,0,3,0,0,0,1.9,1.9,2016-06-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,2019-09-01,N,LAC QUI PARLE,Not Specified,Y,Y,Y
92732022,9273,2022,MN0380000,MN0380000,,N,N,,I,LAKE,LAKE CO SO TWO HARBORS,Lake,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,5616,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,22,9D,"MSA counties under 10,000",9,MSA Counties,N,22,,Y,16,6,22,0,8,8,2.8,5.3,2016-06-01,2020-07-01,2020-07-01,2020-09-01,2020-09-01,2020-09-01,N,LAKE,"Duluth, MN-WI",Y,Y,Y
92742022,9274,2022,MN0380100,MN0380100,,N,N,,I,SILVER BAY,SILVER BAY PD,Silver Bay,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,1865,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,11,7,"Cities under 2,500",7,"Cities under 2,500",N,11,,Y,4,0,4,0,0,0,2.1,2.1,2016-06-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,N,LAKE,"Duluth, MN-WI",Y,Y,Y
92752022,9275,2022,MN0380200,MN0380200,,N,N,,I,TWO HARBORS,TWO HARBORS PD,Two Harbors,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,City,3624,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,10,6,"Cities from 2,500 thru 9,999",6,"Cities from 2,500 thru 9,999",N,10,,Y,9,0,9,0,1,1,2.5,2.8,2016-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,N,LAKE,"Duluth, MN-WI",Y,Y,Y
92772022,9277,2022,MN0400000,MN0400000,,N,N,,I,LE SUEUR,LE SUEUR CO SO LE CENTER,Le Sueur,,A,27,Minnesota,MN,MN,4,West North Central,2,Midwest,Region II,County,12923,23375,MNUCR0001,Minnesota Justice Information Services Bureau of Criminal Apprehension,Y,21,9C,"MSA counties from 10,000 thru 24,999",9,MSA Counties,N,21,,Y,23,10,33,0,17,17,1.8,3.9,2016-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,2020-06-01,N,LE SUEUR,"Minneapolis-St. Paul-Bloomington, MN-WI",Y,Y,Y
