data_year,arrestee_id,nibrs_arrestee_weapon_id,weapon_id
2022,50162921,,52
2022,50162922,,51
2022,50162923,,51
2022,50337588,,51
2022,50162925,,51
2022,50162926,,51
2022,48366826,,51
2022,50162937,,51
2022,48366827,,51
2022,48751652,,51
2022,48751653,,51
2022,50162977,,52
2022,50162979,,51
2022,50162982,,51
2022,50162984,,51
2022,50162986,,51
2022,50162987,,51
2022,50162988,,51
2022,50162990,,51
2022,48508515,,3
2022,48943909,,51
2022,50162993,,51
2022,50162996,,51
2022,50162999,,51
2022,50163000,,51
2022,50163006,,51
2022,50163007,,51
2022,50163008,,51
2022,50163009,,51
2022,50163013,,52
2022,49261091,,51
2022,49342630,,51
2022,49466247,,51
2022,49466248,,51
2022,49579448,,51
2022,49687532,,5
2022,49608384,,51
2022,50163016,,51
2022,46979529,,51
2022,45001075,,52
2022,47852494,,51
2022,45098026,,51
2022,45098027,,51
2022,45090200,,51
2022,45090201,,51
2022,49459650,,51
2022,45191531,,51
2022,45098313,,51
2022,48755590,,51
2022,45809916,,51
2022,45098314,,51
2022,45170363,,51
2022,45218978,,51
2022,50632193,,51
2022,45191612,,51
2022,45191616,,51
2022,45501185,,51
2022,45230665,,51
2022,45267403,,51
2022,45792294,,51
2022,46969221,,51
2022,45280366,,51
2022,45262886,,51
2022,45280367,,51
2022,45809917,,51
2022,45322858,,51
2022,45355673,,51
2022,47661291,,51
2022,44977567,,51
2022,47661292,,51
2022,46982445,,51
2022,46979531,,51
2022,46979532,,51
2022,46969222,,51
2022,45007875,,51
2022,46557956,,51
2022,48163489,,51
2022,45133641,,3
2022,46160018,,51
2022,46027911,,51
2022,48188566,,51
2022,48188567,,51
2022,45501189,,51
2022,45355677,,51
2022,45370445,,51
2022,46344268,,52
2022,45558199,,51
2022,46349757,,51
2022,45653574,,51
2022,45558234,,51
2022,47009852,,51
2022,45558245,,51
2022,45639253,,51
2022,46937325,,51
2022,45639262,,51
2022,45639263,,51
2022,46379853,,51
2022,49168484,,51
2022,45662237,,51
2022,45819924,,51
2022,45819925,,51
2022,45831058,,51
2022,45132977,,51
2022,46890027,,51
2022,46531056,,51
2022,49183448,,51
2022,45998160,,51
2022,45699938,,51
2022,50110032,,51
2022,47443152,,51
2022,46877075,,51
2022,45793929,,51
2022,50761902,,51
2022,48041335,,51
2022,46698390,,51
2022,47353076,,51
2022,45807814,,51
2022,45793940,,51
2022,46816353,,51
2022,45950455,,51
2022,46158829,,51
2022,45937577,,51
2022,46696033,,51
2022,46696034,,51
2022,47992872,,51
2022,47353077,,51
2022,45324028,,51
2022,45271663,,51
2022,46240016,,51
2022,46159458,,51
2022,46995950,,51
2022,46250785,,51
2022,46995951,,51
2022,46928302,,51
2022,46928303,,51
2022,47442226,,51
2022,46969223,,51
2022,47442236,,51
2022,45328197,,51
2022,46158839,,51
2022,47442862,,51
2022,45331816,,51
2022,46070910,,51
2022,48755591,,51
2022,46070934,,3
2022,45509638,,51
2022,46070935,,51
2022,45491326,,51
2022,48437651,,51
2022,47720929,,51
2022,45495716,,51
2022,46070936,,53
2022,46305541,,53
2022,47415093,,51
2022,46938593,,51
2022,45535618,,51
2022,46240066,,51
2022,46240067,,51
2022,46274853,,51
2022,46887819,,51
2022,47419164,,51
2022,47419165,,51
2022,45644423,,51
2022,46274855,,51
2022,47415110,,51
2022,47415113,,51
2022,47420166,,51
2022,46542691,,3
2022,46542692,,51
2022,46259198,,51
2022,46295704,,51
2022,47420167,,51
2022,47419182,,51
2022,47419183,,51
2022,45796326,,51
2022,45663154,,51
2022,45842080,,51
2022,50026817,,51
2022,46937326,,51
2022,46937327,,51
2022,46289331,,51
2022,46295733,,51
2022,46293392,,51
2022,46293393,,51
2022,46938595,,51
2022,49062682,,51
2022,45663419,,51
2022,46358924,,51
2022,46293394,,51
2022,47505546,,51
2022,47505547,,51
2022,46305872,,51
2022,45824150,,51
2022,45680515,,51
2022,47621117,,51
2022,45680176,,51
2022,47420179,,51
2022,47420180,,51
2022,47420199,,51
2022,47718593,,51
2022,46305875,,51
2022,49459651,,51
2022,46344269,,51
2022,47331104,,51
2022,46356482,,51
2022,46358288,,51
2022,48755718,,53
2022,47619379,,51
2022,46356483,,51
2022,46391428,,51
2022,47717966,,51
2022,45764857,,51
2022,45764858,,51
2022,47661293,,51
2022,46938597,,51
2022,45829757,,51
2022,45812858,,51
2022,47718594,,51
2022,45829758,,51
2022,48815096,,51
2022,47144550,,51
2022,46367076,,51
2022,49454704,,51
2022,50703701,,51
2022,50703702,,51
2022,46379861,,51
2022,46617495,,51
2022,46890028,,51
2022,46433015,,51
2022,46509923,,51
2022,47842895,,51
2022,47992770,,51
2022,47992771,,51
2022,45841921,,51
2022,46542648,,51
2022,46509969,,51
2022,46890029,,51
2022,46538212,,3
2022,46573870,,51
2022,46163081,,51
2022,46542693,,51
2022,46745319,,53
2022,46663933,,51
2022,46953881,,51
2022,48910171,,51
2022,48910172,,51
2022,47717909,,51
2022,46621024,,51
2022,51101255,,52
2022,46957297,,51
2022,46957298,,51
2022,46819328,,3
2022,46626971,,51
2022,46815612,,51
2022,49558043,,51
2022,49558044,,51
2022,46815616,,51
2022,46283503,,51
2022,46241266,,51
2022,46747986,,51
2022,46745320,,51
2022,46747987,,51
2022,46765592,,51
2022,47645589,,51
2022,46765593,,51
2022,46815619,,51
2022,45935581,,51
2022,46833939,,51
2022,46833940,,51
2022,47172699,,51
2022,47172700,,51
2022,47172701,,51
2022,47172702,,51
2022,48860851,,51
2022,48389850,,51
2022,48514559,,52
2022,46969224,,51
2022,45984794,,51
2022,45968551,,51
2022,46885978,,51
2022,48581145,,51
2022,46016160,,51
2022,46937523,,51
2022,47194214,,53
2022,48501979,,51
2022,46006316,,51
2022,46937525,,51
2022,46954167,,51
2022,46957808,,51
2022,49592176,,51
2022,47010100,,51
2022,46984790,,51
2022,47194215,,51
2022,47849385,,51
2022,46016524,,51
2022,46241267,,51
2022,46160719,,51
2022,47228698,,51
2022,47107121,,3
2022,50110041,,51
2022,47557443,,51
2022,47107129,,51
2022,51101256,,51
2022,47557445,,51
2022,47600212,,51
2022,47231995,,51
2022,48708599,,51
2022,48708600,,51
2022,48708601,,51
2022,47252774,,51
2022,47661294,,51
2022,46969315,,51
2022,48100343,,51
2022,48539869,,51
2022,46938599,,51
2022,46250760,,51
2022,47596843,,51
2022,46507012,,51
2022,46539028,,51
2022,47247290,,51
2022,48860852,,51
2022,47276831,,51
2022,47505550,,51
2022,47505551,,51
2022,47505552,,51
2022,47596979,,51
2022,46938600,,51
2022,47602504,,51
2022,47460072,,51
2022,47460076,,51
2022,48307399,,51
2022,51101257,,51
2022,51101258,,51
2022,51101259,,51
2022,48100225,,51
2022,47498070,,51
2022,46294444,,51
2022,46275971,,51
2022,47498072,,51
2022,46280158,,51
2022,47602505,,51
2022,46281309,,51
2022,46283485,,51
2022,46324306,,51
2022,46287921,,51
2022,46287710,,51
2022,46290920,,51
2022,48502769,,51
2022,48514560,,51
2022,48514561,,51
2022,47602506,,51
2022,46290478,,51
2022,50114827,,51
2022,48188576,,51
2022,49168486,,51
2022,49168487,,51
2022,47565644,,51
2022,47848150,,51
2022,47557465,,51
2022,47512416,,51
2022,47512417,,51
2022,48814194,,51
2022,46294010,,51
2022,46380802,,51
2022,46928305,,52
2022,47440565,,51
2022,47440566,,51
2022,46557846,,51
2022,46357097,,51
2022,47557468,,51
2022,47440568,,51
2022,46969225,,52
2022,46588529,,51
2022,47443104,,51
2022,47440569,,51
2022,48307400,,51
2022,47440692,,51
2022,46392479,,51
2022,46380155,,51
2022,47440693,,51
2022,46433594,,51
2022,47601643,,51
2022,47558035,,51
2022,47509702,,51
2022,47601645,,51
2022,47558042,,51
2022,47600213,,51
2022,51257659,,51
2022,51257660,,51
2022,51257661,,51
2022,51257662,,51
2022,47600458,,51
2022,47600459,,51
2022,47600460,,51
2022,47600461,,51
2022,48860854,,51
2022,47600462,,51
2022,47601760,,51
2022,47645941,,51
2022,47665569,,51
2022,49553368,,51
2022,47692876,,51
2022,49029225,,51
2022,48860855,,51
2022,47693586,,51
2022,49554307,,51
2022,49608282,,51
2022,49608283,,51
2022,46557420,,51
2022,49554308,,51
2022,46506359,,51
2022,49176137,,51
2022,46538357,,51
2022,46557828,,51
2022,46553619,,51
2022,46575153,,51
2022,48028235,,51
2022,47775089,,51
2022,47787516,,51
2022,47770378,,51
2022,48188581,,51
2022,47770379,,51
2022,47775291,,51
2022,48572787,,51
2022,47775292,,51
2022,47787517,,51
2022,47848155,,51
2022,48312965,,51
2022,46575154,,51
2022,47175272,,51
2022,46590809,,51
2022,48046680,,51
2022,48389851,,51
2022,47852495,,51
2022,47841843,,51
2022,49178980,,51
2022,50249571,,51
2022,49305836,,51
2022,48708603,,51
2022,46610560,,51
2022,50229877,,51
2022,46628512,,51
2022,47602507,,51
2022,46615135,,51
2022,47870015,,51
2022,47960069,,51
2022,47991229,,51
2022,47991230,,51
2022,47991231,,51
2022,47991232,,51
2022,46609419,,51
2022,46615136,,51
2022,47661328,,51
2022,47661329,,51
2022,47661330,,51
2022,46684607,,51
2022,47661331,,51
2022,47661332,,51
2022,46755641,,51
2022,48041348,,51
2022,46700249,,51
2022,48331737,,51
2022,47381704,,51
2022,48502779,,51
2022,48069852,,51
2022,48028236,,51
2022,48502780,,51
2022,46766241,,3
2022,48028312,,51
2022,49592177,,51
2022,48188583,,51
2022,46908552,,51
2022,47661189,,51
2022,48167234,,51
2022,48028313,,51
2022,48502789,,51
2022,50118334,,51
2022,48096344,,51
2022,50355320,,51
2022,47670830,,51
2022,46825520,,51
2022,46825521,,51
2022,46825522,,51
2022,46825523,,51
2022,46824618,,51
2022,46834089,,51
2022,50056113,,51
2022,48132976,,51
2022,48307403,,51
2022,48572789,,51
2022,48188584,,51
2022,48069913,,51
2022,48188586,,51
2022,48121273,,51
2022,46883594,,51
2022,48098307,,51
2022,50328337,,51
2022,50469681,,51
2022,46875633,,51
2022,46875637,,51
2022,47602508,,51
2022,46883595,,51
2022,46883596,,51
2022,48384243,,51
2022,48043632,,51
2022,46890729,,51
2022,46890873,,51
2022,46960305,,51
2022,48352881,,51
2022,48188587,,51
2022,48860856,,51
2022,48389852,,51
2022,48389853,,51
2022,46938576,,51
2022,47287770,,51
2022,47602630,,51
2022,50501742,,51
2022,48839893,,51
2022,50501751,,51
2022,49179579,,51
2022,48808801,,51
2022,49029226,,51
2022,49112024,,51
2022,48389854,,51
2022,48389855,,53
2022,48860858,,51
2022,48139442,,51
2022,48176621,,51
2022,49179580,,51
2022,46967447,,51
2022,48155414,,51
2022,48161990,,51
2022,48808802,,51
2022,48808803,,51
2022,48808804,,51
2022,48188589,,51
2022,48307404,,51
2022,49356271,,51
2022,49633725,,51
2022,48188769,,51
2022,48755592,,51
2022,48755593,,51
2022,48755594,,51
2022,48188603,,51
2022,48188604,,51
2022,47513393,,51
2022,46986788,,51
2022,47012456,,51
2022,48839894,,51
2022,48839895,,51
2022,47560577,,51
2022,47560193,,51
2022,47085307,,51
2022,48431515,,51
2022,47085308,,51
2022,50955966,,51
2022,47175259,,51
2022,47195882,,51
2022,48466768,,51
2022,48278074,,51
2022,48278075,,51
2022,48346824,,51
2022,48278076,,51
2022,48307582,,51
2022,48495457,,51
2022,48431516,,51
2022,48389901,,51
2022,48437695,,51
2022,48383033,,51
2022,49966276,,51
2022,48389856,,51
2022,48860867,,51
2022,48860868,,51
2022,47173890,,51
2022,48438936,,51
2022,51239766,,51
2022,49896626,,51
2022,49896627,,51
2022,48383036,,51
2022,48834646,,51
2022,48495458,,51
2022,50071969,,51
2022,49259891,,51
2022,49259892,,51
2022,48466831,,51
2022,48495534,,51
2022,49196470,,51
2022,49085247,,51
2022,47232491,,51
2022,47248397,,51
2022,47509805,,51
2022,47442864,,51
2022,47443263,,51
2022,47349116,,51
2022,49318951,,51
2022,48760432,,51
2022,49172407,,51
2022,47443083,,51
2022,47443084,,51
2022,50056114,,51
2022,47505721,,51
2022,47443134,,51
2022,47440592,,51
2022,49179382,,51
2022,48495535,,51
2022,49454705,,51
2022,48860873,,51
2022,48495536,,51
2022,48708605,,52
2022,47514600,,51
2022,50471670,,51
2022,51051861,,51
2022,51051862,,51
2022,49172408,,51
2022,51448635,,51
2022,47670831,,51
2022,47661125,,51
2022,47997198,,51
2022,50003006,,51
2022,48574029,,51
2022,49115970,,51
2022,48568622,,51
2022,47499724,,51
2022,48895435,,51
2022,50355321,,51
2022,50355322,,51
2022,48577246,,51
2022,48577247,,51
2022,49230335,,51
2022,47509701,,51
2022,47513531,,51
2022,47512663,,51
2022,47597005,,51
2022,47559340,,51
2022,50655269,,51
2022,50655270,,51
2022,49593470,,51
2022,47602785,,51
2022,49558814,,51
2022,47647154,,51
2022,50490489,,51
2022,48794144,,51
2022,49558045,,51
2022,49558046,,51
2022,48910178,,51
2022,48808866,,51
2022,48834647,,51
2022,48755862,,51
2022,47619343,,51
2022,47621140,,51
2022,47621141,,51
2022,47778971,,51
2022,48829871,,51
2022,48808867,,51
2022,48794576,,51
2022,48794577,,51
2022,48812859,,51
2022,50017728,,51
2022,47620590,,51
2022,47670740,,51
2022,48812860,,51
2022,47685230,,51
2022,49548697,,51
2022,47671250,,51
2022,47676664,,51
2022,47781912,,51
2022,49333349,,51
2022,48834677,,51
2022,48910202,,51
2022,48895455,,51
2022,48895458,,51
2022,49112025,,51
2022,49112026,,51
2022,49112027,,51
2022,49553369,,51
2022,47781913,,51
2022,47781914,,51
2022,47816060,,51
2022,49593473,,51
2022,47699469,,51
2022,49029004,,51
2022,49029006,,51
2022,49029007,,51
2022,49029008,,51
2022,50455274,,51
2022,49171828,,51
2022,50969029,,51
2022,49115891,,51
2022,49085489,,5
2022,49115971,,51
2022,49085491,,51
2022,49115892,,51
2022,49115893,,51
2022,49264081,,51
2022,50355323,,51
2022,50355324,,51
2022,47699395,,51
2022,47745224,,51
2022,47745225,,51
2022,47744123,,51
2022,47816062,,51
2022,49593474,,51
2022,47793664,,51
2022,49218441,,51
2022,49168524,,51
2022,49196471,,51
2022,49168535,,51
2022,49196472,,51
2022,49200703,,51
2022,49218443,,51
2022,49333350,,51
2022,49200704,,51
2022,49200707,,51
2022,49259893,,51
2022,49192345,,51
2022,49200709,,51
2022,49459652,,51
2022,49273928,,51
2022,49886209,,51
2022,49633726,,52
2022,49295039,,51
2022,49223587,,51
2022,49273929,,51
2022,49454706,,51
2022,50355325,,51
2022,49633727,,51
2022,49633728,,52
2022,49305917,,51
2022,49454707,,51
2022,49459730,,51
2022,49633730,,51
2022,47791987,,51
2022,47992708,,51
2022,49560507,,51
2022,47815405,,51
2022,47814204,,51
2022,47817378,,51
2022,47844076,,51
2022,47849960,,51
2022,49554518,,51
2022,50115808,,51
2022,50115809,,51
2022,47865553,,51
2022,47931663,,51
2022,47992874,,51
2022,47996815,,51
2022,48011376,,51
2022,48011583,,51
2022,48029290,,51
2022,48024206,,51
2022,48024208,,51
2022,48100256,,51
2022,51397227,,51
2022,48088350,,51
2022,49952072,,51
2022,50933201,,51
2022,50933202,,51
2022,51539990,,51
2022,49592244,,51
2022,49592245,,51
2022,49633731,,51
2022,50195577,,51
2022,49952073,,51
2022,48088355,,51
2022,48179835,,51
2022,48087934,,51
2022,50522204,,51
2022,49952074,,51
2022,48139828,,51
2022,51443469,,51
2022,49609791,,51
2022,49609792,,51
2022,49633735,,51
2022,49606816,,51
2022,50061985,,51
2022,48281319,,51
2022,48157842,,51
2022,49612840,,51
2022,49684341,,51
2022,49633762,,51
2022,49633765,,51
2022,49790196,,51
2022,50195581,,51
2022,48189215,,51
2022,51341686,,51
2022,48164023,,51
2022,50751247,,51
2022,48280816,,51
2022,48331506,,51
2022,49832985,,51
2022,50316207,,51
2022,50316208,,51
2022,48179490,,51
2022,48281374,,51
2022,48271225,,51
2022,48271226,,51
2022,48271227,,51
2022,48348697,,51
2022,48313733,,51
2022,48332201,,51
2022,48366338,,51
2022,45228178,,51
2022,48432092,,51
2022,45998172,,51
2022,48391011,,51
2022,46815622,,51
2022,47010115,,51
2022,47645945,,51
2022,48437930,,51
2022,48464626,,51
2022,48457409,,51
2022,48098308,,51
2022,48457410,,51
2022,50580620,,51
2022,48467584,,51
2022,48467585,,51
2022,48477766,,51
2022,48477108,,51
2022,48750284,,51
2022,48900973,,51
2022,48140508,,51
2022,48169480,,51
2022,48187834,,51
2022,48187835,,51
2022,48467514,,51
2022,49029009,,51
2022,48573775,,51
2022,48516425,,51
2022,49559964,,51
2022,48651310,,51
2022,48516428,,51
2022,48651323,,51
2022,48756423,,51
2022,48756424,,51
2022,48655588,,51
2022,46161014,,51
2022,46016551,,51
2022,46016552,,51
2022,46621397,,51
2022,48645494,,51
2022,46621216,,51
2022,46621217,,51
2022,46621100,,51
2022,46769333,,51
2022,46938074,,51
2022,46938075,,51
2022,46958365,,51
2022,47230294,,51
2022,47749583,,51
2022,50064718,,51
2022,48012251,,51
2022,48012252,,51
2022,48516897,,51
2022,49973468,,51
2022,48516748,,51
2022,48762944,,51
2022,48913344,,51
2022,49268169,,51
2022,51204857,,51
2022,51204858,,51
2022,49062856,,51
2022,51276299,,51
2022,48516673,,51
2022,49097387,,51
2022,48995923,,51
2022,49062857,,51
2022,49062858,,51
2022,49062859,,51
2022,49028862,,51
2022,48516674,,51
2022,49062860,,51
2022,49099201,,51
2022,49099536,,51
2022,49554649,,51
2022,48916229,,51
2022,48916230,,51
2022,48916167,,51
2022,48904367,,51
2022,49832054,,51
2022,49175266,,51
2022,50716282,,51
2022,49801841,,51
2022,49801869,,51
2022,49801891,,51
2022,50716283,,51
2022,49174623,,51
2022,49175585,,51
2022,49178846,,51
2022,49178847,,51
2022,49261211,,51
2022,49342223,,51
2022,49342224,,51
2022,49266755,,51
2022,49307157,,51
2022,50018682,,51
2022,49610794,,51
2022,49593600,,51
2022,49464903,,51
2022,49610930,,51
2022,49980333,,51
2022,49611034,,51
2022,49593297,,51
2022,49575652,,51
2022,49593476,,51
2022,49768360,,51
2022,50006627,,51
2022,49593298,,51
2022,49563844,,3
2022,49685709,,51
2022,51026913,,51
2022,44953778,,51
2022,50047450,,51
2022,50045816,,51
2022,46051749,,51
2022,49116863,,51
2022,49116864,,51
2022,49116865,,51
2022,50650257,,51
2022,50650265,,51
2022,50602602,,1
2022,50615623,,1
2022,50615624,,1
2022,50316210,,51
2022,45455078,,51
2022,47647207,,51
2022,49172435,,1
2022,49172436,,51
2022,49172437,,51
2022,46559962,,51
2022,50650271,,51
2022,50650272,,51
2022,50650273,,51
2022,45231549,,51
2022,50650274,,51
2022,50650275,,3
2022,50650342,,7
2022,49172438,,3
2022,50650276,,51
2022,45456120,,3
2022,45644909,,51
2022,50650278,,51
2022,50650279,,51
2022,45717953,,51
2022,50650280,,51
2022,50650343,,3
2022,45830005,,51
2022,46575037,,51
2022,49172703,,51
2022,50650281,,51
2022,50650282,,51
2022,49172832,,1
2022,46351255,,51
2022,47781509,,51
2022,46490414,,51
2022,50650283,,51
2022,45718764,,51
2022,45535155,,51
2022,45535156,,51
2022,46574780,,51
2022,46575052,,51
2022,45563474,,51
2022,48179881,,51
2022,48179882,,51
2022,48179883,,51
2022,48179884,,51
2022,48179885,,51
2022,45840826,,51
2022,45841105,,51
2022,50773430,,1
2022,50773431,,1
2022,48516675,,51
2022,49172833,,51
2022,49172870,,51
2022,49172871,,51
2022,46574839,,51
2022,50956278,,1
2022,45796666,,51
2022,45715129,,3
2022,46161022,,51
2022,46588545,,51
2022,50955986,,1
2022,50955987,,1
2022,47991689,,3
2022,46559839,,51
2022,45765108,,51
2022,49172872,,1
2022,46574983,,51
2022,45765109,,51
2022,46589199,,51
2022,45813090,,51
2022,50955994,,51
2022,45823610,,51
2022,45841106,,51
2022,46938076,,51
2022,46051768,,51
2022,45973510,,52
2022,45987139,,51
2022,49172875,,51
2022,49172876,,1
2022,49172877,,1
2022,49172878,,1
2022,46155955,,51
2022,49172879,,51
2022,46241260,,51
2022,46155956,,51
2022,47232985,,51
2022,46243105,,51
2022,46249094,,51
2022,49172880,,1
2022,49172881,,1
2022,46287714,,51
2022,46287841,,51
2022,46287843,,51
2022,49168918,,9
2022,50955995,,8
2022,46574636,,51
2022,49194186,,51
2022,46490696,,51
2022,46560031,,51
2022,46324641,,51
2022,46324642,,51
2022,46307419,,51
2022,46324601,,51
2022,50968166,,51
2022,50968167,,51
2022,50968168,,51
2022,49194201,,1
2022,46574984,,51
2022,49455569,,51
2022,46628436,,51
2022,50633767,,51
2022,50519143,,51
2022,46365366,,51
2022,50968169,,51
2022,49455570,,51
2022,46356866,,51
2022,49455571,,1
2022,48478571,,51
2022,48478572,,51
2022,50519144,,51
2022,50519214,,51
2022,46560095,,51
2022,46560805,,51
2022,50600503,,51
2022,46380981,,51
2022,49455625,,51
2022,48383774,,51
2022,47661256,,51
2022,50600504,,51
2022,49455785,,51
2022,46434587,,51
2022,48478705,,51
2022,49455740,,51
2022,50600505,,51
2022,51169049,,51
2022,50668928,,51
2022,50668936,,51
2022,50519215,,51
2022,46506849,,3
2022,45267799,,51
2022,50981916,,51
2022,50981917,,51
2022,45280420,,51
2022,46939113,,51
2022,46769143,,51
2022,46589200,,51
2022,46628480,,51
2022,46575053,,51
2022,46575054,,51
2022,47266654,,51
2022,46589203,,51
2022,47168492,,51
2022,47168493,,51
2022,50981918,,3
2022,49455843,,52
2022,49455844,,51
2022,49455845,,51
2022,48427414,,51
2022,48427415,,51
2022,46574845,,51
2022,46614617,,51
2022,48029332,,51
2022,50600946,,51
2022,45535281,,51
2022,47012125,,2
2022,47012126,,2
2022,46613777,,51
2022,46614998,,51
2022,45535282,,51
2022,45535283,,51
2022,50668955,,51
2022,45721336,,51
2022,50635280,,51
2022,46969202,,51
2022,46870943,,51
2022,49455846,,1
2022,46628399,,51
2022,46660686,,51
2022,45796583,,51
2022,51550357,,51
2022,48308675,,51
2022,50981919,,51
2022,47849560,,9
2022,46294446,,51
2022,46153148,,51
2022,48308709,,51
2022,50981992,,1
2022,46938209,,51
2022,46638622,,51
2022,46928216,,51
2022,46287335,,51
2022,47230207,,51
2022,51545299,,51
2022,46938210,,51
2022,51545300,,51
2022,46306584,,51
2022,50971741,,51
2022,46324024,,51
2022,50980760,,51
2022,51125714,,51
2022,50971802,,51
2022,50674577,,51
2022,46510161,,51
2022,46658436,,51
2022,51243287,,51
2022,51243288,,51
2022,46938211,,51
2022,46621006,,51
2022,46939114,,51
2022,46815930,,51
2022,47781931,,51
2022,48123665,,51
2022,47347647,,51
2022,48744467,,51
2022,48169493,,51
2022,48384020,,51
2022,47232547,,51
2022,46870798,,51
2022,46969203,,51
2022,46969204,,51
2022,46908323,,51
2022,46908324,,51
2022,46979357,,51
2022,47230208,,51
2022,51402444,,51
2022,47266655,,51
2022,48516573,,51
2022,46834278,,51
2022,46834279,,51
2022,46979534,,51
2022,46881823,,51
2022,46882149,,51
2022,46882150,,51
2022,51095968,,51
2022,46955194,,51
2022,47266656,,51
2022,46995961,,51
2022,47079222,,51
2022,47114043,,51
2022,46993445,,3
2022,47647208,,51
2022,48427177,,51
2022,47661235,,51
2022,47661257,,51
2022,48164067,,51
2022,47781935,,51
2022,48479359,,51
2022,47281238,,51
2022,47281239,,51
2022,47685701,,51
2022,47387232,,51
2022,47685702,,53
2022,47685703,,51
2022,47310347,,51
2022,47442532,,51
2022,47833571,,51
2022,46979535,,51
2022,50339222,,51
2022,49793115,,51
2022,50471672,,51
2022,51097843,,51
2022,47384731,,51
2022,47446618,,51
2022,47392955,,51
2022,48308163,,51
2022,48383775,,51
2022,51095969,,51
2022,50962268,,51
2022,50215005,,51
2022,50710243,,51
2022,48516441,,51
2022,47446627,,51
2022,47446628,,51
2022,48427493,,51
2022,48516574,,51
2022,49455786,,51
2022,47660976,,1
2022,47293656,,51
2022,47344599,,51
2022,47793085,,51
2022,48491727,,3
2022,50518059,,51
2022,48383776,,51
2022,48308164,,51
2022,47997024,,51
2022,47392027,,51
2022,47601638,,51
2022,47513278,,51
2022,50713041,,51
2022,50924792,,51
2022,47836237,,3
2022,48516676,,51
2022,50518060,,51
2022,47961780,,51
2022,47997025,,51
2022,48308710,,51
2022,48383777,,51
2022,47992018,,51
2022,48479360,,51
2022,47960414,,51
2022,48281405,,51
2022,48383779,,51
2022,48479361,,51
2022,47670741,,51
2022,47816064,,51
2022,47748906,,51
2022,47748765,,51
2022,50736154,,51
2022,50736155,,51
2022,49593477,,51
2022,50518061,,51
2022,50751728,,51
2022,48086771,,51
2022,47960407,,51
2022,48070561,,51
2022,48029333,,51
2022,47991561,,51
2022,50962250,,51
2022,50752084,,51
2022,50751731,,51
2022,48028932,,51
2022,48043331,,51
2022,48026361,,51
2022,48383780,,51
2022,48169501,,51
2022,48479363,,51
2022,48099480,,51
2022,50910540,,51
2022,50910541,,51
2022,50757257,,51
2022,48087061,,51
2022,48144644,,51
2022,48756627,,51
2022,48169511,,51
2022,48171320,,51
2022,48491728,,51
2022,48114263,,51
2022,50756165,,51
2022,48516576,,51
2022,48280742,,51
2022,48756628,,1
2022,48478707,,51
2022,49455626,,1
2022,50552014,,1
2022,48464907,,51
2022,48577388,,51
2022,50323054,,51
2022,48492855,,51
2022,48492890,,51
2022,48507586,,51
2022,48751800,,51
2022,48762952,,51
2022,48756188,,51
2022,48763901,,51
2022,48874510,,51
2022,49169185,,51
2022,49063089,,51
2022,49266763,,51
2022,48996301,,51
2022,48996302,,51
2022,49000215,,51
2022,49063090,,51
2022,49063091,,51
2022,49113451,,9
2022,49290055,,51
2022,49116584,,51
2022,49116623,,51
2022,49154834,,9
2022,49154835,,9
