incident_date,Aggravated Assault_avg,All Other Larceny_avg,Animal Cruelty_avg,Arson_avg,Assisting or Promoting Prostitution_avg,Betting/Wagering_avg,Bribery_avg,Burglary/Breaking & Entering_avg,Counterfeiting/Forgery_avg,Credit Card/Automated Teller Machine Fraud_avg,Destruction/Damage/Vandalism of Property_avg,Drug Equipment Violations_avg,Drug/Narcotic Violations_avg,Embezzlement_avg,Extortion/Blackmail_avg,False Pretenses/Swindle/Confidence Game_avg,Fondling_avg,Gambling Equipment Violation_avg,Hacking/Computer Invasion_avg,"Human Trafficking, Commercial Sex Acts_avg","Human Trafficking, Involuntary Servitude_avg",Identity Theft_avg,Impersonation_avg,Incest_avg,Intimidation_avg,Justifiable Homicide_avg,Kidnapping/Abduction_avg,Motor Vehicle Theft_avg,Murder and Nonnegligent Manslaughter_avg,Negligent Manslaughter_avg,Operating/Promoting/Assisting Gambling_avg,Pocket-picking_avg,Pornography/Obscene Material_avg,Prostitution_avg,Purchasing Prostitution_avg,Purse-snatching_avg,Rape_avg,Robbery_avg,Sexual Assault With An Object_avg,Shoplifting_avg,Simple Assault_avg,Sodomy_avg,Sports Tampering_avg,Statutory Rape_avg,Stolen Property Offenses_avg,Theft From Building_avg,Theft From Coin-Operated Machine or Device_avg,Theft From Motor Vehicle_avg,Theft of Motor Vehicle Parts or Accessories_avg,Weapon Law Violations_avg,Welfare Fraud_avg,Wire Fraud_avg,Aggravated Assault_avg_avg,All Other Larceny_avg_avg,Animal Cruelty_avg_avg,Arson_avg_avg,Assisting or Promoting Prostitution_avg_avg,Betting/Wagering_avg_avg,Bribery_avg_avg,Burglary/Breaking & Entering_avg_avg,Counterfeiting/Forgery_avg_avg,Credit Card/Automated Teller Machine Fraud_avg_avg,Destruction/Damage/Vandalism of Property_avg_avg,Drug Equipment Violations_avg_avg,Drug/Narcotic Violations_avg_avg,Embezzlement_avg_avg,Extortion/Blackmail_avg_avg,False Pretenses/Swindle/Confidence Game_avg_avg,Fondling_avg_avg,Gambling Equipment Violation_avg_avg,Hacking/Computer Invasion_avg_avg,"Human Trafficking, Commercial Sex Acts_avg_avg","Human Trafficking, Involuntary Servitude_avg_avg",Identity Theft_avg_avg,Impersonation_avg_avg,Incest_avg_avg,Intimidation_avg_avg,Justifiable Homicide_avg_avg,Kidnapping/Abduction_avg_avg,Motor Vehicle Theft_avg_avg,Murder and Nonnegligent Manslaughter_avg_avg,Negligent Manslaughter_avg_avg,Operating/Promoting/Assisting Gambling_avg_avg,Pocket-picking_avg_avg,Pornography/Obscene Material_avg_avg,Prostitution_avg_avg,Purchasing Prostitution_avg_avg,Purse-snatching_avg_avg,Rape_avg_avg,Robbery_avg_avg,Sexual Assault With An Object_avg_avg,Shoplifting_avg_avg,Simple Assault_avg_avg,Sodomy_avg_avg,Sports Tampering_avg_avg,Statutory Rape_avg_avg,Stolen Property Offenses_avg_avg,Theft From Building_avg_avg,Theft From Coin-Operated Machine or Device_avg_avg,Theft From Motor Vehicle_avg_avg,Theft of Motor Vehicle Parts or Accessories_avg_avg,Weapon Law Violations_avg_avg,Welfare Fraud_avg_avg,Wire Fraud_avg_avg
2020-11-29,22.166666666666668,68.2,,,,,,45.766666666666666,14.766666666666667,18.366666666666667,103.5,20.566666666666666,48.166666666666664,,,18.266666666666666,,,,,,13.933333333333334,,,20.266666666666666,,,41.0,,,,,,,,,,12.666666666666666,,52.733333333333334,51.333333333333336,,,,14.433333333333334,19.1,,72.96666666666667,25.233333333333334,21.866666666666667,,,22.374444444444446,77.98333333333333,,,,,,45.95222222222222,15.381111111111112,19.658888888888892,106.18777777777777,19.784444444444446,49.42,,,18.173333333333332,,,,,,13.851111111111113,,,20.96333333333333,,,41.81000000000001,,,,,,,,,,12.91777777777778,,50.47555555555555,51.476666666666674,,,,13.933333333333334,19.034444444444443,,73.40333333333335,22.756666666666664,21.564444444444447,,
2020-11-30,21.4,68.36666666666666,,,,,,46.13333333333333,15.066666666666666,18.766666666666666,101.46666666666667,20.533333333333335,48.1,,,18.433333333333334,,,,,,14.6,,,20.233333333333334,,,41.56666666666667,,,,,,,,,,12.7,,53.36666666666667,51.266666666666666,,,,14.533333333333333,19.433333333333334,,72.23333333333333,25.9,21.533333333333335,,,22.346666666666668,77.27666666666666,,,,,,45.91555555555555,15.377777777777776,19.612222222222222,106.04555555555557,19.8,49.35555555555556,,,18.19222222222222,,,,,,13.921111111111111,,,20.913333333333334,,,41.82222222222222,,,,,,,,,,12.907777777777778,,50.58222222222222,51.53888888888889,,,,13.967777777777778,19.088888888888892,,73.38555555555556,22.935555555555553,21.63222222222222,,
2020-12-01,21.2,68.66666666666667,,,,,,46.6,15.366666666666667,18.966666666666665,99.63333333333334,20.766666666666666,47.833333333333336,,,19.2,,,,,,14.533333333333333,,,20.066666666666666,,,41.63333333333333,,,,,,,,,,12.566666666666666,,53.96666666666667,49.766666666666666,,,,14.633333333333333,19.566666666666666,,72.36666666666666,25.966666666666665,21.8,,,22.294444444444444,76.59222222222223,,,,,,45.903333333333336,15.393333333333334,19.568888888888885,105.79222222222221,19.82888888888889,49.28999999999999,,,18.26,,,,,,13.97777777777778,,,20.858888888888888,,,41.831111111111106,,,,,,,,,,12.9,,50.733333333333334,51.516666666666666,,,,14.005555555555556,19.139999999999997,,73.37777777777778,23.104444444444443,21.7,,
2020-12-02,21.0,68.5,,,,,,46.733333333333334,15.133333333333333,18.8,98.83333333333333,21.066666666666666,47.8,,,19.066666666666666,,,,,,14.7,,,20.333333333333332,,,42.06666666666667,,,,,,,,,,12.666666666666666,,53.93333333333333,49.53333333333333,,,,14.366666666666667,19.866666666666667,,71.86666666666666,25.733333333333334,21.933333333333334,,,22.22666666666667,75.94222222222223,,,,,,45.90111111111111,15.383333333333333,19.524444444444445,105.50333333333333,19.88222222222222,49.21333333333334,,,18.308888888888887,,,,,,14.032222222222224,,,20.826666666666664,,,41.84666666666667,,,,,,,,,,12.895555555555555,,50.879999999999995,51.49888888888889,,,,14.02888888888889,19.196666666666665,,73.33888888888889,23.25111111111111,21.787777777777777,,
2020-12-03,20.8,68.16666666666667,,,,,,46.666666666666664,15.566666666666666,18.966666666666665,97.9,21.266666666666666,48.266666666666666,,,19.833333333333332,,,,,,14.4,,,20.3,,,42.233333333333334,,,,,,,,,,12.533333333333333,,53.96666666666667,49.2,,,,14.666666666666666,20.1,,71.76666666666667,25.7,21.7,,,22.162222222222223,75.29,,,,,,45.90333333333333,15.382222222222223,19.471111111111114,105.19666666666667,19.945555555555554,49.15,,,18.37,,,,,,14.052222222222222,,,20.782222222222224,,,41.86555555555556,,,,,,,,,,12.895555555555553,,51.01777777777777,51.45,,,,14.063333333333333,19.254444444444445,,73.2911111111111,23.386666666666667,21.86444444444444,,
2020-12-04,20.833333333333332,69.4,,,,,,45.96666666666667,15.566666666666666,19.0,97.53333333333333,21.8,48.93333333333333,,,20.366666666666667,,,,,,14.6,,,19.966666666666665,,,42.96666666666667,,,,,,,,,,12.266666666666667,,54.43333333333333,48.63333333333333,,,,14.9,20.233333333333334,,71.16666666666667,25.866666666666667,21.3,,,22.09888888888889,74.72888888888889,,,,,,45.885555555555555,15.383333333333333,19.413333333333338,104.86666666666666,20.03111111111111,49.10888888888889,,,18.453333333333333,,,,,,14.082222222222223,,,20.721111111111114,,,41.92444444444445,,,,,,,,,,12.882222222222223,,51.16111111111111,51.36333333333333,,,,14.111111111111112,19.313333333333333,,73.22777777777777,23.516666666666666,21.913333333333334,,
2020-12-05,20.766666666666666,68.5,,,,,,45.6,15.833333333333334,18.433333333333334,96.7,21.566666666666666,48.1,,,20.0,,,,,,14.466666666666667,,,19.866666666666667,,,42.8,,,,,,,,,,11.9,,54.46666666666667,48.2,,,,14.966666666666667,20.2,,71.0,26.433333333333334,20.8,,,22.033333333333335,74.17444444444445,,,,,,45.83777777777778,15.396666666666667,19.32888888888889,104.49333333333334,20.103333333333335,49.00666666666667,,,18.515555555555558,,,,,,14.105555555555554,,,20.657777777777774,,,41.97777777777778,,,,,,,,,,12.851111111111111,,51.29888888888889,51.245555555555555,,,,14.16111111111111,19.383333333333333,,73.14666666666666,23.675555555555555,21.934444444444445,,
2020-12-06,20.3,66.93333333333334,,,,,,45.1,15.566666666666666,17.8,95.33333333333333,21.633333333333333,48.0,,,19.7,,,,,,14.366666666666667,,,19.533333333333335,,,42.43333333333333,,,,,,,,,,11.7,,54.266666666666666,47.766666666666666,,,,14.733333333333333,19.866666666666667,,69.6,25.966666666666665,20.733333333333334,,,21.944444444444443,73.56444444444445,,,,,,45.75333333333333,15.409999999999998,19.216666666666665,104.07333333333334,20.173333333333336,48.88444444444444,,,18.577777777777776,,,,,,14.124444444444444,,,20.582222222222224,,,42.024444444444434,,,,,,,,,,12.803333333333333,,51.43,51.10222222222222,,,,14.202222222222222,19.425555555555555,,73.00888888888888,23.817777777777778,21.955555555555556,,
2020-12-07,20.4,67.76666666666667,,,,,,45.2,16.1,18.633333333333333,95.16666666666667,21.633333333333333,48.13333333333333,,,20.166666666666668,,,,,,15.133333333333333,,,19.866666666666667,,,42.766666666666666,,,,,,,,,,11.5,,54.6,47.333333333333336,,,,14.6,20.333333333333332,,70.4,26.7,19.2,,,21.860000000000003,73.00111111111111,,,,,,45.67111111111112,15.45,19.164444444444445,103.63222222222223,20.245555555555555,48.76888888888889,,,18.660000000000004,,,,,,14.173333333333334,,,20.524444444444445,,,42.07444444444444,,,,,,,,,,12.753333333333332,,51.56777777777778,50.93111111111111,,,,14.24,19.49222222222222,,72.89888888888889,24.0,21.883333333333333,,
2020-12-08,20.066666666666666,68.73333333333333,,,,,,45.06666666666667,16.4,19.233333333333334,95.23333333333333,21.6,48.63333333333333,,,20.866666666666667,,,,,,15.5,,,19.366666666666667,,,43.1,,,,,,,,,,11.033333333333333,,55.53333333333333,46.93333333333333,,,,14.966666666666667,20.633333333333333,,70.76666666666667,27.533333333333335,18.433333333333334,,,21.764444444444443,72.5177777777778,,,,,,45.59888888888889,15.511111111111111,19.15333333333333,103.19888888888889,20.32555555555556,48.70333333333334,,,18.77555555555556,,,,,,14.24111111111111,,,20.444444444444446,,,42.14777777777778,,,,,,,,,,12.673333333333334,,51.76,50.75111111111111,,,,14.3,19.57,,72.81333333333333,24.204444444444444,21.776666666666664,,
2020-12-09,20.0,69.06666666666666,,,,,,45.06666666666667,16.166666666666668,19.3,94.26666666666667,21.6,49.233333333333334,,,20.933333333333334,,,,,,15.466666666666667,,,19.6,,,42.766666666666666,,,,,,,,,,10.833333333333334,,56.13333333333333,47.266666666666666,,,,14.666666666666666,21.166666666666668,,69.93333333333334,27.6,18.066666666666666,,,21.68111111111111,72.07000000000001,,,,,,45.54555555555555,15.537777777777778,19.137777777777778,102.72666666666666,20.404444444444444,48.65888888888889,,,18.894444444444446,,,,,,14.301111111111112,,,20.384444444444444,,,42.19111111111111,,,,,,,,,,12.59,,51.98555555555556,50.596666666666664,,,,14.344444444444445,19.66111111111111,,72.65444444444445,24.4,21.653333333333332,,
2020-12-10,20.1,69.4,,,,,,46.06666666666667,16.366666666666667,19.4,95.13333333333334,21.866666666666667,49.93333333333333,,,21.266666666666666,,,,,,15.9,,,20.066666666666666,,,42.03333333333333,,,,,,,,,,10.733333333333333,,56.86666666666667,47.0,,,,14.966666666666667,21.4,,70.83333333333333,28.4,18.266666666666666,,,21.608888888888888,71.6611111111111,,,,,,45.54222222222222,15.564444444444444,19.125555555555554,102.29333333333332,20.504444444444445,48.666666666666664,,,19.012222222222224,,,,,,14.368888888888888,,,20.34111111111111,,,42.18555555555555,,,,,,,,,,12.505555555555556,,52.231111111111105,50.428888888888885,,,,14.4,19.74777777777778,,72.53333333333333,24.621111111111112,21.555555555555557,,
2020-12-11,19.933333333333334,70.23333333333333,,,,,,46.46666666666667,16.6,19.566666666666666,96.1,21.833333333333332,50.166666666666664,,,21.2,,,,,,16.033333333333335,,,20.6,,,41.733333333333334,,,,,,,,,,10.633333333333333,,57.53333333333333,47.733333333333334,,,,15.233333333333333,21.766666666666666,,71.3,28.8,18.566666666666666,,,21.533333333333335,71.32666666666667,,,,,,45.571111111111115,15.604444444444447,19.12666666666667,101.92000000000002,20.595555555555556,48.681111111111115,,,19.13222222222222,,,,,,14.444444444444446,,,20.332222222222224,,,42.17111111111111,,,,,,,,,,12.412222222222223,,52.492222222222225,50.29777777777778,,,,14.455555555555556,19.846666666666668,,72.43111111111111,24.86,21.474444444444444,,
2020-12-12,20.166666666666668,71.0,,,,,,46.46666666666667,16.366666666666667,19.6,96.6,22.033333333333335,50.7,,,20.9,,,,,,15.933333333333334,,,20.566666666666666,,,41.833333333333336,,,,,,,,,,10.666666666666666,,57.46666666666667,48.0,,,,15.366666666666667,21.566666666666666,,71.9,28.8,18.1,,,21.46888888888889,71.07333333333332,,,,,,45.6088888888889,15.638888888888888,19.13111111111111,101.57555555555557,20.688888888888886,48.71666666666667,,,19.237777777777776,,,,,,14.527777777777779,,,20.335555555555555,,,42.15666666666666,,,,,,,,,,12.332222222222223,,52.73444444444444,50.17444444444445,,,,14.517777777777779,19.923333333333332,,72.36666666666666,25.09333333333333,21.37,,
2020-12-13,20.266666666666666,69.83333333333333,,,,,,46.233333333333334,15.966666666666667,19.233333333333334,96.13333333333334,22.166666666666668,50.4,,,20.6,,,,,,15.466666666666667,,,20.366666666666667,,,41.833333333333336,,,,,,,,,,10.266666666666667,,58.36666666666667,47.53333333333333,,,,14.966666666666667,21.233333333333334,,72.0,28.466666666666665,17.8,,,21.410000000000004,70.81222222222223,,,,,,45.64666666666666,15.658888888888889,19.118888888888886,101.26111111111112,20.781111111111112,48.726666666666674,,,19.336666666666666,,,,,,14.592222222222222,,,20.32222222222222,,,42.14333333333333,,,,,,,,,,12.231111111111112,,53.02111111111112,50.00888888888889,,,,14.56111111111111,19.99,,72.3388888888889,25.30111111111111,21.23888888888889,,
2020-12-14,19.8,71.4,,,,,,45.93333333333333,16.2,19.533333333333335,96.56666666666666,21.833333333333332,50.166666666666664,,,21.266666666666666,,,,,,15.833333333333334,,,20.766666666666666,,,42.233333333333334,,,,,,,,,,10.166666666666666,,58.86666666666667,47.13333333333333,,,,14.866666666666667,21.466666666666665,,72.23333333333333,28.733333333333334,16.8,,,21.33111111111111,70.65888888888888,,,,,,45.66222222222222,15.687777777777777,19.124444444444446,100.98222222222222,20.861111111111107,48.739999999999995,,,19.47888888888889,,,,,,14.674444444444445,,,20.335555555555555,,,42.14111111111111,,,,,,,,,,12.131111111111112,,53.32666666666667,49.83555555555555,,,,14.605555555555556,20.08,,72.3611111111111,25.512222222222224,21.05666666666667,,
2020-12-15,19.633333333333333,72.7,,,,,,45.56666666666667,16.5,19.666666666666668,95.0,21.933333333333334,50.733333333333334,,,21.933333333333334,,,,,,16.366666666666667,,,20.933333333333334,,,42.5,,,,,,,,,,9.966666666666667,,59.2,47.0,,,,15.333333333333334,21.766666666666666,,72.23333333333333,29.233333333333334,16.4,,,21.24222222222222,70.60111111111111,,,,,,45.67222222222222,15.733333333333333,19.142222222222223,100.65333333333334,20.941111111111113,48.791111111111114,,,19.65333333333333,,,,,,14.777777777777779,,,20.357777777777777,,,42.15,,,,,,,,,,12.026666666666667,,53.65222222222222,49.66444444444445,,,,14.668888888888889,20.175555555555555,,72.39333333333335,25.758888888888887,20.847777777777775,,
2020-12-16,19.766666666666666,72.83333333333333,,,,,,45.03333333333333,16.3,19.266666666666666,94.23333333333333,22.333333333333332,51.166666666666664,,,22.2,,,,,,15.8,,,21.333333333333332,,,42.5,,,,,,,,,,10.0,,59.7,46.36666666666667,,,,15.3,21.966666666666665,,71.8,29.0,16.5,,,21.16444444444444,70.54444444444444,,,,,,45.668888888888894,15.76,19.14333333333333,100.30333333333334,21.036666666666665,48.873333333333335,,,19.82111111111111,,,,,,14.84,,,20.40222222222222,,,42.15222222222223,,,,,,,,,,11.925555555555555,,54.0,49.477777777777774,,,,14.725555555555555,20.275555555555556,,72.41,25.984444444444442,20.657777777777778,,
2020-12-17,19.8,73.73333333333333,,,,,,44.93333333333333,16.466666666666665,19.466666666666665,93.7,22.4,51.7,,,22.1,,,,,,15.9,,,21.233333333333334,,,42.06666666666667,,,,,,,,,,10.033333333333333,,60.233333333333334,46.46666666666667,,,,15.033333333333333,22.166666666666668,,71.9,28.733333333333334,16.266666666666666,,,21.1,70.51888888888888,,,,,,45.66555555555556,15.783333333333333,19.141111111111112,99.91666666666667,21.125555555555557,48.97555555555555,,,19.961111111111112,,,,,,14.891111111111112,,,20.435555555555553,,,42.11555555555556,,,,,,,,,,11.835555555555555,,54.36111111111111,49.31666666666667,,,,14.765555555555556,20.37777777777778,,72.41555555555556,26.18777777777778,20.454444444444444,,
2020-12-18,19.7,73.7,,,,,,45.3,16.4,19.4,93.73333333333333,22.766666666666666,52.56666666666667,,,22.433333333333334,,,,,,15.933333333333334,,,21.366666666666667,,,42.333333333333336,,,,,,,,,,9.966666666666667,,60.733333333333334,46.93333333333333,,,,15.266666666666667,22.333333333333332,,72.83333333333333,28.633333333333333,16.2,,,21.027777777777775,70.51555555555555,,,,,,45.67999999999999,15.81,19.15111111111111,99.5488888888889,21.227777777777778,49.10888888888889,,,20.115555555555556,,,,,,14.946666666666667,,,20.473333333333333,,,42.09111111111111,,,,,,,,,,11.736666666666666,,54.72222222222222,49.18,,,,14.815555555555557,20.483333333333334,,72.44111111111111,26.378888888888888,20.24777777777778,,
2020-12-19,19.566666666666666,73.8,,,,,,45.2,15.966666666666667,18.866666666666667,92.73333333333333,23.033333333333335,52.6,,,21.8,,,,,,15.966666666666667,,,21.066666666666666,,,42.03333333333333,,,,,,,,,,9.866666666666667,,60.4,46.733333333333334,,,,15.3,21.7,,71.83333333333333,28.7,15.8,,,20.947777777777777,70.50666666666666,,,,,,45.68666666666666,15.814444444444444,19.12666666666667,99.08111111111111,21.33,49.231111111111105,,,20.232222222222223,,,,,,14.997777777777777,,,20.485555555555557,,,42.05333333333333,,,,,,,,,,11.633333333333333,,55.04888888888888,49.02111111111112,,,,14.857777777777779,20.546666666666667,,72.37333333333332,26.55333333333333,20.014444444444443,,
2020-12-20,19.4,73.93333333333334,,,,,,45.36666666666667,15.6,18.8,92.66666666666667,22.566666666666666,52.36666666666667,,,21.066666666666666,,,,,,16.0,,,21.1,,,41.56666666666667,,,,,,,,,3.8666666666666667,9.8,,60.333333333333336,46.63333333333333,,,,15.333333333333334,21.833333333333332,,71.63333333333334,28.6,15.833333333333334,,,20.861111111111107,70.49777777777778,,,,,,45.686666666666675,15.803333333333335,19.097777777777775,98.62666666666665,21.412222222222223,49.35,,,20.30777777777778,,,,,,15.05,,,20.49666666666667,,,42.004444444444445,,,,,,,,,,11.533333333333333,,55.36666666666667,48.85,,,,14.891111111111112,20.61,,72.30222222222223,26.709999999999997,19.783333333333335,,
2020-12-21,19.6,75.66666666666667,,,,,,46.06666666666667,15.7,18.933333333333334,92.5,22.533333333333335,52.5,,,20.933333333333334,,,,,,16.333333333333332,,,21.3,,,41.36666666666667,,,,,,,,,3.8333333333333335,9.666666666666666,,61.0,46.06666666666667,,,,15.0,22.466666666666665,,72.1,28.9,15.7,,,20.774444444444445,70.59111111111112,,,,,,45.71666666666667,15.804444444444444,19.075555555555557,98.16555555555556,21.491111111111113,49.48555555555556,,,20.374444444444446,,,,,,15.123333333333333,,,20.525555555555556,,,41.973333333333336,,,,,,,,,,11.427777777777777,,55.690000000000005,48.64222222222222,,,,14.90111111111111,20.695555555555554,,72.23888888888888,26.876666666666665,19.54888888888889,,
2020-12-22,19.4,77.1,,,,,,46.5,15.966666666666667,19.033333333333335,92.5,22.666666666666668,53.0,,,21.233333333333334,,,,,,16.833333333333332,,,21.3,,,41.93333333333333,,,,,,,,,3.8333333333333335,9.633333333333333,,61.266666666666666,46.3,,,,14.833333333333334,23.133333333333333,,72.0,29.066666666666666,15.666666666666666,,,20.68,70.75888888888888,,,,,,45.769999999999996,15.825555555555555,19.066666666666666,97.74333333333333,21.57222222222222,49.64888888888889,,,20.455555555555556,,,,,,15.21888888888889,,,20.548888888888886,,,41.97777777777778,,,,,,,,,,11.328888888888889,,56.03888888888889,48.46,,,,14.903333333333332,20.80777777777778,,72.18888888888888,27.034444444444443,19.308888888888887,,
2020-12-23,19.133333333333333,77.4,,,,,,46.166666666666664,15.666666666666666,18.933333333333334,92.56666666666666,22.233333333333334,52.5,,,20.966666666666665,,,,,,16.633333333333333,,,21.066666666666666,,,41.8,,,,,,,,,3.7666666666666666,9.466666666666667,,61.766666666666666,46.06666666666667,,,,14.533333333333333,22.933333333333334,,72.06666666666666,29.266666666666666,15.433333333333334,,,20.567777777777778,70.94555555555556,,,,,,45.79444444444445,15.827777777777778,19.05,97.31666666666666,21.63555555555556,49.809999999999995,,,20.508888888888887,,,,,,15.287777777777778,,,20.561111111111114,,,41.988888888888894,,,,,,,,,,11.227777777777778,,56.38888888888889,48.294444444444444,,,,14.895555555555555,20.91,,72.12777777777778,27.195555555555554,19.07111111111111,,
2020-12-24,19.233333333333334,77.03333333333333,,,,,,46.0,15.5,18.8,91.7,21.633333333333333,51.333333333333336,,,20.133333333333333,,,,,,16.3,,,21.133333333333333,,,41.46666666666667,,,,,,,,,3.7666666666666666,9.266666666666667,,61.06666666666667,46.3,,,,14.2,22.833333333333332,,70.1,29.566666666666666,15.233333333333333,,,20.456666666666663,71.1211111111111,,,,,,45.803333333333335,15.815555555555555,19.025555555555556,96.86777777777777,21.668888888888887,49.90555555555556,,,20.50222222222222,,,,,,15.33888888888889,,,20.57222222222222,,,41.98444444444444,,,,,,,,,,11.115555555555554,,56.69666666666667,48.14,,,,14.874444444444444,20.996666666666666,,71.96666666666667,27.367777777777782,18.82222222222222,,
2020-12-25,18.933333333333334,74.46666666666667,,,,,,45.166666666666664,15.233333333333333,18.2,90.26666666666667,21.333333333333332,50.43333333333333,,,19.466666666666665,,,,,,15.8,,,21.0,,,41.166666666666664,,,,,,,,,3.7,9.0,,59.166666666666664,46.43333333333333,,,,13.833333333333334,22.333333333333332,,68.26666666666667,28.9,15.0,,,20.334444444444447,71.20666666666666,,,,,,45.78111111111111,15.803333333333335,18.986666666666665,96.36666666666666,21.691111111111113,49.965555555555554,,,20.47888888888889,,,,,,15.37111111111111,,,20.574444444444445,,,41.97777777777778,,,,,,,,,,10.984444444444444,,56.92,47.99444444444444,,,,14.837777777777779,21.07111111111111,,71.72777777777779,27.505555555555556,18.57111111111111,,
2020-12-26,18.933333333333334,75.5,,,,,,45.5,15.5,18.266666666666666,90.36666666666666,21.466666666666665,50.36666666666667,,,19.6,4.2,,,,,16.0,,,20.933333333333334,,,41.5,,,,,,,,,3.6666666666666665,8.933333333333334,,60.333333333333336,46.0,,,,13.766666666666667,22.333333333333332,,68.03333333333333,29.266666666666666,15.033333333333333,,,20.209999999999997,71.38666666666667,,,,,,45.77777777777778,15.812222222222223,18.96,95.89555555555556,21.725555555555555,50.02777777777778,,,20.48,,,,,,15.435555555555558,,,20.569999999999997,,,41.98444444444445,,,,,,,,,,10.856666666666666,,57.21111111111111,47.824444444444445,,,,14.801111111111112,21.161111111111108,,71.50777777777779,27.663333333333334,18.33555555555556,,
2020-12-27,19.133333333333333,74.8,,,,,,45.13333333333333,14.866666666666667,18.033333333333335,89.43333333333334,21.2,49.733333333333334,,,19.166666666666668,4.133333333333334,,,,,15.866666666666667,,,20.966666666666665,,,41.333333333333336,,,,,,,,,3.6333333333333333,8.766666666666667,,59.766666666666666,46.2,,,,13.733333333333333,22.333333333333332,,67.2,28.7,14.666666666666666,,,20.11111111111111,71.54777777777778,,,,,,45.75555555555556,15.794444444444446,18.935555555555556,95.39888888888889,21.74888888888889,50.068888888888885,,,20.470000000000002,,,,,,15.492222222222221,,,20.568888888888885,,,41.98555555555556,,,,,,,,,,10.72888888888889,,57.465555555555554,47.65,,,,14.767777777777779,21.25111111111111,,71.25888888888888,27.788888888888888,18.08888888888889,,
2020-12-28,19.133333333333333,76.3,,,,,,45.5,15.066666666666666,18.233333333333334,89.8,20.933333333333334,48.93333333333333,,,19.566666666666666,4.233333333333333,,,,,15.766666666666667,,,20.966666666666665,,,42.1,,,,,,,,,3.8,8.633333333333333,,59.733333333333334,46.333333333333336,,,,13.833333333333334,22.766666666666666,,67.63333333333334,29.566666666666666,14.266666666666667,,,20.01888888888889,71.77111111111111,,,,,,45.75,15.792222222222222,18.916666666666668,94.91000000000001,21.76,50.083333333333336,,,20.48888888888889,,,,,,15.545555555555556,,,20.582222222222224,,,42.02222222222222,,,,,,,,,,10.594444444444445,,57.70666666666667,47.48222222222223,,,,14.738888888888889,21.361111111111107,,71.06555555555555,27.932222222222222,17.83,,
2020-12-29,18.6,76.93333333333334,,,,,,44.7,15.366666666666667,18.366666666666667,89.43333333333334,20.8,48.333333333333336,,,20.166666666666668,4.166666666666667,,,,,15.766666666666667,,,21.6,,,41.9,,,,,,,,,3.8333333333333335,8.466666666666667,,59.86666666666667,45.9,,,,13.666666666666666,22.966666666666665,,66.86666666666666,30.1,14.333333333333334,,,19.9,72.06222222222223,,,,,,45.714444444444446,15.812222222222223,18.916666666666668,94.4411111111111,21.767777777777777,50.08888888888888,,,20.552222222222223,,,,,,15.606666666666666,,,20.62666666666667,,,42.05222222222222,,,,,,,,,,10.454444444444444,,57.94444444444445,47.30111111111111,,,,14.713333333333335,21.490000000000002,,70.86222222222221,28.094444444444445,17.57888888888889,,
2020-12-30,19.066666666666666,76.63333333333334,,,,,,44.13333333333333,15.5,17.833333333333332,88.76666666666667,20.633333333333333,48.06666666666667,,,20.066666666666666,4.066666666666666,,,,,15.466666666666667,,,21.433333333333334,,,41.13333333333333,,,,,,,,,3.8333333333333335,8.6,,59.36666666666667,45.8,,,,13.733333333333333,22.9,,66.66666666666667,30.066666666666666,14.133333333333333,,,19.822222222222226,72.33777777777779,,,,,,45.64777777777778,15.826666666666666,18.885555555555552,94.01777777777778,21.77111111111111,50.08777777777778,,,20.60666666666667,,,,,,15.635555555555555,,,20.666666666666668,,,42.03777777777778,,,,,,,,,,10.31777777777778,,58.14444444444444,47.11888888888889,,,,14.686666666666666,21.605555555555554,,70.67666666666668,28.233333333333334,17.332222222222224,,
2020-12-31,19.1,76.06666666666666,,,,,,43.0,15.366666666666667,17.766666666666666,89.03333333333333,20.733333333333334,48.53333333333333,,,19.5,3.966666666666667,,,,,15.266666666666667,,,21.433333333333334,,,41.13333333333333,,,,,,,,,3.7666666666666666,8.7,,59.2,46.13333333333333,,,,13.633333333333333,22.666666666666668,,65.8,30.233333333333334,14.066666666666666,,,19.75222222222222,72.58444444444444,,,,,,45.52777777777778,15.826666666666666,18.845555555555553,93.66444444444444,21.77,50.111111111111114,,,20.616666666666667,,,,,,15.66,,,20.712222222222223,,,42.02111111111112,,,,,,,,,,10.18888888888889,,58.318888888888885,46.99777777777777,,,,14.653333333333332,21.70888888888889,,70.45777777777779,28.375555555555554,17.074444444444445,,
2021-01-01,19.3,74.96666666666667,,,,,,43.233333333333334,15.166666666666666,17.966666666666665,88.83333333333333,21.033333333333335,48.766666666666666,,,19.433333333333334,4.5,,,,,15.666666666666666,,,21.733333333333334,,,40.5,,,,,,,,,4.133333333333334,8.333333333333334,,59.56666666666667,47.233333333333334,,,,13.666666666666666,22.366666666666667,,65.1,30.733333333333334,14.4,,,19.695555555555554,72.8,,,,,,45.41111111111111,15.827777777777778,18.817777777777778,93.33111111111111,21.76888888888889,50.14333333333333,,,20.628888888888888,,,,,,15.692222222222222,,,20.758888888888894,,,41.968888888888884,,,,,,,,,,10.044444444444444,,58.50666666666667,46.92111111111111,,,,14.629999999999999,21.79222222222222,,70.23222222222222,28.54222222222222,16.823333333333334,,
