"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2020,1,154905150
2020,6,154907967
2020,6,154907966
2020,5,154910730
2020,6,160481310
2020,6,160481320
2020,6,160481319
2020,9,151612290
2020,8,151612302
2020,6,151612563
2020,6,151612564
2020,9,154789741
2020,3,161260704
2020,9,161260767
2020,9,153717442
2020,6,153717976
2020,9,153969712
2020,6,153996813
2020,6,153996812
2020,6,153996814
2020,6,153996815
2020,9,154000533
2020,9,154000532
2020,6,153999368
2020,6,153999370
2020,6,153999371
2020,9,154000534
2020,5,159627553
2020,6,154249585
2020,6,154249584
2020,6,159628761
2020,6,159628760
2020,5,159628779
2020,6,159628780
2020,1,159628872
2020,6,159629016
2020,8,159629016
2020,6,159629017
2020,5,159629036
2020,6,159629039
2020,6,159629043
2020,6,159629290
2020,6,159629340
2020,8,159629364
2020,1,159629436
2020,8,159629575
2020,6,155176223
2020,6,155176228
2020,8,155176242
2020,9,159629687
2020,6,159630075
2020,6,154399679
2020,6,154285070
2020,1,154285072
2020,8,154285071
2020,6,154371680
2020,1,154799422
2020,9,154789358
2020,6,154796373
2020,6,154811998
2020,6,155354617
2020,6,155390382
2020,9,161260735
2020,2,161261003
2020,6,161261006
2020,6,161261093
2020,1,154307094
2020,9,154307595
2020,9,154307699
2020,8,154307987
2020,9,154308079
2020,6,154308181
2020,6,154308180
2020,6,154317795
2020,6,154318503
2020,6,154318544
2020,6,153190756
2020,3,153190755
2020,3,153197983
2020,6,153199251
2020,1,153433186
2020,6,153433189
2020,6,153433190
2020,9,153766130
2020,9,159722387
2020,2,159722438
2020,6,159722449
2020,9,156015870
2020,1,159722450
2020,8,159722453
2020,6,159722466
2020,8,159722559
2020,6,159722571
2020,6,159722572
2020,6,159722586
2020,6,159722615
2020,8,159722614
2020,9,159722627
2020,6,156021606
2020,6,156021605
2020,6,159722676
2020,6,159722692
2020,3,159722729
2020,6,159722770
2020,8,159722772
2020,8,159722778
2020,6,159722790
2020,6,159722826
2020,6,159722843
2020,1,159722888
2020,6,159722937
2020,6,159722987
2020,8,159722990
2020,6,159723003
2020,6,159723004
2020,6,159723006
2020,6,159723087
2020,6,159723088
2020,6,159723097
2020,6,159723158
2020,5,159723171
2020,8,159723170
2020,12,159723204
2020,6,159723252
2020,6,159723267
2020,6,159723266
2020,6,159723273
2020,8,159723288
2020,8,159723287
2020,9,159723295
2020,6,159723354
2020,6,159723384
2020,6,159723386
2020,6,159723403
2020,6,159723461
2020,6,159723462
2020,6,159723463
2020,6,151864735
2020,1,151864837
2020,9,151865059
2020,9,151865062
2020,6,154766767
2020,6,154766768
2020,9,154766774
2020,8,154766778
2020,2,154766780
2020,6,154817349
2020,6,155172730
2020,9,153996523
2020,6,153996529
2020,9,153996531
2020,6,153999168
2020,6,153999354
2020,6,153999353
2020,6,154000381
2020,6,154000382
2020,14,156575930
2020,8,153986188
2020,8,153986187
2020,9,153996622
2020,6,154047654
2020,9,154047766
2020,6,153996758
2020,6,153996885
2020,6,153996886
2020,6,154047954
2020,6,154047957
2020,6,154240897
2020,6,154240898
2020,5,154240902
2020,6,151865044
2020,6,153865992
2020,3,153865992
2020,6,153865993
2020,9,155379454
2020,6,153999936
2020,6,153999935
2020,6,155405173
2020,6,154322963
2020,6,153785454
2020,6,153784270
2020,8,153793049
2020,6,153795222
2020,6,153795221
2020,6,153795223
2020,6,153798152
2020,8,154396279
2020,6,154398734
2020,9,154399491
2020,6,154422951
2020,9,154399686
2020,9,154457660
2020,9,154457661
2020,9,158906428
2020,3,156977925
2020,1,154423329
2020,6,154423331
2020,6,154423330
2020,6,154423336
2020,6,154423337
2020,6,154423340
2020,6,154423343
2020,6,154423342
2020,8,154423557
2020,6,154423690
2020,6,154423689
2020,9,154423708
2020,6,154248956
2020,6,154248959
2020,6,154250875
2020,8,154250875
2020,6,159908189
2020,6,163462138
2020,6,160786706
2020,9,160790417
2020,9,160790418
2020,9,155191842
2020,6,160790400
2020,6,155194297
2020,6,155194298
2020,6,155194962
2020,6,155206179
2020,6,154812654
2020,6,154812652
2020,8,154812676
2020,5,154815666
2020,6,154816289
2020,9,154819089
2020,9,154819147
2020,10,154819258
2020,4,154819591
2020,6,154819727
2020,6,154870648
2020,9,154867472
2020,5,154854901
2020,6,154883024
2020,6,154883025
2020,6,154883350
2020,7,154883350
2020,6,154883349
2020,7,154883349
2020,2,151864742
2020,8,151864742
2020,6,158735087
2020,9,158735092
2020,6,158735168
2020,9,158735171
2020,9,158735172
2020,6,154239747
2020,6,157109640
2020,6,157109639
2020,6,157109641
2020,6,157109642
2020,9,154470512
2020,8,154472552
2020,6,154250873
2020,4,155652574
2020,6,155652617
2020,6,155652618
2020,6,155652639
2020,6,155652641
2020,6,155652643
2020,6,155652644
2020,9,155652663
2020,6,155656188
2020,6,155656195
2020,6,155656196
2020,9,163257349
2020,6,163257355
2020,9,163257357
2020,9,163257471
2020,6,163257549
2020,6,163257550
2020,6,163257566
2020,6,163257604
2020,1,163257638
2020,6,163257640
2020,6,163257641
2020,6,163257649
2020,9,163257666
2020,6,163258085
2020,8,163258111
2020,6,156978004
2020,6,156978006
2020,9,156979405
2020,9,156979478
2020,5,156980308
2020,8,156980312
2020,6,157003570
2020,6,157003571
2020,9,157003664
2020,9,157003666
2020,5,157003697
2020,8,157002285
2020,6,157002444
2020,6,157002851
2020,6,157002850
2020,8,157002854
2020,6,157003708
2020,6,154047660
2020,6,154047659
2020,6,154047679
2020,6,157222863
2020,6,157222933
2020,6,157222942
2020,6,157222978
2020,8,154885384
2020,6,154246611
2020,8,154248347
