"DATA_YEAR","BIAS_ID","OFFENSE_ID"
2020,21,155751187
2020,21,155746215
2020,21,155751188
2020,21,155756179
2020,21,155746245
2020,21,155746246
2020,21,155746248
2020,21,155746249
2020,21,155746250
2020,21,155746254
2020,21,155746262
2020,21,155746264
2020,21,155746263
2020,21,155746270
2020,21,155746399
2020,21,155746402
2020,21,155751206
2020,21,155751205
2020,21,155746425
2020,21,155746427
2020,21,155746426
2020,21,155751183
2020,21,155756174
2020,21,152081559
2020,21,152081561
2020,21,152081564
2020,22,152081565
2020,21,152081670
2020,21,152081743
2020,21,152081745
2020,21,152081758
2020,21,152081764
2020,21,152081768
2020,21,152081772
2020,21,152081775
2020,21,152081809
2020,21,152081813
2020,21,152081825
2020,21,152081828
2020,21,152081831
2020,21,152081836
2020,21,152081835
2020,21,152081840
2020,21,152082014
2020,21,152082105
2020,21,152082110
2020,21,152082359
2020,21,152082364
2020,21,152082365
2020,21,152082370
2020,21,152082375
2020,21,152082379
2020,21,152082380
2020,21,152082386
2020,21,152082390
2020,21,152082393
2020,21,152082395
2020,21,152082396
2020,21,147190960
2020,21,147201318
2020,21,156843063
2020,21,156844213
2020,21,156844212
2020,21,156844214
2020,21,156844401
2020,21,161940359
2020,21,161940378
2020,21,151022130
2020,21,151022141
2020,21,151022148
2020,21,145451182
2020,21,145451183
2020,21,145451184
2020,21,145451185
2020,21,145451187
2020,21,145451188
2020,21,145451189
2020,21,145451191
2020,21,145451193
2020,21,145451220
2020,21,145451221
2020,21,145451222
2020,21,145451223
2020,21,145451224
2020,21,145451226
2020,21,145451227
2020,21,145451228
2020,21,145451229
2020,21,145451231
2020,21,145451232
2020,21,145451234
2020,21,145451235
2020,21,145451238
2020,21,145451239
2020,21,145451240
2020,21,145451241
2020,21,145451246
2020,21,145451245
2020,21,145451247
2020,21,145451248
2020,21,145451251
2020,21,145451253
2020,21,145451254
2020,21,145451255
2020,21,145451256
2020,21,145451257
2020,21,145451259
2020,21,145451260
2020,21,145451262
2020,21,145451263
2020,21,145451264
2020,21,145451265
2020,21,145451266
2020,21,145451267
2020,21,145451268
2020,21,145451269
2020,21,152084068
2020,21,158369731
2020,21,158369767
2020,21,158369792
2020,21,158370071
2020,21,158370102
2020,21,158370103
2020,21,162560356
2020,21,162560368
2020,21,162560378
2020,21,162560380
2020,21,162560382
2020,21,162560410
2020,21,162560409
2020,21,162560434
2020,21,162560435
2020,21,162560433
2020,21,151578283
2020,21,147171176
2020,21,156845960
2020,21,156845971
2020,21,153857427
2020,21,153857441
2020,21,153857448
2020,21,153858990
2020,22,153859063
2020,21,153859191
2020,21,153859460
2020,21,153859467
2020,21,153859503
2020,21,152081880
2020,21,152082087
2020,21,148356180
2020,21,152082442
2020,21,148356181
2020,21,148356185
2020,21,148356186
2020,21,148356187
2020,21,148356203
2020,21,148356207
2020,21,148356206
2020,21,148356208
2020,21,148356254
2020,21,148356255
2020,21,147201337
