"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
92182020,9218,2020,"MN0271200","MN0271200","","N","N",,"I","MINNETONKA","MINNETONKA PD","Minnetonka","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",54561,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",45,2,47,10,6,16,0,0,01-JUN-16,01-SEP-20,01-SEP-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92202020,9220,2020,"MN0271400","MN0271400","","N","N",,"I","NEW HOPE","NEW HOPE PD","New Hope","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",20970,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",24,5,29,5,5,10,0,0,01-JUN-16,01-APR-20,01-APR-20,01-APR-20,01-APR-20,01-APR-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92212020,9221,2020,"MN0271500","MN0271500","","N","N",,"I","ORONO","ORONO PD CRYSTAL BAY","Orono","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",20387,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,1,24,4,3,7,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92222020,9222,2020,"MN0271600","MN0271600","","N","N",,"I","OSSEO","OSSEO PD","Osseo","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2775,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",6,0,6,1,1,2,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92232020,9223,2020,"MN0271700","MN0271700","","N","N",,"I","PLYMOUTH","PLYMOUTH PD","Plymouth","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",80843,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",67,5,72,12,12,24,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-APR-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92242020,9224,2020,"MN0271800","MN0271800","","N","N",,"I","RICHFIELD","RICHFIELD PD","Richfield","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",36493,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",38,2,40,8,7,15,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92252020,9225,2020,"MN0271900","MN0271900","","N","N",,"I","ROBBINSDALE","ROBBINSDALE PD","Robbinsdale","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",14437,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,0,18,5,6,11,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92262020,9226,2020,"MN0272000","MN0272000","","N","N",,"I","ST. ANTHONY","ST ANTHONY POLICE DEPARTMENT","St. Anthony","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",9095,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",19,0,19,1,3,4,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","RAMSEY; HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92272020,9227,2020,"MN0272100","MN0272100","","N","N",,"I","ST. LOUIS PARK","ST LOUIS PARK PD","St. Louis Park","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",49058,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",45,2,47,11,11,22,0,0,01-JUN-16,01-JUN-18,01-JUN-18,01-JUN-18,01-JUN-18,01-JUN-18,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92282020,9228,2020,"MN0272300","MN0272300","","N","N",,"I","WAYZATA","WAYZATA PD","Wayzata","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",6602,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,0,2,2,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92292020,9229,2020,"MN0272400","MN0272400","","N","N",,"I","UNIV OF MN: TWIN CITIES","UNIV OF MN PD MINNEAPOLIS","University of Minnesota:","Twin Cities","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","University or College",0,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",46,19,65,10,15,25,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-19,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92302020,9230,2020,"MN0272500","MN0272500","","N","N",,"I","MINNEAPOLIS-ST. PAUL I A","MINNEAPOLIS-ST PAUL INTNATL AIRPORT PD ST PAUL","Minneapolis-St. Paul International Airport","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","Other",0,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",75,31,106,15,35,50,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-NOV-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92312020,9231,2020,"MN0272600","MN0272600","","N","N",,"I","EDEN PRAIRIE","EDEN PRAIRIE PD","Eden Prairie","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",65353,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",58,7,65,12,16,28,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92322020,9232,2020,"MN0272700","MN0272700","","N","N",,"I","MAPLE GROVE","MAPLE GROVE PD","Maple Grove","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",73939,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",51,3,54,15,10,25,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92332020,9233,2020,"MN0272800","MN0272800","","N","N",,"I","MINNETRISTA","MINNETRISTA PUBLIC SAFETY DEPARTMENT","Minnetrista","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",10738,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",12,2,14,1,2,3,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92342020,9234,2020,"MN0272900","MN0272900","","N","N",,"I","CHAMPLIN","CHAMPLIN PD","Champlin","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",25517,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",24,1,25,2,4,6,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92352020,9235,2020,"MN0273000","MN0273000","","N","N",,"I","MEDINA","MEDINA PD HAMEL","Medina","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",6952,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92362020,9236,2020,"MN0273100","MN0273100","","N","N",,"I","CORCORAN","CORCORAN PD","Corcoran","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",6352,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92372020,9237,2020,"MN0273200","MN0273200","","N","N",,"I","DAYTON","DAYTON PD","Dayton","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",6958,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",8,1,9,0,1,1,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,"N","WRIGHT; HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92382020,9238,2020,"MN0273400","MN0273400","","N","N",,"I","ROGERS","ROGERS PD","Rogers","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",13769,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",17,1,18,3,2,5,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92402020,9240,2020,"MN0273700","MN0273700","","N","N",,"I","WEST HENNEPIN","WEST HENNEPIN PUBLIC SAFETY DEPT MAPLE PLAIN","West Hennepin","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",5995,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,0,2,2,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92432020,9243,2020,"MN0274000","MN0274000","","N","N",,"I","THREE RIVERS PARK DIST","THREE RIVERS PARK DISTRICT","Three Rivers Park District","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","Other",0,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JUN-16,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,01-JUN-20,"N","HENNEPIN","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92452020,9245,2020,"MN0280000","MN0280000","","N","N",,"I","HOUSTON","HOUSTON CO SO CALEDONIA","Houston","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",7964,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",13,13,26,0,7,7,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92462020,9246,2020,"MN0280100","MN0280100","","N","N",,"I","CALEDONIA","CALEDONIA PD","Caledonia","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",2741,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",5,0,5,0,1,1,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92472020,9247,2020,"MN0280200","MN0280200","","N","N",,"I","HOUSTON","HOUSTON PD","Houston","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",963,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92482020,9248,2020,"MN0280300","MN0280300","","N","N",,"I","LA CRESCENT","LA CRESCENT PD","La Crescent","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",5016,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92492020,9249,2020,"MN0280400","MN0280400","","N","N",,"I","SPRING GROVE","SPRING GROVE PD","Spring Grove","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1258,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92502020,9250,2020,"MN0280500","MN0280500","","N","N",,"I","HOKAH","HOKAH PD","Hokah","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",543,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","HOUSTON","La Crosse-Onalaska, WI-MN","Y","Y","Y"
92512020,9251,2020,"MN0290000","MN0290000","","N","N",,"I","HUBBARD","HUBBARD CO SO PARK RAPIDS","Hubbard","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",16810,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",19,18,37,0,10,10,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-SEP-20,"N","HUBBARD","Non-MSA","Y","Y","Y"
92522020,9252,2020,"MN0290100","MN0290100","","N","N",,"I","PARK RAPIDS","PARK RAPIDS PD","Park Rapids","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",4280,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",10,0,10,1,1,2,0,0,01-JUN-16,01-SEP-20,01-SEP-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","HUBBARD","Non-MSA","Y","Y","Y"
92532020,9253,2020,"MN0300000","MN0300000","","N","N",,"I","ISANTI","ISANTI CO SO CAMBRIDGE","Isanti","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",23423,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",18,18,36,2,15,17,0,0,01-JUN-16,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","ISANTI","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92542020,9254,2020,"MN0300100","MN0300100","","N","N",,"I","CAMBRIDGE","CAMBRIDGE PD","Cambridge","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",9302,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,1,1,2,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-JUL-20,"N","ISANTI","Minneapolis-St. Paul-Bloomington, MN-WI","Y","Y","Y"
92552020,9255,2020,"MN0310000","MN0310000","","N","N",,"I","ITASCA","ITASCA CO SO GRAND RAPIDS","Itasca","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",28083,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",31,26,57,1,17,18,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92562020,9256,2020,"MN0310300","MN0310300","","N","N",,"I","GRAND RAPIDS","GRAND RAPIDS PD","Grand Rapids","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",11253,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",18,1,19,2,2,4,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-FEB-19,01-AUG-19,01-FEB-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92572020,9257,2020,"MN0310500","MN0310500","","N","N",,"I","NASHWAUK","NASHWAUK PD","Nashwauk","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",948,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-FEB-19,01-JUN-19,"N","ITASCA","Non-MSA","Y","Y","Y"
92582020,9258,2020,"MN0320000","MN0320000","","N","N",,"I","JACKSON","JACKSON CO SO JACKSON","Jackson","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",7516,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",14,3,17,0,10,10,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-AUG-19,01-FEB-19,"N","JACKSON","Non-MSA","Y","Y","Y"
92602020,9260,2020,"MN0320200","MN0320200","","N","N",,"I","LAKEFIELD","LAKEFIELD PD","Lakefield","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1605,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-FEB-19,01-FEB-19,01-JUN-19,01-JUL-19,01-JUN-19,"N","JACKSON","Non-MSA","Y","Y","Y"
92632020,9263,2020,"MN0340000","MN0340000","","N","N",,"I","KANDIYOHI","KANDIYOHI CO SO WILLMAR","Kandiyohi","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",22131,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",28,40,68,4,31,35,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-MAY-20,"N","KANDIYOHI","Non-MSA","Y","Y","Y"
92642020,9264,2020,"MN0340100","MN0340100","","N","N",,"I","WILLMAR","WILLMAR PD","Willmar","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",19901,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",33,0,33,2,4,6,0,0,01-JUN-16,01-JAN-94,01-JAN-94,01-JAN-94,01-JAN-94,01-MAY-20,"N","KANDIYOHI","Non-MSA","Y","Y","Y"
92652020,9265,2020,"MN0350000","MN0350000","","N","N",,"I","KITTSON","KITTSON CO SO HALLOCK","Kittson","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",3341,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",6,0,6,0,5,5,0,0,01-JUN-16,01-DEC-20,01-DEC-20,01-DEC-20,01-DEC-20,01-DEC-20,"N","KITTSON","Non-MSA","Y","Y","Y"
92672020,9267,2020,"MN0360000","MN0360000","","N","N",,"I","KOOCHICHING","KOOCHICHING CO SO INTERNATIONAL FALLS","Koochiching","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",6323,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",10,6,16,0,4,4,0,0,01-JUN-16,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","KOOCHICHING","Non-MSA","Y","Y","Y"
92682020,9268,2020,"MN0360100","MN0360100","","N","N",,"I","INTERNATIONAL FALLS","INTERNATIONAL FALLS PD","International Falls","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",5747,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",12,0,12,0,0,0,0,0,01-JUN-16,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,01-JUL-20,"N","KOOCHICHING","Non-MSA","Y","Y","Y"
92702020,9270,2020,"MN0370000","MN0370000","","N","N",,"I","LAC QUI PARLE","LAC QUI PARLE CO SO MADISON","Lac qui Parle","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",4993,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",7,1,8,0,3,3,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","LAC QUI PARLE","Non-MSA","Y","Y","Y"
92712020,9271,2020,"MN0370100","MN0370100","","N","N",,"I","DAWSON/BOYD","DAWSON PD","Dawson/Boyd","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","City",1540,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",3,0,3,0,0,0,0,0,01-JUN-16,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,01-SEP-19,"N","LAC QUI PARLE","Non-MSA","Y","Y","Y"
92732020,9273,2020,"MN0380000","MN0380000","","N","N",,"I","LAKE","LAKE CO SO TWO HARBORS","Lake","","A",27,"Minnesota","MN","MN","4","West North Central","2","Midwest","Region II","County",5323,23375,"MNUCR0001","Minnesota Justice Information Services Bureau of Criminal Apprehension","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",15,6,21,0,7,7,0,0,01-JUN-16,01-JUL-20,01-JUL-20,01-SEP-20,01-SEP-20,01-SEP-20,"N","LAKE","Duluth, MN-WI","Y","Y","Y"
