"DATA_YEAR","VICTIM_ID","INJURY_ID"
2020,149560796,4
2020,149560805,4
2020,149560809,5
2020,149560818,4
2020,149560822,4
2020,149560836,6
2020,149560836,2
2020,149560837,6
2020,149560835,5
2020,149560837,2
2020,144617255,5
2020,144617276,4
2020,144617287,4
2020,144617387,4
2020,144617657,4
2020,137270821,4
2020,137761128,4
2020,137761190,5
2020,137761331,4
2020,137761339,5
2020,137761338,4
2020,137761342,5
2020,137761359,4
2020,137761358,5
2020,137761357,5
2020,137761427,4
2020,137761561,4
2020,132172149,5
2020,132172148,5
2020,132172181,4
2020,132172257,5
2020,132172258,5
2020,140705424,5
2020,140705447,4
2020,140705462,4
2020,140705621,5
2020,138848727,4
2020,131387477,4
2020,131387478,4
2020,142045863,4
2020,142045926,5
2020,132105404,4
2020,132105411,4
2020,132105436,5
2020,137262925,5
2020,146953150,4
2020,146953149,4
2020,146954902,5
2020,137248539,5
2020,139672430,4
2020,139672428,4
2020,139672429,4
2020,139679392,4
2020,139680366,4
2020,139680458,4
2020,137252913,4
2020,144441135,4
2020,144441142,6
2020,144441142,2
2020,144441155,2
2020,144441156,4
2020,144441160,4
2020,144441159,4
2020,137248530,4
2020,139770058,5
2020,139771296,4
2020,143073836,4
2020,143073849,5
2020,143073873,4
2020,143073936,5
2020,143076726,4
2020,140696343,4
2020,140704160,5
2020,143549745,5
2020,137257817,5
2020,137257841,5
2020,137257893,5
2020,137257896,4
2020,137262931,4
2020,142723344,4
2020,142723345,4
2020,142723343,4
2020,142723346,4
2020,137257746,4
2020,137257764,4
2020,137257768,5
2020,137268296,5
2020,140696591,5
2020,140703085,5
2020,140703086,4
2020,140703087,4
2020,140703088,5
2020,140703132,5
2020,140704423,5
2020,140704482,5
2020,140704481,5
2020,138912762,5
2020,137248517,5
2020,137248525,4
2020,137252910,4
2020,148266807,5
2020,139768155,4
2020,139768156,4
2020,139769893,5
2020,131647917,5
2020,131617872,5
2020,131617871,5
2020,131617893,4
2020,131921636,4
2020,131922205,5
2020,131922903,4
2020,131921852,4
2020,131921887,5
2020,131922152,5
2020,131922621,4
2020,131922884,4
2020,131922921,4
2020,131922927,5
2020,131922987,4
2020,131923079,5
2020,131923206,4
2020,131923205,4
2020,137248533,5
2020,132808659,4
2020,132808673,4
2020,132808689,4
2020,132808688,4
2020,139058515,4
2020,144596843,5
2020,144596860,6
2020,131638758,5
2020,131638768,4
2020,132987725,4
2020,132987724,4
2020,132997902,4
2020,141599507,4
2020,141600283,5
2020,141600326,6
2020,141600339,5
2020,141600344,5
2020,141600345,5
2020,141600368,6
2020,141600375,6
2020,141600431,5
2020,141600428,5
2020,141600429,5
2020,141600430,5
2020,141600436,4
2020,141600437,4
2020,141600448,5
2020,141600552,5
2020,132986180,4
2020,135561379,5
2020,135561553,5
2020,135561559,8
2020,135562059,4
2020,135562061,4
2020,135562250,4
2020,135562286,4
2020,135562337,5
2020,135525013,4
2020,135525020,4
2020,135525053,4
