"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2020,12,159718308,32833381
2020,3,159593798,32792372
2020,10,159625529,32795843
2020,2,159625532,32795847
2020,9,159625570,32795856
2020,20,159625623,32795869
2020,20,159625754,32795897
2020,20,159625862,32795918
2020,18,159706976,32825353
2020,20,159707004,32825359
2020,2,159718223,32833357
2020,18,159718323,32833386
2020,10,159718324,32833387
2020,10,159718325,32833388
2020,18,159718350,32833399
2020,12,159718354,32833400
2020,19,159719827,32833708
2020,12,159728766,32834763
2020,12,159727495,32834481
2020,9,159727574,32834496
2020,2,159727634,32834513
2020,12,159727679,32834524
2020,3,159727800,32834536
2020,12,159727982,32834577
2020,12,159936870,32913938
2020,12,159936954,32913942
2020,12,160001213,32925752
2020,4,160046751,32936434
2020,5,160046751,32936435
2020,2,160060021,32943889
2020,12,160060892,32944121
2020,19,160067378,32944525
2020,18,162161583,33466453
2020,12,161624176,33328878
2020,9,161624179,33328879
2020,12,161624181,33328880
2020,2,158812729,32567345
2020,12,159707298,32831765
2020,20,159707672,32831858
2020,12,159825801,32881019
2020,9,159825804,32881020
2020,12,160037494,32935226
2020,12,160046552,32936399
2020,12,161939417,33410698
2020,12,161939778,33410809
2020,3,161949541,33417174
2020,12,158394336,32447740
2020,3,158405376,32449087
2020,3,158368638,32422929
2020,12,160481077,33050054
2020,3,161947923,33411702
2020,12,160785037,33128750
2020,12,160785299,33128792
2020,2,160785411,33128816
2020,12,160785530,33128844
2020,12,160785604,33128864
2020,12,160786037,33128975
2020,12,160786038,33128976
2020,9,158393509,32447550
2020,12,159124471,32654838
2020,12,158432061,32476837
2020,20,160924947,33155141
2020,3,160924996,33155154
2020,9,160926654,33155480
2020,11,160926775,33155508
2020,12,160926831,33155526
2020,10,160927526,33155659
2020,19,160927575,33155673
2020,12,159484407,32758875
2020,3,160656437,33090147
2020,3,160656438,33090148
2020,20,160831690,33137846
2020,20,160656855,33090245
2020,12,160877118,33147482
2020,12,160879033,33147892
2020,3,160143801,32958578
2020,12,160144431,32958725
2020,12,160144654,32958766
2020,3,159633179,32796369
2020,12,159633418,32796429
2020,6,158393036,32447338
2020,20,158393042,32447339
2020,12,158393057,32447343
2020,9,158393233,32447431
2020,12,158393243,32447433
2020,20,158393251,32447437
2020,2,158393267,32447443
2020,18,158393270,32447445
2020,3,158393274,32447447
2020,20,158393280,32447449
2020,18,158393282,32447450
2020,16,158393285,32447451
2020,18,158393293,32447452
2020,2,158393295,32447453
2020,18,158393297,32447454
2020,19,158393300,32447455
2020,12,158411312,32449171
2020,3,158393373,32447485
2020,2,158393505,32447548
2020,3,158393515,32447551
2020,4,158393881,32447647
2020,12,158405029,32448990
2020,12,158404685,32448918
2020,12,158415998,32450218
2020,12,158404743,32448932
2020,12,158404780,32448941
2020,11,158415995,32450216
2020,12,158415999,32450219
2020,3,158405013,32448982
2020,20,158405022,32448984
2020,12,158405023,32448985
2020,12,158936457,32611781
2020,10,158416212,32450271
2020,12,158936459,32611782
2020,10,158405300,32449075
2020,12,158936464,32611784
2020,2,158412207,32449386
2020,20,158412232,32449393
2020,18,158936587,32611804
2020,3,158412291,32449409
2020,20,158412316,32449416
2020,20,158412352,32449423
2020,12,158412453,32449441
2020,21,158412532,32449458
2020,2,159124362,32654801
2020,18,158416085,32450237
2020,12,159124478,32654840
2020,3,158416190,32450268
2020,3,158416312,32450285
2020,12,158416325,32450288
2020,19,158416474,32450318
2020,12,158416567,32450333
2020,12,158368636,32422928
2020,12,158368689,32422953
2020,18,158370344,32423230
2020,20,158370347,32423232
2020,2,158381809,32423556
2020,12,158381819,32423557
2020,3,158833669,32568817
2020,20,158833670,32568818
2020,20,158502055,32485430
2020,12,158502064,32485434
2020,20,158502078,32485441
2020,2,158502079,32485442
2020,5,158519495,32498055
2020,12,158519547,32498071
2020,12,158520017,32498167
2020,2,158520031,32498180
2020,3,158520032,32498181
2020,12,158520036,32498183
2020,3,158520039,32498184
2020,12,158520061,32498201
2020,9,158520068,32498207
2020,12,158520067,32498206
2020,9,158520070,32498209
2020,12,158801988,32561224
2020,12,158802034,32561236
2020,12,158802115,32561255
2020,17,158802482,32561328
2020,20,158802553,32561346
2020,12,158885633,32586959
2020,12,158417119,32450454
2020,2,158431213,32461775
2020,12,158431222,32461779
2020,12,158431223,32461780
2020,3,159727060,32834399
2020,20,159727882,32834553
2020,12,159831939,32881228
2020,4,158502187,32485466
2020,5,158502190,32485469
2020,12,158369177,32423045
2020,12,158502530,32485541
2020,12,158369182,32423048
