"DATA_YEAR","NIBRS_MONTH_ID","AGENCY_ID","MONTH_NUM","DATA_YEAR","REPORTED_STATUS","REPORT_DATE","UPDATE_FLAG","ORIG_FORMAT","DATA_HOME","DDOCNAME","DID","MONTH_PUB_STATUS"
2020,15401690,9222,1,2020,"U",14-JUL-20,"Y","X","C","2020_01_MN0271600_NIBRS",76587037,0
2020,13964379,9222,6,2020,"I",05-JUN-20,"Y","X","C","2020_06_MN0271600_NIBRS",76586734,0
2020,15433867,9222,7,2020,"I",17-JUL-20,"Y","X","C","2020_07_MN0271600_NIBRS",79351588,0
2020,15639398,9222,8,2020,"I",12-AUG-20,"Y","X","C","2020_08_MN0271600_NIBRS",81685254,0
2020,15933740,9222,9,2020,"I",12-SEP-20,"Y","X","C","2020_09_MN0271600_NIBRS",89580826,0
2020,16346747,9222,10,2020,"I",14-OCT-20,"Y","X","C","2020_10_MN0271600_NIBRS",87870379,0
2020,16608707,9222,11,2020,"I",03-NOV-20,"Y","X","C","2020_11_MN0271600_NIBRS",88575195,0
2020,16932559,9222,12,2020,"I",04-DEC-20,"Y","X","C","2020_12_MN0271600_NIBRS",92028136,0
2020,8554443,9191,1,2020,"I",,"Y","G","C","2020_01_MN0220100_NIBRS",74214338,0
2020,8485913,9191,2,2020,"I",,"Y","G","C","2020_02_MN0220100_NIBRS",93096972,0
2020,8545869,9191,3,2020,"I",,"Y","G","C","2020_03_MN0220100_NIBRS",81679843,0
2020,8487809,9191,4,2020,"I",,"Y","G","C","2020_04_MN0220100_NIBRS",89060260,0
2020,8516898,9191,5,2020,"I",,"Y","G","C","2020_05_MN0220100_NIBRS",74219369,0
2020,8566634,9191,6,2020,"I",,"Y","G","C","2020_06_MN0220100_NIBRS",94338798,0
2020,8496399,9191,7,2020,"I",,"Y","G","C","2020_07_MN0220100_NIBRS",94380369,0
2020,8492897,9191,8,2020,"I",,"Y","G","C","2020_08_MN0220100_NIBRS",95659312,0
2020,8500423,9191,9,2020,"I",,"Y","G","C","2020_09_MN0220100_NIBRS",85582289,0
2020,8536409,9191,10,2020,"I",,"Y","G","C","2020_10_MN0220100_NIBRS",89037630,0
2020,8493453,9191,11,2020,"I",,"Y","G","C","2020_11_MN0220100_NIBRS",89269434,0
2020,8531511,9191,12,2020,"I",,"Y","G","C","2020_12_MN0220100_NIBRS",93597463,0
2020,18164085,32394,11,2020,"I",08-MAR-21,"Y","X","C","2020_11_MN0230100_NIBRS",97085041,0
2020,17354525,32394,12,2020,"I",20-JAN-21,"Y","X","C","2020_12_MN0230100_NIBRS",92349629,0
