"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2020,3,162422590
2020,4,162156363
2020,4,162156364
2020,4,163083319
2020,4,163083210
2020,4,163083318
2020,4,163083357
2020,4,163083383
2020,4,162816600
2020,3,162816603
2020,4,162961915
2020,4,163085114
2020,4,163085115
2020,4,163083378
2020,4,163083380
2020,4,163083382
2020,4,162972029
2020,3,162971795
2020,4,162972036
2020,4,162972037
2020,4,162972060
2020,4,162156343
2020,4,162156352
2020,4,162474669
2020,4,163230025
2020,4,163444414
2020,4,163444417
2020,4,163444419
2020,4,163444426
2020,4,163444428
2020,4,163444432
2020,4,163444433
2020,4,163540636
2020,3,163442441
2020,3,163442442
2020,4,163442592
2020,4,163443100
2020,4,163443101
2020,4,163443111
2020,4,163443245
2020,4,163443253
2020,4,163443363
2020,4,163214128
2020,4,163214132
2020,4,163214136
2020,4,163214137
2020,4,163214206
2020,3,163214211
2020,3,163214212
2020,4,163214219
2020,4,162428265
2020,4,162428264
2020,3,163127350
2020,3,163127349
2020,3,163127348
2020,4,163127352
2020,4,163127353
2020,4,163127405
2020,1,163127402
2020,4,163127404
2020,4,162281456
2020,4,162281544
2020,4,162389333
2020,4,162390151
2020,4,163119941
2020,4,163120146
2020,4,163084310
2020,4,144698605
2020,4,144698691
2020,4,154377213
2020,4,154377399
2020,3,154377409
2020,4,154377413
2020,4,154377412
2020,4,154377418
2020,4,148998800
2020,4,148998817
2020,4,148998837
2020,4,148998841
2020,4,148998847
2020,4,148998853
2020,4,148998854
2020,4,148998855
2020,4,148998857
2020,4,148998858
2020,4,148998859
2020,4,148998863
2020,4,148998862
2020,4,148998864
2020,4,148998865
2020,4,148998866
2020,4,148998867
2020,4,148998872
2020,4,148998873
2020,4,148998874
2020,4,148998876
2020,4,148998881
2020,4,148998886
2020,4,148998887
2020,4,148998888
2020,4,148998891
2020,4,148998890
2020,4,148998911
2020,4,148998912
2020,4,148998915
2020,4,148998916
2020,4,148998918
2020,4,148998920
2020,4,148998924
2020,4,148998927
2020,4,155404257
2020,4,155404258
2020,3,155404264
2020,3,155404263
2020,4,148998930
2020,4,148998931
2020,4,148998932
2020,4,155404274
2020,4,148998935
2020,4,148998936
2020,4,148998937
2020,4,148998938
2020,4,155404275
2020,4,148998940
2020,4,148998942
2020,4,148998941
2020,4,155404278
2020,4,155404280
2020,4,155404281
2020,4,148998946
2020,4,148998947
2020,4,148998948
2020,4,148998949
2020,4,155404282
2020,4,148998950
2020,4,155404286
2020,3,155404288
2020,4,148998953
2020,4,148998954
2020,4,148998955
2020,4,148998956
2020,4,148998958
2020,4,155404291
2020,4,148998962
2020,4,148998963
2020,4,155404296
2020,4,155404295
2020,4,155404299
2020,4,155404300
2020,4,155404302
2020,4,155404304
2020,4,155404306
2020,4,155404318
2020,4,155404320
2020,4,155404321
2020,4,155404322
2020,4,148998968
2020,3,155404328
2020,4,155404329
2020,4,148998969
2020,4,155404331
2020,4,148998971
2020,4,148998972
2020,4,148998978
2020,4,148998981
2020,4,155404414
2020,4,155404418
2020,4,148998988
2020,4,155404453
2020,4,155404456
2020,4,148998997
2020,4,148998998
2020,4,155404459
2020,4,155404461
2020,4,155404463
2020,4,155404464
2020,4,155404465
2020,4,155404466
2020,4,155404502
2020,4,148999009
2020,4,148999010
2020,4,155404509
2020,4,155404510
2020,4,148999014
2020,4,148999018
2020,4,148999020
2020,4,148999021
2020,4,148999022
2020,4,148999023
2020,4,148999024
2020,4,148999025
2020,4,148999026
2020,4,148999027
2020,4,148999029
2020,4,148999034
2020,4,156823767
2020,4,157739482
2020,4,157739511
2020,4,157739525
2020,4,157739542
2020,4,157739543
2020,4,157739554
2020,4,157739571
2020,3,157739582
2020,1,157739581
2020,3,157739583
2020,4,157739588
2020,4,157739596
2020,4,157739599
2020,4,157739684
2020,3,159596818
2020,3,159596817
2020,4,159596820
2020,4,159596850
2020,4,159596853
2020,4,159596856
2020,4,159596857
2020,4,159596888
2020,4,159596906
2020,4,159596914
2020,4,159596926
2020,4,159596928
2020,4,159596962
2020,4,145664149
2020,4,145664148
2020,4,145702678
2020,4,145702681
2020,4,145664300
2020,4,145702565
2020,4,145702682
2020,4,144698625
2020,4,144698690
2020,4,145083632
2020,4,145083633
2020,4,145091566
2020,4,145092269
2020,4,145092375
2020,4,148996715
2020,4,148996718
2020,4,148996721
2020,4,146736080
2020,4,146736119
2020,4,146746200
2020,4,156838161
2020,4,156838212
2020,4,156838223
2020,4,156838233
2020,4,156838280
2020,4,156838297
2020,4,156838307
2020,4,156838312
2020,4,156838313
2020,4,145702683
2020,4,145664098
2020,4,145664107
2020,4,145664111
2020,4,145664112
2020,4,145664113
2020,4,145664120
2020,4,145702740
2020,4,145664208
2020,4,145664209
2020,4,145664221
