data_year,suspected_drug_type_id,property_id,est_drug_qty,drug_measure_type_id,nibrs_suspected_drug_id
2021,5,134237925,1.000,11,9454243
2021,12,134171925,0.000,1,3062371
2021,5,135541366,8.000,1,6790799
2021,12,134745456,1.000,1,10757144
2021,12,134135103,1.000,1,9524856
2021,12,135113797,1.000,11,8907711
2021,12,143823589,1.000,11,12031548
2021,12,143823590,1.000,1,12031549
2021,5,139852792,30.000,1,11432836
2021,5,134284092,38.000,1,9963272
2021,12,138486199,2.000,1,11207441
2021,5,135948244,1.000,1,10379770
2021,12,135948244,1.000,11,10379771
2021,5,135118255,33.000,1,9114649
2021,12,135118255,17.000,1,9114650
2021,5,135113662,237.000,1,9554510
2021,5,134756785,53.000,1,9573405
2021,5,145452162,1.000,1,12255977
2021,12,135252144,0.000,1,10056273
2021,12,136973099,1.000,1,9751784
2021,5,134628833,5.400,1,9782280
2021,5,138182271,7.330,1,11157333
2021,5,137582049,0.405,1,11058718
2021,12,137582049,0.760,1,11058719
2021,5,138182272,0.010,1,11157334
2021,4,135252144,0.000,1,10056274
2021,4,135369339,4.000,1,10034620
2021,12,140153075,7.100,1,11488324
2021,8,135369339,7.000,9,10034621
2021,12,136037960,1.000,1,9007791
2021,12,138806407,0.010,1,11256041
2021,5,139192610,4.190,1,11326140
2021,5,139360342,2.000,9,11356882
2021,5,139893414,19.000,1,11440765
2021,5,140111875,7.000,9,11482095
2021,5,142253446,7.000,9,11798274
2021,5,142253446,6.000,1,11798275
2021,12,135374627,1.000,1,3361550
2021,12,143065854,0.001,1,11917041
2021,5,143065854,0.001,1,11917042
2021,12,144952815,27.325,1,12184666
2021,2,144952815,0.010,1,12184667
2021,16,144952815,2.000,9,12184668
2021,12,144952816,0.010,1,12184669
2021,12,136271151,1.000,1,10594610
2021,2,136459361,0.000,1,7110726
2021,5,135528974,1.000,11,7050213
2021,12,136802823,21.000,1,10228777
2021,11,135799676,1.000,1,7128855
2021,12,142050654,0.850,1,11767934
2021,12,135546632,1.770,1,7009040
2021,5,135546632,22.000,1,7009041
2021,5,137574297,39.000,1,11056827
2021,5,140718137,8.010,9,11579681
2021,5,140718137,0.010,1,11579682
2021,5,134941149,0.020,1,2544047
2021,4,137574297,1.000,1,11056828
2021,5,135794396,1.000,1,7068402
