data_year,victim_id,offender_id,relationship_id,nibrs_victim_offender_id
2021,162976330,167844813,21,
2021,162976344,167844827,21,
2021,162976352,167844834,1,
2021,162976353,167844835,1,
2021,162976357,167844839,11,
2021,162976370,167844852,21,
2021,162976372,167844854,1,
2021,150115765,155109234,21,
2021,162976380,167844862,17,
2021,162976381,167844862,11,
2021,162976393,167844874,15,
2021,162976413,167844895,1,
2021,162976428,167844910,3,
2021,162976430,167844912,15,
2021,162976431,167844913,3,
2021,162976433,167844915,1,
2021,162976436,167844918,27,
2021,162976438,167844920,1,
2021,162976439,167844920,24,
2021,162976440,167844921,1,
2021,162976445,167844926,1,
2021,162976446,167844926,15,
2021,162976450,167844930,1,
2021,162976453,167844933,15,
2021,162976455,167844935,15,
2021,162976456,167844935,23,
2021,162907402,167775414,17,
2021,162976488,167844967,3,
2021,162976515,167844992,1,
2021,162976563,167845038,3,
2021,162976573,167845048,1,
2021,162976576,167845051,14,
2021,162976576,167845052,14,
2021,162976577,167845051,14,
2021,162976577,167845052,14,
2021,162907406,167775417,15,
2021,162976586,167845060,1,
2021,162976587,167845060,26,
2021,162976588,167845061,14,
2021,162976588,167845062,14,
2021,162976589,167845061,14,
2021,162976589,167845062,14,
2021,162976591,167845064,1,
2021,162976592,167845065,1,
2021,162976592,167845066,24,
2021,162976599,167845073,3,
2021,162976607,167845081,15,
2021,162976617,167845091,27,
2021,162976624,167845098,21,
2021,162976626,167845100,1,
2021,162976627,167845101,13,
2021,165731153,170572626,20,
2021,162976642,167845117,1,
2021,162976643,167845118,17,
2021,162976650,167845125,17,
2021,162976655,167845130,21,
2021,162976656,167845130,5,
2021,162976657,167845130,5,
2021,162976659,167845132,22,
2021,162976664,167845137,3,
2021,162976669,167845141,1,
2021,162976710,167845180,1,
2021,162976713,167845183,1,
2021,162976722,167845192,17,
2021,162977695,167846203,27,
2021,162976732,167845202,3,
2021,162976734,167845205,17,
2021,162976734,167845206,21,
2021,162976736,167845208,21,
2021,162976741,167845213,17,
2021,162976742,167845213,17,
2021,159870564,164778183,21,
2021,162976761,167845235,3,
2021,159775550,164686659,3,
2021,160895202,165793082,27,
2021,162976770,167845243,24,
2021,162976771,167845243,1,
2021,162976774,167845245,15,
2021,162004280,166879551,1,
2021,162004283,166879553,1,
2021,162004283,166879554,1,
2021,162004285,166879556,4,
2021,162004286,166879556,4,
2021,162004476,166879759,17,
2021,162004295,166879565,17,
2021,162299505,167174758,3,
2021,146345095,151367767,1,
2021,146345097,151367767,1,
2021,146345096,151367767,18,
2021,146954892,151985680,5,
2021,153842351,158802399,1,
2021,151104609,156091722,21,
2021,156133289,161069500,24,
2021,146611064,151642385,16,
2021,162976110,167844565,1,
2021,162976110,167844566,1,
2021,146952074,151981668,3,
2021,147415053,152432114,3,
2021,147415054,152432115,3,
2021,146954712,151985489,21,
2021,156243435,161177346,17,
2021,150073133,155066722,1,
2021,163950534,168807404,3,
2021,154666521,159619840,3,
2021,145670119,150623320,3,
2021,147481102,152510792,25,
2021,147481102,152510793,3,
2021,147481103,152510792,3,
2021,147481103,152510793,25,
