data_year,victim_id,injury_id
2021,153842221,5
2021,155589393,5
2021,155228907,4
2021,155235117,4
2021,155919323,4
2021,155919324,4
2021,162802230,5
2021,155149029,5
2021,154401167,5
2021,157190392,5
2021,155149030,5
2021,155187366,4
2021,155221703,5
2021,155086983,4
2021,155234799,5
2021,154397571,5
2021,154397572,1
2021,154397572,2
2021,156393770,5
2021,156339917,5
2021,154650830,5
2021,154650831,5
2021,154650832,5
2021,156184727,5
2021,155086262,4
2021,155591164,2
2021,156184728,5
2021,156183292,5
2021,156879488,4
2021,155261230,5
2021,155919530,5
2021,155662440,4
2021,155662441,4
2021,157109867,5
2021,155919532,5
2021,155919533,5
2021,155919534,5
2021,155919535,5
2021,155919536,5
2021,155960114,5
2021,155960115,4
2021,156188976,5
2021,156189512,5
2021,166098799,5
2021,159123029,5
2021,156072980,4
2021,156072982,4
2021,156007488,4
2021,156007489,4
2021,156147500,5
2021,156147501,5
2021,156187423,4
2021,157265798,5
2021,156189513,5
2021,156183322,4
2021,156189709,4
2021,156189710,5
2021,156181838,5
2021,161010548,4
2021,156861840,4
2021,161110153,4
2021,163242834,2
2021,156340292,5
2021,156817589,4
2021,156880086,4
2021,156340295,4
2021,157415854,1
2021,156432265,5
2021,157401694,5
2021,157264988,4
2021,161110356,5
2021,157284340,4
2021,157284342,5
2021,157474879,2
2021,157319629,4
2021,157461855,4
2021,161110357,5
2021,156278908,4
2021,162962795,4
2021,159204816,4
2021,161110358,4
2021,157993015,4
2021,158042000,4
2021,158104565,4
2021,156722534,5
2021,164822905,4
2021,158602537,4
2021,156389530,7
2021,162802655,4
2021,156431393,5
2021,158710667,4
2021,161110373,4
2021,158799971,4
2021,158799972,4
2021,159121107,4
2021,159121108,4
2021,159204817,4
2021,156852640,5
2021,159186585,5
2021,159333364,5
2021,156852641,5
2021,156856069,4
2021,156856070,4
2021,161127598,5
2021,161117272,4
2021,157309968,5
2021,160347890,4
2021,157309969,5
2021,160111016,5
2021,157282067,5
2021,157282788,4
2021,157309970,5
2021,160542145,5
2021,157309971,5
2021,161109215,4
2021,157402501,4
2021,165272105,5
2021,160614386,4
2021,160615029,5
2021,160657135,4
2021,162976048,2
2021,160657137,5
2021,162839062,5
2021,160971615,4
2021,157775673,5
2021,161110319,4
2021,161123342,4
2021,162841059,5
2021,161722134,5
2021,162909150,5
2021,162909151,5
2021,162840861,5
2021,161123269,5
2021,164822906,4
2021,155315648,4
2021,157777549,3
2021,154101102,4
2021,158798321,5
2021,154101104,5
2021,154101105,5
2021,161118620,5
2021,159274495,4
2021,154101108,5
2021,162840862,4
2021,155261375,5
2021,152175349,5
2021,152175350,5
2021,161127830,5
2021,161122993,5
2021,161109218,4
2021,161123274,5
2021,160894594,4
2021,162840863,5
2021,162840864,5
2021,161124564,5
2021,156818450,4
2021,162840865,4
2021,161109417,4
2021,159966297,4
2021,160205865,8
2021,157777617,4
2021,156818454,5
2021,162840871,4
2021,161109418,4
2021,161109419,4
2021,161123279,4
2021,159972560,4
2021,160614803,4
2021,159856041,4
2021,161407454,4
2021,161127832,5
2021,161127834,4
2021,145850848,5
2021,161127835,4
2021,161109219,5
2021,161109421,4
2021,161127836,4
2021,160016137,5
2021,161127978,4
2021,146343765,5
2021,146746407,4
2021,160006837,4
2021,146746796,5
2021,161109556,4
2021,161127979,5
2021,160346707,5
2021,164008611,5
2021,160512972,4
2021,150100491,4
2021,150100492,4
2021,148045093,4
2021,160341400,5
2021,150004474,5
2021,152553886,5
2021,160341401,5
2021,160341716,4
2021,161127982,5
2021,152224929,4
2021,152224930,4
2021,161724885,4
2021,161127162,5
2021,164658358,5
2021,157992969,6
2021,152035128,4
2021,152285903,5
2021,152285904,4
2021,161627924,5
2021,155089267,5
2021,161666212,5
2021,161417379,5
2021,156278266,5
2021,156278267,5
2021,161417411,5
2021,148953589,4
2021,159368157,5
2021,145994493,5
2021,145994494,5
2021,147484678,5
2021,156818320,4
2021,146887784,5
2021,157320734,5
2021,157780496,4
2021,157481113,5
2021,147455672,5
2021,160208267,4
2021,160208268,5
2021,147481105,4
2021,150054897,4
2021,160014955,4
2021,149949956,8
2021,148291564,4
2021,163274701,4
2021,160377102,6
2021,162268741,5
2021,162268742,5
2021,148819329,5
2021,145689622,4
2021,150021848,5
2021,148818000,5
2021,148981423,5
2021,149560349,5
2021,149560350,4
2021,149836656,5
2021,149836657,5
2021,149949959,4
2021,150126523,4
2021,150066464,4
2021,150125944,5
2021,150126278,5
2021,150799960,2
2021,146651286,3
2021,150799960,6
2021,150799960,7
2021,150195763,5
2021,147272064,5
2021,146778797,4
2021,150478870,5
2021,148981866,5
2021,150928199,5
2021,148987908,4
2021,150955103,5
2021,151471278,5
2021,151102998,5
2021,151102999,5
2021,151365150,5
2021,163274426,4
2021,148952948,5
2021,151466392,5
2021,148045094,4
2021,162264335,4
2021,148949296,4
2021,148299090,4
2021,150241746,1
2021,150126356,4
2021,151646452,4
2021,158362690,5
2021,150004529,4
2021,155315792,5
2021,150044930,5
2021,150044931,5
2021,155315927,5
2021,150327418,3
2021,150641693,5
2021,150299755,4
2021,150800944,4
2021,151345179,5
2021,150937538,4
2021,152335821,5
2021,150963654,5
2021,150936874,4
2021,150963659,5
2021,151345183,5
2021,150963666,5
2021,152032355,4
2021,156341893,4
2021,152136766,4
2021,152136635,5
2021,152175297,5
2021,151471851,4
2021,152223453,5
2021,159220738,5
2021,152123496,5
2021,153070387,5
2021,152295903,4
2021,152979336,5
2021,154667289,5
2021,152175218,3
2021,152364586,6
2021,158351145,5
2021,153422264,5
2021,152414238,5
2021,153394235,5
2021,153397733,5
2021,153394237,4
2021,153464505,4
2021,153394238,4
2021,155564950,5
2021,153647937,5
2021,153982908,2
2021,155564951,5
2021,155564952,5
2021,154453845,4
2021,156430881,5
2021,156655098,5
2021,155239659,4
2021,155186284,5
2021,154650038,5
2021,154712926,4
2021,155316027,5
2021,155310732,4
2021,155190108,4
2021,155223294,5
2021,155164060,4
2021,155824358,4
2021,155824359,4
2021,161127959,5
2021,156342407,5
2021,155995706,4
2021,155995707,4
2021,156341894,5
2021,155228863,4
2021,155568235,4
2021,155566925,4
2021,155566926,5
2021,155566927,5
2021,155315793,4
2021,155732437,5
2021,155732002,5
2021,155732003,5
2021,155824119,5
2021,155835123,5
2021,156128613,4
2021,161406445,4
2021,157210915,4
2021,157210916,4
2021,156140230,4
2021,156264332,5
2021,156143019,4
2021,156184015,5
2021,156654921,4
2021,158030817,5
2021,158030818,5
2021,156341895,4
2021,156341896,4
2021,156276177,2
2021,158572102,4
2021,159968400,4
2021,159333543,5
2021,159333563,4
2021,156654982,4
2021,156743612,2
2021,163274427,6
2021,162268747,4
2021,156817514,5
2021,156817515,5
2021,162268751,5
2021,162268752,4
2021,157265833,4
2021,161887979,4
2021,161127961,4
2021,161110342,4
2021,158362105,4
2021,161417304,5
2021,159870319,4
2021,161732399,4
2021,157403951,4
2021,157418547,4
2021,160971623,5
2021,164742559,5
2021,164742560,5
2021,157780140,4
2021,161128319,5
2021,157785092,4
2021,158106152,4
2021,162960615,5
2021,161679474,5
2021,159274189,4
2021,159355819,4
2021,145895779,4
2021,145915479,5
2021,146651316,4
2021,156279222,5
2021,145850451,4
2021,147196724,3
2021,146337484,4
2021,159350912,4
2021,146646841,5
2021,146646842,4
2021,159350913,4
2021,159370318,4
2021,159370319,5
2021,163952348,4
2021,159204337,4
2021,149107138,5
2021,147468999,4
2021,160342261,5
2021,147748027,3
2021,147744567,4
2021,148917445,4
2021,148299093,4
2021,147958921,4
2021,160110329,4
2021,148811309,5
2021,148151241,5
2021,148151240,5
2021,148151242,5
2021,160216647,5
2021,148299097,5
2021,148299096,4
2021,150004531,4
2021,162789704,4
2021,148818837,5
2021,148818292,4
2021,160612852,4
2021,150072609,4
2021,160612853,4
2021,160612854,4
2021,160612692,4
2021,161795781,4
2021,150057687,5
2021,150697432,5
2021,150697433,5
2021,151104682,4
2021,163274428,5
2021,161821195,4
2021,161666937,2
2021,151365501,4
2021,151408300,5
2021,151408301,5
2021,161666937,4
2021,145629086,5
2021,152023401,5
2021,152175219,5
2021,152285907,4
2021,152391628,4
2021,153405953,4
2021,154396160,4
2021,146889111,4
2021,145701281,5
2021,146893808,5
2021,153647387,4
2021,153734776,5
2021,153790537,4
2021,153991320,4
2021,154490316,5
2021,157418922,4
2021,146893809,4
2021,147123705,4
2021,154666967,5
2021,154714800,3
2021,154818888,4
2021,155166768,5
2021,155166770,4
2021,155172051,4
2021,155185365,5
2021,155663431,5
2021,155316736,4
2021,155567723,5
2021,155344154,4
2021,155566644,4
2021,155662442,4
2021,155963734,4
2021,156744745,5
2021,156141504,4
2021,147480796,5
2021,156722407,6
2021,146651080,4
2021,157461675,5
2021,147484454,4
2021,159973669,4
2021,157474885,5
2021,158711997,4
2021,159222096,4
2021,147484360,4
2021,159333611,5
2021,160014957,4
2021,160083565,4
2021,160304640,4
2021,162264206,5
2021,160523768,4
2021,161344765,5
2021,161344254,4
2021,161350885,5
2021,146511709,5
2021,147414320,6
2021,146796053,4
2021,153803601,4
2021,150886457,5
2021,152365367,4
2021,160890766,4
2021,153704423,5
2021,150149832,4
2021,159219472,4
2021,156279319,4
2021,147445333,5
2021,160207872,4
2021,160207873,4
2021,160207874,4
2021,152132320,5
2021,159219473,4
2021,154452504,4
2021,153790193,4
2021,150041167,4
2021,154399941,5
2021,152135769,5
2021,165783314,5
2021,154399948,5
2021,154399954,4
2021,152365374,4
2021,152365375,5
2021,153165374,5
2021,159219475,4
2021,147191694,2
2021,157264238,5
2021,153166939,5
2021,153166940,4
2021,147383788,5
2021,153643332,4
2021,147383789,5
2021,147744883,5
2021,156348763,5
2021,155959367,5
2021,155959368,5
2021,155959369,5
2021,153728133,4
2021,154099491,5
2021,154099492,5
2021,148435401,4
2021,153982197,4
2021,153982198,4
2021,153982206,4
2021,155802629,4
2021,157402715,5
2021,156276020,4
2021,155798018,5
2021,155731115,5
2021,156339055,5
2021,155798181,4
2021,155798182,4
2021,155798183,4
2021,155798184,4
2021,155802595,4
2021,147741298,4
2021,159219482,5
2021,156338992,5
2021,156430435,4
2021,157187558,5
2021,157187567,5
2021,157188008,5
2021,159219487,5
2021,160259755,4
2021,159857585,4
2021,159241771,5
2021,148289350,5
2021,162960042,4
2021,160607515,5
2021,159241772,5
2021,160207875,5
2021,150479187,1
2021,148435632,4
2021,162000323,5
2021,162000324,5
2021,155823694,5
2021,164955690,4
2021,160208273,5
2021,164674637,5
2021,164674638,4
2021,155823695,5
2021,148147806,5
2021,151249623,4
2021,161666108,5
2021,161409530,4
2021,165783457,4
2021,162960043,5
2021,162960044,5
2021,150071995,4
2021,148435633,4
2021,156285402,4
2021,154452547,4
2021,150099047,4
2021,148953263,4
2021,147193036,4
2021,145892670,4
2021,162424840,4
2021,145986204,4
2021,145892676,4
2021,153647124,4
2021,159377841,4
2021,154452583,4
2021,156285405,4
2021,154452591,4
2021,160207878,4
2021,149090168,4
2021,146653168,4
2021,160207880,4
2021,160207881,5
2021,150320889,4
2021,151673234,4
2021,146654839,4
2021,150072132,4
2021,146665514,4
2021,150126318,4
2021,146665515,4
2021,149109150,4
2021,149285165,4
2021,149836050,4
2021,151929266,5
2021,147193040,4
2021,162000329,4
2021,147197099,4
2021,148431761,4
2021,158362697,4
2021,154452601,4
2021,150022148,5
2021,147432151,5
2021,147427241,5
2021,147427240,5
2021,150022149,5
2021,149951019,5
2021,147958491,4
2021,149949997,4
2021,149949999,4
2021,149950006,4
2021,147840390,4
2021,150040125,5
2021,147840392,4
2021,152135703,4
2021,159219501,5
2021,150040126,5
2021,150040127,5
2021,150066675,4
2021,150020564,8
2021,161665798,4
2021,153165426,4
2021,154650611,3
2021,157402719,5
2021,150152218,4
2021,148833271,4
2021,154452621,4
2021,148431807,4
2021,150125729,4
2021,150242445,4
2021,148832350,4
2021,160559992,5
2021,160559994,4
2021,160559995,4
2021,151957414,5
2021,150800121,4
2021,150478180,5
2021,152184779,5
2021,150974454,4
2021,150697822,5
2021,150645350,4
2021,150645351,4
2021,150640853,4
2021,156285413,5
2021,159219503,5
2021,150698027,5
2021,149188193,4
2021,149947399,4
2021,155165169,5
2021,149184970,4
2021,152365380,4
2021,150936252,4
2021,150004558,4
2021,150004578,4
2021,150923516,5
2021,150954413,5
2021,162264212,5
2021,161665801,4
2021,150928200,4
2021,155802597,4
2021,159219504,4
2021,159219505,5
2021,159219506,5
2021,159219507,5
2021,150004624,5
2021,150004627,5
2021,150004630,4
2021,150004631,4
2021,150004632,5
2021,150004633,5
2021,150004634,5
2021,150004639,5
2021,150298964,5
2021,150041053,4
2021,154452664,4
2021,150959533,5
2021,150954122,4
2021,150959553,5
2021,151246509,4
2021,162850230,4
2021,151341236,5
2021,150973792,5
2021,150298971,5
2021,150066138,4
2021,151930814,4
2021,151343946,4
2021,151103257,5
2021,150066140,4
2021,151357708,5
2021,152365382,4
2021,150073090,4
2021,165210554,4
2021,150647909,4
2021,152135709,4
2021,152135711,2
2021,152135711,8
2021,150647943,4
2021,150886559,4
2021,150886560,4
2021,150647961,4
2021,159219512,4
2021,159219513,4
2021,150886561,4
2021,150973064,5
2021,160652914,4
2021,150697213,4
2021,150697214,4
2021,150886562,4
2021,152135789,4
2021,152184116,4
2021,152184118,5
2021,162264214,5
2021,152223128,5
2021,151405944,1
2021,152184123,4
2021,152184126,4
2021,152184131,4
2021,156285423,4
2021,156285424,4
2021,152287584,5
2021,152135792,5
2021,153166947,4
2021,164507679,4
2021,153167059,5
2021,160557261,4
2021,162000351,5
2021,151470764,5
2021,153165442,4
2021,164507693,4
2021,152277899,4
2021,152277906,4
2021,161665802,4
2021,161665803,5
2021,163242329,4
2021,162000363,4
2021,152277941,5
2021,152277942,5
2021,152277945,5
2021,152277946,5
2021,152277952,5
2021,152277618,4
2021,152277960,5
2021,152277964,5
2021,151470765,5
2021,151466889,5
2021,156285450,5
2021,152277971,4
2021,152287617,4
2021,152287623,5
2021,155171057,4
2021,152287638,5
2021,152287645,3
2021,152287646,4
2021,152287647,4
2021,152287680,5
2021,155959492,5
2021,151765488,4
2021,154712652,5
2021,152558512,4
2021,152370692,4
2021,156285452,4
2021,151722256,5
2021,151957730,5
2021,162850232,4
2021,152553228,5
2021,154400047,5
2021,152389702,4
2021,152389731,5
2021,152389734,5
2021,159377851,4
2021,159377852,6
2021,151957922,5
2021,153983245,5
2021,152389897,5
2021,152389924,4
2021,160652917,4
2021,152032356,1
2021,152031666,5
2021,152032358,5
2021,153125309,4
2021,153410131,4
2021,152032359,5
2021,152136127,5
2021,152553369,4
2021,153125317,4
2021,153125325,4
2021,154400073,5
2021,154400074,5
2021,158352587,4
2021,152185162,4
2021,153125335,4
2021,153125336,4
2021,153125337,5
2021,152136128,5
2021,152288193,5
2021,156339007,5
2021,153192719,5
2021,153192720,5
2021,153192749,4
2021,153192750,4
2021,161665828,5
2021,153167084,4
2021,153165462,4
2021,153125338,4
2021,156244178,5
2021,156244180,3
2021,152288194,5
2021,152254261,4
2021,156244186,4
2021,154400076,5
2021,161665851,5
2021,161665852,5
2021,161665853,5
2021,161665854,5
2021,152254873,5
2021,152254874,5
2021,152335677,4
2021,153647135,5
2021,153647187,5
2021,152335678,5
2021,152335385,4
2021,165783569,4
2021,152285028,5
2021,152392334,4
2021,152414631,5
2021,153803890,4
2021,156339010,4
2021,153703608,4
2021,153982209,5
2021,153803982,4
2021,153981801,4
2021,153751351,4
2021,153464635,1
2021,153728256,4
2021,156276034,4
2021,159219605,4
2021,159219606,4
2021,153790271,4
2021,156276035,4
2021,159219628,5
2021,164507745,5
2021,153075940,5
2021,159241680,4
2021,154452728,5
2021,156276039,4
2021,162264249,4
2021,164507771,5
2021,154400371,4
2021,165264393,4
2021,154400375,5
2021,154395203,4
2021,154400379,4
2021,159971863,5
2021,159971864,5
2021,159219664,5
2021,154827998,4
2021,154712670,4
2021,155087953,4
2021,159769238,6
2021,162607447,5
2021,165264396,4
2021,160207888,4
2021,154712696,4
2021,153982267,3
2021,158351157,4
2021,154817541,4
2021,162264266,5
2021,154828146,5
2021,154828147,5
2021,155327927,5
2021,161665905,5
2021,155185131,4
2021,155662778,5
2021,156257949,5
2021,155731119,5
2021,159219688,5
2021,157806720,4
2021,155802660,4
2021,155662186,5
2021,155662187,5
2021,155802662,4
2021,155802663,4
2021,155959650,5
2021,155959651,5
2021,157264904,5
2021,153647909,5
2021,155796675,5
2021,155916677,5
2021,159219708,3
2021,157264906,5
2021,155916910,4
2021,154712722,5
2021,155150627,4
2021,156339015,5
2021,155994402,5
2021,156753701,5
2021,156126910,4
2021,156126911,4
2021,156140330,4
2021,157187588,5
2021,156339059,4
2021,153983493,4
2021,153787956,4
2021,157264908,5
2021,156430610,4
2021,158351215,5
2021,155150629,4
2021,161409533,4
2021,161409534,4
2021,156349611,4
2021,159219746,5
2021,154210758,4
2021,156430613,4
2021,156430628,5
2021,165264403,4
2021,160607544,4
2021,156754008,4
2021,153840693,4
2021,153840694,4
2021,153840695,4
2021,153840696,4
2021,153982613,5
2021,162000396,4
2021,153983181,5
2021,157187604,4
2021,156006949,5
2021,156857174,5
2021,164675415,4
2021,154323127,5
2021,157264245,4
2021,162975673,4
2021,154322183,4
2021,154395476,4
2021,155150389,4
2021,164675416,4
2021,162268764,4
2021,155088664,4
2021,160607549,4
2021,157264320,4
2021,160607552,5
2021,160607553,5
2021,157264321,5
2021,155088665,4
2021,156282454,4
2021,158351259,5
2021,160607557,5
2021,157402725,5
2021,159219901,1
2021,159219943,5
2021,159219944,5
2021,162000404,5
2021,159355232,4
2021,159220004,5
2021,165264408,4
2021,165264409,5
2021,165264410,5
2021,154562112,4
2021,157439357,4
2021,160607562,4
2021,162976055,4
2021,156282834,5
2021,159221332,4
2021,159221333,5
2021,158804874,6
2021,164675417,5
2021,160607564,4
